rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,time/fps,time/time_elapsed,time/iterations,train/approx_kl,train/explained_variance,train/clip_fraction,train/clip_range,train/std,train/n_updates,train/value_loss,train/policy_gradient_loss,train/learning_rate,train/loss,train/entropy_loss
1003.23,-145.04016061000002,198656,19,107,1,,,,,,,,,,,
1003.23,-145.04016061000002,200704,19,211,2,0.007636716,0.48602616786956787,0.0486328125,0.2,0.9012508392333984,970,6.401302170753479,-0.006036442337790504,0.0003,2.6205947399139404,-2.6319540083408355
1004.59,-160.85368186,202752,18,326,3,0.00543844,0.95575350522995,0.024267578125,0.2,0.9009652137756348,980,47.87913851737976,-0.0009783438479644246,0.0003,13.547830581665039,-2.6284449100494385
992.11,-150.96772796999997,204800,18,447,4,0.0036868793,0.9869069457054138,0.0265625,0.2,0.8997201323509216,990,19.018068695068358,-0.0030983664677478374,0.0003,7.507731914520264,-2.6276641309261324
994.49,-160.28827972999997,206848,18,555,5,0.004699361,0.9268902540206909,0.015869140625,0.2,0.8988319635391235,1000,76.95186834335327,-0.0025464388978434726,0.0003,23.190975189208984,-2.6246281564235687
995.8,-171.97327728,208896,18,667,6,0.006449067,0.9715780019760132,0.0361328125,0.2,0.8994179964065552,1010,41.00277466773987,-0.003739206222235225,0.0003,15.633649826049805,-2.6240193009376527
995.8,-171.97327728,210944,18,771,7,0.003741018,0.9747403860092163,0.007373046875,0.2,0.8995723724365234,1020,63.728329467773435,-0.0027477233670651913,0.0003,25.06589698791504,-2.6253997683525085
1002.87,-193.15857878000003,212992,18,894,8,0.0048929523,0.9769120812416077,0.0123046875,0.2,0.899512767791748,1030,50.84197397232056,-0.0018133132252842188,0.0003,18.02800941467285,-2.6252632796764375
,,,,,,0.0023021698,0.9057837128639221,0.000927734375,0.2,0.8994807004928589,1040,145.60086002349854,-0.0006466649938374758,0.0003,44.6590461730957,-2.625250148773193
