wall_time_s,timesteps,evaluation,variant,episodes,mean_return,median_return,return_std,success_rate,collision_rate,outside_rate,mean_final_goal_distance_m,mean_minimum_true_cpa_m,mean_length_steps
703.3662579059601,10000,1,abl_blind,5,-0.4453485972085375,-0.4891645662434598,0.13829421592724608,0.0,0.0,0.8,853.2715635840492,111.65668189969406,257.4
1382.836837053299,20000,2,abl_blind,5,-24.881342111856746,-1.739161635027133,47.07333236145737,0.0,0.2,0.8,757.3032667384729,92.5087141160715,223.8
2069.579722881317,30000,3,abl_blind,5,-25.257619194895064,-0.4592163550655667,48.04694006550371,0.0,0.2,0.8,707.5085367035773,88.44992449410401,252.2
2750.6438751220703,40000,4,abl_blind,5,-2.995338960571465,-0.5357369555440068,4.212634533858425,0.0,0.0,0.6,802.3522316665077,93.14412491372494,311.4
3445.0722138881683,50000,5,abl_blind,5,-1.2975442171587337,-0.27172090180540226,1.4629892729005192,0.0,0.0,0.8,692.3132364679282,88.13496302430917,299.4
