wall_time_s,timesteps,episode,variant,seed,return,length_steps,elapsed_s,success,collision,outside_route_bounds,termination_reason,final_goal_distance_m,minimum_true_cpa_m,final_track_count,reward_progress,reward_collision,reward_proximity,reward_jitter,reward_effort,reward_goal
1077.3251378536224,16114,55,abl_blind,420054,-1.9305316438967055,307,1534.9999999991517,0,0,1,outside_route_bounds,978.8258636659009,33.80785118712382,4,-0.28881634130070866,0.0,0.0,1.4687088489532467,0.1730064536427486,0.0
1089.7151019573212,16322,56,abl_blind,420055,-2.7945096230447066,208,1039.9999999996019,0,0,1,outside_route_bounds,915.508098088587,118.38030920920914,1,-0.25408227399976957,0.0,0.0,2.452565683424473,0.08786166562046467,0.0
1112.0560109615326,16683,57,abl_blind,420056,-3.4792898589017116,361,1804.999999998906,0,0,0,timeout,569.3395422118854,87.97928709096134,1,-0.08878725991135142,0.0,0.0,3.183888372778894,0.20661422621146566,0.0
1127.9768738746643,16934,58,abl_blind,420057,-4.579964180858346,251,1254.9999999994063,0,0,1,outside_route_bounds,919.6620029095617,106.9905579838186,2,-0.2627213597887582,0.0,0.0,4.205536193400621,0.11170662766896776,0.0
1145.2651298046112,17214,59,abl_blind,420058,-3.9974363354090667,280,1399.9999999992745,0,0,1,outside_route_bounds,928.4938872321222,114.46708603846929,1,-0.2623622334935872,0.0,0.0,3.637625757977366,0.09744834393811204,0.0
1167.1808829307556,17575,60,abl_blind,420059,-6.251234183468569,361,1804.999999998906,0,0,0,timeout,920.1622406370079,108.49677701299618,1,-0.26292734917278143,0.0,0.0,5.787661183625456,0.2006456506703255,0.0
1184.2172830104828,17852,61,abl_blind,420060,-2.773247918008289,277,1384.999999999288,0,0,1,outside_route_bounds,730.6769655714373,113.7678757591224,1,-0.16599470987057904,0.0,0.0,2.482684554159641,0.12456865397806888,0.0
1197.0295820236206,18069,62,abl_blind,420061,-2.7463014872182723,217,1084.999999999561,0,0,1,outside_route_bounds,912.370141004741,110.02326974952558,1,-0.2577257192266598,0.0,0.0,2.395028115808965,0.09354765218264759,0.0
1212.6363229751587,18325,63,abl_blind,420062,-1.9507927756847268,256,1279.9999999993836,0,0,1,outside_route_bounds,761.5353263911928,100.15942501930093,1,-0.18222996944057068,0.0,0.0,1.6372977703809741,0.13126503586318206,0.0
1230.0857870578766,18616,64,abl_blind,420063,-1.2900183933554565,291,1454.9999999992244,0,0,1,outside_route_bounds,913.2343662158937,109.79495333737697,2,-0.2544559508171172,0.0,0.0,0.8723733395338056,0.16318910300453274,0.0
1242.1420369148254,18812,65,abl_blind,420064,-2.3735319410777413,196,979.9999999996564,0,0,1,outside_route_bounds,916.7750703321052,104.43172370211315,2,-0.2616353375097934,0.0,0.0,2.0384122580289845,0.07348434553896434,0.0
1257.41952586174,19060,66,abl_blind,420065,-3.9324518422534505,248,1239.99999999942,0,0,1,outside_route_bounds,913.0682697480693,106.95793709253329,1,-0.25969311598145056,0.0,0.0,3.561539871990682,0.11121885428131867,0.0
1277.8720507621765,19405,67,abl_blind,420066,-3.4787639263481314,345,1724.9999999989789,0,0,1,outside_route_bounds,926.4409992410227,95.45275211757847,2,-0.2633957047371704,0.0,0.0,3.001672533154489,0.21369568845647144,0.0
1297.3671798706055,19721,68,abl_blind,420067,-2.389205551382719,316,1579.9999999991107,0,0,1,outside_route_bounds,916.5555878352536,99.26921271169874,1,-0.2619470506760688,0.0,0.0,1.9460667490959167,0.18119175161073253,0.0
1311.0048828125,19952,69,abl_blind,420068,-1.7875345029512497,231,1154.9999999994973,0,0,1,outside_route_bounds,809.6698903774296,95.1801153350072,1,-0.2031673984642533,0.0,0.0,1.480076780915261,0.10429032357173544,0.0
1393.3397250175476,20171,70,abl_blind,420069,-3.2076379153735934,219,1094.9999999995518,0,0,1,outside_route_bounds,913.208022631948,111.54973680184344,1,-0.2558968314488026,0.0,0.0,2.8639836087822887,0.0877574751425007,0.0
1408.7040481567383,20415,71,abl_blind,420070,-2.9130419538375985,244,1219.9999999994382,0,0,1,outside_route_bounds,912.5709505410834,118.7962801994318,1,-0.2530447318540876,0.0,0.0,2.539241538941861,0.12075568304164863,0.0
1424.7887139320374,20683,72,abl_blind,420071,-1.4783109766410785,268,1339.999999999329,0,0,1,outside_route_bounds,875.5123435521213,102.4819421127894,1,-0.23921626511206764,0.0,0.0,1.097421011328697,0.14167370020031417,0.0
1446.9808990955353,21044,73,abl_blind,420072,-2.514967798259935,361,1804.999999998906,0,0,0,timeout,690.7650966673011,122.49424404461499,1,-0.1423744770848391,0.0,0.0,2.1580580830574045,0.21453523811769354,0.0
1469.6319301128387,21405,74,abl_blind,420073,-8.353271919375164,361,1804.999999998906,0,0,0,timeout,576.6889381389362,18.10145237120506,1,-0.09245968924066214,0.0,6.023631018300506,2.0635918825864787,0.17358932924752152,0.0
1491.7667398452759,21766,75,abl_blind,420074,-4.031571247967663,361,1804.999999998906,0,0,0,timeout,938.8476426014273,123.48363851612581,1,-0.2659413512164687,0.0,0.0,3.577861506491899,0.18776839025929323,0.0
1508.56289601326,22052,76,abl_blind,420075,-3.2609050994112527,286,1429.9999999992472,0,0,1,outside_route_bounds,1030.1164650571138,88.52277466456249,1,-0.31417011010528684,0.0,0.0,2.8513091016560774,0.09542588764988595,0.0
1530.6813659667969,22413,77,abl_blind,420076,-5.6896017759320445,361,1804.999999998906,0,0,0,timeout,712.8448148342457,85.14077648692007,1,-0.1593415218329514,0.0,0.0,5.287867550551891,0.24239270354720394,0.0
1545.4921689033508,22654,78,abl_blind,420077,-1.147474001782602,241,1204.9999999994518,0,0,1,outside_route_bounds,1045.278732234748,115.33535145766294,2,-0.31648847331771784,0.0,0.0,0.7297803655266759,0.10120516293820796,0.0
1564.2859151363373,22968,79,abl_blind,420078,-5.039351181042635,314,1569.9999999991198,0,0,1,outside_route_bounds,927.579560296631,117.49897267698776,1,-0.2622107087560789,0.0,0.0,4.615147518366571,0.16199295391997698,0.0
1585.386080980301,23329,80,abl_blind,420079,-4.36356205017018,361,1804.999999998906,0,0,0,timeout,929.7687117580491,124.97362062189077,1,-0.2612008222325189,0.0,0.0,3.8977550923824302,0.20460613555523322,0.0
1604.3215217590332,23607,81,abl_blind,420080,-3.167662814429822,278,1389.9999999992835,0,0,1,outside_route_bounds,968.1514378479903,112.87219987275793,1,-0.2852513731184713,0.0,0.0,2.762363569997251,0.12004787131410077,0.0
1623.130602836609,23912,82,abl_blind,420081,-0.9172660279140497,305,1524.9999999991608,0,0,1,outside_route_bounds,985.3049730371906,42.45383116704819,2,-0.29461782982685036,0.0,0.0,0.4523471832275392,0.17030101485966034,0.0
1644.4191679954529,24267,83,abl_blind,420082,-4.909083840945674,355,1774.9999999989334,0,0,1,outside_route_bounds,916.5762125747729,115.78547847838394,1,-0.25761424531344673,0.0,0.0,4.451180139183993,0.20028945644822377,0.0
1662.0186319351196,24560,84,abl_blind,420083,-2.599439714813463,293,1464.9999999992153,0,0,1,outside_route_bounds,1033.3423296127874,126.70507662174447,1,-0.3103091821034392,0.0,0.0,2.177882331237196,0.1112482014728271,0.0
1677.1585359573364,24812,85,abl_blind,420084,-2.946517315689836,252,1259.9999999994018,0,0,1,outside_route_bounds,912.0086621945172,113.20355336719308,2,-0.25537939580015895,0.0,0.0,2.5732501246035095,0.11788779528616526,0.0
1691.2442269325256,25047,86,abl_blind,420085,-0.5742990933947354,235,1174.999999999479,0,0,1,outside_route_bounds,907.0471700067259,100.16388718126001,1,-0.24997071392115927,0.0,0.0,0.21423090398311617,0.11009747549045974,0.0
1707.7893810272217,25326,87,abl_blind,420086,-0.9021344056317641,279,1394.999999999279,0,0,1,outside_route_bounds,826.9126645381901,102.13176826774469,1,-0.2160253077125552,0.0,0.0,0.5278769791126253,0.1582321188065833,0.0
1729.2029099464417,25687,88,abl_blind,420087,-0.6322523425005437,361,1804.999999998906,0,0,0,timeout,470.17351648089806,46.72042178021098,1,-0.03914994259559725,0.0,0.0,0.38341456651687605,0.20968783338807037,0.0
1743.7844588756561,25929,89,abl_blind,420088,-3.242461855710452,242,1209.9999999994473,0,0,1,outside_route_bounds,911.336900124876,112.6046431619117,1,-0.2562394703560685,0.0,0.0,2.873147474974393,0.1130749103799872,0.0
1763.9568169116974,26235,90,abl_blind,420089,-0.9750160048191145,306,1529.9999999991562,0,0,1,outside_route_bounds,1020.8213552799075,96.02016359705385,1,-0.31037607869292444,0.0,0.0,0.5059912621974945,0.1586486639286962,0.0
1785.477087020874,26580,91,abl_blind,420090,-0.8331082430344605,345,1724.9999999989789,0,0,1,outside_route_bounds,1075.3753637388331,91.8438972649655,1,-0.3390551544399912,0.0,0.0,0.3061257988214493,0.18792728977302037,0.0
