time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/fps,time/total_timesteps,train/learning_rate,train/explained_variance,train/n_updates,train/entropy_loss,train/approx_kl,train/clip_fraction,train/loss,train/std,train/policy_gradient_loss,train/clip_range,train/value_loss
35,-42.394703580000005,1152.6,249,287,827392,0.0003,0.9112681150436401,4030,-2.423628932237625,0.005987712,0.048193359375,2.573430299758911,0.8137332797050476,-0.00358229506528005,0.2,22.25884739756584
36,-31.818897630000002,1150.77,257,286,829440,0.0003,0.9897985458374023,4040,-2.422601616382599,0.01389662,0.076708984375,0.36879807710647583,0.8130174875259399,-0.003797952347667888,0.2,1.6314383044838905
37,-32.4344136,1150.77,265,285,831488,0.0003,0.9636521935462952,4050,-2.4217718839645386,0.0103586055,0.072509765625,3.47525691986084,0.8128942251205444,-0.004188780847471207,0.2,10.662682282924653
38,-32.30708004,1150.92,271,287,833536,0.0003,0.9868646264076233,4060,-2.4230334877967836,0.0063905627,0.071240234375,0.7770934104919434,0.8149560689926147,-0.007178682601079345,0.2,3.2813573509454725
39,-32.310353160000005,1150.92,279,285,835584,0.0003,0.81026291847229,4070,-2.4258173763751985,0.005387402,0.05166015625,8.246310234069824,0.8134667873382568,-0.0034893099684268234,0.2,23.123353099823
40,-34.30525501,1153.87,284,287,837632,0.0003,0.9846556782722473,4080,-2.4204770982265473,0.011539107,0.077099609375,0.30654168128967285,0.8124357461929321,-0.005076870112679899,0.2,1.803736926615238
41,-32.99946068,1153.87,295,283,839680,0.0003,0.9024202823638916,4090,-2.4209192097187042,0.005139015,0.080322265625,1.376102089881897,0.8140779137611389,-0.00497108546551317,0.2,12.625221693515778
42,-31.451925590000002,1153.87,301,285,841728,0.0003,0.9905106425285339,4100,-2.4227019250392914,0.010395817,0.07080078125,0.6256134510040283,0.811497151851654,-0.006021630705799907,0.2,1.9516270488500596
43,-30.927756339999995,1153.52,309,284,843776,0.0003,0.9819399118423462,4110,-2.415007030963898,0.004583819,0.04638671875,1.3250869512557983,0.8109921216964722,-0.005463774682721123,0.2,3.4018314242362977
44,-31.035324899999996,1152.57,317,283,845824,0.0003,0.7986012697219849,4120,-2.415617269277573,0.0034026215,0.020166015625,2.2789106369018555,0.8108742237091064,-0.002692542504519224,0.2,19.61546641588211
45,-29.37235643999999,1152.57,323,285,847872,0.0003,0.921311616897583,4130,-2.4146243035793304,0.0038618303,0.034912109375,0.8768370747566223,0.8112239837646484,-0.0014077430707402528,0.2,4.648801702260971
46,-27.51204654999999,1152.45,334,281,849920,0.0003,0.9719064831733704,4140,-2.4101477921009065,0.009800177,0.066552734375,0.31120792031288147,0.8073904514312744,-0.0035495626972988246,0.2,2.7451821729540824
47,-25.083092509999993,1149.47,339,283,851968,0.0003,0.9634863138198853,4150,-2.402864557504654,0.009258907,0.104833984375,0.41239237785339355,0.8092427253723145,-0.00626204680884257,0.2,4.582516388595105
48,-28.50605325,1155.1,350,280,854016,0.0003,0.9595963358879089,4160,-2.4097588121891023,0.0053660795,0.05556640625,0.6143147945404053,0.8103799819946289,-0.0028800816740840673,0.2,4.27229545712471
49,-28.50605325,1155.1,353,283,856064,0.0003,0.9891277551651001,4170,-2.4084187507629395,0.007869632,0.080322265625,0.41561129689216614,0.8097631931304932,-0.0067556805559434,0.2,1.4446120381355285
50,-22.35906544,1154.64,364,280,858112,0.0003,0.9473247528076172,4180,-2.4117553412914274,0.008595043,0.087890625,0.16636915504932404,0.8140933513641357,-0.004326345876324922,0.2,1.8833119794726372
51,-12.659594129999999,1151.07,372,280,860160,0.0003,0.6828321218490601,4190,-2.4224590241909025,0.0069707143,0.148681640625,2.6143593788146973,0.8166530132293701,0.0013502726098522544,0.2,49.08993686437607
52,-2.397992509999999,1146.94,381,279,862208,0.0003,0.9487724900245667,4200,-2.425852644443512,0.00684223,0.0451171875,3.4598639011383057,0.8169950246810913,-0.0024226405133958907,0.2,10.378962445259095
53,5.71616167,1145.81,389,278,864256,0.0003,0.8559221625328064,4210,-2.4240297377109528,0.009145881,0.03427734375,1.4482873678207397,0.8142045140266418,-0.0017996871785726399,0.2,10.984986126422882
54,3.5294315500000004,1148.87,394,279,866304,0.0003,0.971590518951416,4220,-2.41826793551445,0.007912882,0.090234375,2.5299668312072754,0.8153349757194519,-0.0024583256104961037,0.2,7.504714894294739
55,8.206631219999998,1147.51,406,277,868352,0.0003,0.9382690787315369,4230,-2.416369765996933,0.004616456,0.071337890625,0.672836422920227,0.8084754347801208,-0.003611087892204523,0.2,3.2354263246059416
56,13.01893156,1144.09,414,276,870400,0.0003,0.9287064075469971,4240,-2.3979785561561586,0.0048360336,0.068505859375,1.700130581855774,0.8056662082672119,-0.003831884905230254,0.2,13.787069177627563
57,13.01893156,1144.09,417,279,872448,0.0003,0.9138749837875366,4250,-2.3974734246730804,0.005075354,0.020263671875,2.710219144821167,0.8050185441970825,-0.002998858271166682,0.2,14.378708845376968
58,12.532005650000004,1147.31,425,279,874496,0.0003,0.942625105381012,4260,-2.394544702768326,0.0060228985,0.06123046875,1.5011855363845825,0.8048993349075317,-0.005698635487351567,0.2,10.035180318355561
59,12.876800660000004,1147.31,433,278,876544,0.0003,0.9495594501495361,4270,-2.397268831729889,0.0062861666,0.04677734375,0.5663761496543884,0.8063033819198608,-0.004320252611069009,0.2,4.809221985936165
60,13.018403110000003,1147.31,441,278,878592,0.0003,0.9726288914680481,4280,-2.401957654953003,0.006016453,0.040625,0.9574094414710999,0.8073868751525879,-0.0025556393316946923,0.2,3.794698715209961
61,18.048818620000006,1147.31,450,277,880640,0.0003,0.9523789882659912,4290,-2.4053238332271576,0.006195914,0.090380859375,1.3731876611709595,0.8108934164047241,-0.004287757771089673,0.2,5.1897644847631454
62,17.39146947,1148.78,458,277,882688,0.0003,0.9860851168632507,4300,-2.415398418903351,0.006389368,0.04990234375,0.3024751842021942,0.8135405778884888,-0.004713917191838846,0.2,1.6507258325815202
63,19.47410614,1148.78,466,276,884736,0.0003,0.8413330912590027,4310,-2.421535837650299,0.005571744,0.319873046875,0.49504217505455017,0.8157505393028259,0.004538254835642875,0.2,9.710391423106193
64,21.199211610000003,1148.78,472,277,886784,0.0003,0.9823958873748779,4320,-2.4302374482154847,0.010061536,0.08271484375,0.3961002230644226,0.822361171245575,-0.005914074264001101,0.2,2.483448739349842
65,22.621216829999998,1145.99,480,277,888832,0.0003,0.9825729131698608,4330,-2.441801059246063,0.011249441,0.11474609375,0.2548704743385315,0.8224327564239502,-0.008360440575052053,0.2,1.6028229951858521
66,21.388730490000004,1145.99,485,278,890880,0.0003,0.6920918226242065,4340,-2.4393127501010894,0.0033736695,0.142919921875,5.789992332458496,0.8215005397796631,-0.0002642406732775271,0.2,27.706339663267137
67,21.339986529999997,1148.05,497,275,892928,0.0003,0.9656528234481812,4350,-2.4372806906700135,0.009081451,0.094189453125,0.16737017035484314,0.8214923143386841,-0.006403671496082097,0.2,1.5762000523507596
68,19.90081292,1150.06,502,277,894976,0.0003,0.9843575358390808,4360,-2.4339492440223696,0.009752817,0.102734375,0.19730615615844727,0.8174682855606079,-0.005807055335026234,0.2,1.3842074066400527
69,19.27088473,1152.11,511,276,897024,0.0003,0.9655139446258545,4370,-2.4278802156448362,0.0056947167,0.07998046875,0.5054431557655334,0.8188862800598145,-0.002655907510779798,0.2,2.010753262042999
70,21.45338833,1152.11,519,276,899072,0.0003,0.9847702980041504,4380,-2.4323564767837524,0.00879676,0.0904296875,0.42365291714668274,0.8184127807617188,-0.007499513286165893,0.2,1.727039660513401
71,21.70863837,1152.11,524,277,901120,0.0003,0.9916316270828247,4390,-2.424049347639084,0.0059104534,0.08427734375,0.3996788561344147,0.8135685324668884,-0.0040495096676750105,0.2,1.2052144423127173
72,21.371649829999996,1153.8,533,276,903168,0.0003,0.9829150438308716,4400,-2.41387654542923,0.008781277,0.107421875,0.11091072857379913,0.8115811347961426,-0.0025508805410936475,0.2,0.6601034417748451
73,23.82922605,1153.8,538,277,905216,0.0003,0.966317892074585,4410,-2.4115659832954406,0.009236034,0.095263671875,0.7959461212158203,0.8115754127502441,-0.003590786538552493,0.2,3.935461601614952
74,25.726875970000002,1153.8,549,275,907264,0.0003,0.9923122525215149,4420,-2.415173763036728,0.008778866,0.087890625,0.07325801253318787,0.815193772315979,-0.006008844682946801,0.2,0.45604766346514225
75,27.41793275,1152.91,555,276,909312,0.0003,0.9864989519119263,4430,-2.425112950801849,0.008392384,0.05966796875,0.47944024205207825,0.8178988695144653,-0.00618607789510861,0.2,1.717879405617714
76,28.98367913,1152.91,563,276,911360,0.0003,0.5449724197387695,4440,-2.4281446039676666,0.003857694,0.026708984375,2.511922597885132,0.8168538808822632,-0.003242516971658915,0.2,14.910275155305863
77,32.364287299999994,1152.05,571,275,913408,0.0003,0.8593972325325012,4450,-2.4242212176322937,0.004523748,0.032763671875,0.3536095917224884,0.817115068435669,-0.004773492953972891,0.2,3.4350921541452406
78,35.00985434,1147.98,580,275,915456,0.0003,0.5659573674201965,4460,-2.4284571766853333,0.004458195,0.079541015625,6.702597141265869,0.8178723454475403,-0.0012135081575252115,0.2,33.132845640182495
79,30.43776478,1151.1,588,275,917504,0.0003,0.9224305748939514,4470,-2.4290073812007904,0.0055075157,0.040380859375,1.6612191200256348,0.8185802102088928,-0.004837669502012432,0.2,8.212303730845452
80,31.126985050000002,1149.35,596,274,919552,0.0003,0.951028048992157,4480,-2.4299072146415712,0.0056094667,0.0322265625,0.5510000586509705,0.8172573447227478,-0.0017134039313532411,0.2,3.1121765285730363
81,32.87050963,1149.35,602,275,921600,0.0003,0.9434980154037476,4490,-2.4255212962627413,0.0065125236,0.04755859375,0.5869393944740295,0.8157086372375488,-0.002728121541440487,0.2,5.265858218073845
82,37.340711760000005,1149.19,613,273,923648,0.0003,0.986807107925415,4500,-2.4252244353294374,0.0063933823,0.061181640625,0.3682292699813843,0.8191871643066406,-0.005999892140971496,0.2,1.306607249379158
83,40.00650068,1146.4,618,274,925696,0.0003,0.9171843528747559,4510,-2.434824103116989,0.0049801962,0.082275390625,1.2540136575698853,0.8210299015045166,-0.0007363894023001194,0.2,10.069757586717605
84,40.93401837,1146.4,624,275,927744,0.0003,0.8935766816139221,4520,-2.4365634322166443,0.0057985196,0.02666015625,0.6598016023635864,0.8208380341529846,-0.00392241443041712,0.2,7.128896111249924
85,42.817484050000004,1145.67,635,273,929792,0.0003,0.8108614683151245,4530,-2.4353833854198457,0.0034923335,0.06396484375,1.4404971599578857,0.8212407827377319,-0.0030675232177600265,0.2,19.586181384325027
86,44.452862579999994,1145.67,641,274,931840,0.0003,0.9225761294364929,4540,-2.4363593220710755,0.0061138473,0.0498046875,2.083923101425171,0.820309042930603,-0.003333258023485541,0.2,8.93650866150856
87,45.16393248,1145.67,649,274,933888,0.0003,0.9341409802436829,4550,-2.4327053785324098,0.005792061,0.03828125,0.6962190866470337,0.8181732892990112,-0.0032701629213988783,0.2,5.074246335029602
88,45.88718840000001,1145.03,657,273,935936,0.0003,0.9835781455039978,4560,-2.4282270073890686,0.006254453,0.057275390625,0.39158520102500916,0.818485677242279,-0.0029359683161601425,0.2,2.0686747074127196
89,45.47089089000001,1145.78,666,273,937984,0.0003,0.9092680215835571,4570,-2.4303294718265533,0.0053558513,0.098193359375,1.3671396970748901,0.819390594959259,-0.002911093446891755,0.2,4.154928535223007
90,47.05973076,1142.36,674,273,940032,0.0003,0.9828172922134399,4580,-2.431470572948456,0.0071085263,0.068115234375,0.8520554304122925,0.8196008205413818,-0.005149620864540338,0.2,2.4119594991207123
91,49.401181060000006,1140.56,680,273,942080,0.0003,0.9798902869224548,4590,-2.432415044307709,0.0052147945,0.027880859375,0.19337934255599976,0.820040225982666,-0.002842552564106882,0.2,1.401696454361081
92,51.89080226,1140.6,691,272,944128,0.0003,0.7116659879684448,4600,-2.433118945360184,0.004065953,0.0783203125,2.2158360481262207,0.8199803829193115,-0.003449575277045369,0.2,16.690490877628328
93,51.89080226,1140.6,694,274,946176,0.0003,0.9090573787689209,4610,-2.4316239058971405,0.0042732907,0.0119140625,2.5519521236419678,0.8190458416938782,-0.0027113914606161416,0.2,13.238310307264328
94,54.701655290000005,1139.69,708,271,948224,0.0003,0.8589208722114563,4620,-2.42892165184021,0.005070959,0.03369140625,0.8909295797348022,0.8184062242507935,-0.003202489530667663,0.2,11.705501252412796
95,54.701655290000005,1139.69,710,273,950272,0.0003,0.9162862300872803,4630,-2.4273856580257416,0.0042733513,0.02734375,1.2096848487854004,0.8178448677062988,-0.00235531980288215,0.2,12.493956896662713
96,54.79119894,1139.69,721,272,952320,0.0003,0.9044365882873535,4640,-2.426814526319504,0.0050439714,0.059765625,1.358903408050537,0.818113386631012,-0.0035236650262959303,0.2,6.587809312343597
97,54.00200242000001,1139.69,727,273,954368,0.0003,0.9033443927764893,4650,-2.427499520778656,0.0056103654,0.034619140625,2.1844706535339355,0.8184078931808472,-0.0036292815580964088,0.2,13.030176150798798
98,55.05833346,1137.83,735,272,956416,0.0003,0.9295329451560974,4660,-2.426643264293671,0.008496646,0.0357421875,0.33392706513404846,0.8182270526885986,-0.0028402631403878333,0.2,2.168152593076229
99,50.815355509999996,1141.35,744,272,958464,0.0003,0.9223693609237671,4670,-2.428949248790741,0.005869853,0.063525390625,7.24448299407959,0.8192357420921326,-0.001854130032006651,0.2,29.5162202835083
100,50.62390323,1141.35,749,273,960512,0.0003,0.9820640683174133,4680,-2.429149830341339,0.006682781,0.0294921875,0.48035719990730286,0.8179979920387268,-0.004253596952185035,0.2,1.9333784252405166
101,45.49433481999999,1143.43,760,271,962560,0.0003,0.9892333149909973,4690,-2.4250237882137298,0.0043711937,0.073828125,0.2894169092178345,0.8165677785873413,-0.0014916743501089513,0.2,1.5228768453001975
102,46.73086157999999,1142.84,766,272,964608,0.0003,0.9276168942451477,4700,-2.4231587946414948,0.0075018625,0.05712890625,1.0969476699829102,0.816792368888855,-0.006299340381519869,0.2,4.822035247087479
103,47.35850066999999,1141.08,777,271,966656,0.0003,0.7593435049057007,4710,-2.424902492761612,0.0066591864,0.038134765625,2.6585099697113037,0.8167140483856201,-0.003177769493777305,0.2,14.404624426364899
104,47.35850066999999,1141.08,779,273,968704,0.0003,0.8454065322875977,4720,-2.4237744212150574,0.0045375107,0.014111328125,1.2715078592300415,0.8165760040283203,-0.0018395785242319106,0.2,15.055609750747681
105,44.9539197,1141.14,791,271,970752,0.0003,0.9799585938453674,4730,-2.4235439538955688,0.006026544,0.044677734375,0.6239252090454102,0.8174300193786621,-0.005244463821873069,0.2,5.49355032145977
106,44.17163787,1140.99,796,272,972800,0.0003,0.7658390998840332,4740,-2.4263892233371736,0.0019319586,0.001806640625,10.230387687683105,0.8174065351486206,-0.00119152459083125,0.2,37.07476398944855
107,44.53650356,1143.5,807,271,974848,0.0003,0.9673670530319214,4750,-2.423343229293823,0.004639469,0.021337890625,0.880800187587738,0.815786600112915,-0.002637521887663752,0.2,3.628299903869629
108,45.11760732999999,1141.66,813,271,976896,0.0003,0.9687842726707458,4760,-2.418623220920563,0.0061651124,0.043017578125,0.8733547329902649,0.8135284781455994,-0.0024143310962244867,0.2,5.402225393056869
109,44.85155757,1142.9,821,271,978944,0.0003,0.9522045850753784,4770,-2.413456606864929,0.008750955,0.055517578125,2.4285519123077393,0.8125584721565247,-0.004902579018380493,0.2,8.76768804192543
110,44.579281609999995,1141.72,830,271,980992,0.0003,0.9461602568626404,4780,-2.41278213262558,0.004871469,0.043017578125,2.3726184368133545,0.8130435943603516,-0.0020306944265030325,0.2,9.299332588911057
111,47.68093879999999,1136.67,838,271,983040,0.0003,0.3695094585418701,4790,-2.4140031814575194,0.0053436705,0.01826171875,2.4451329708099365,0.8139032125473022,-0.001675915310624987,0.2,11.533084511756897
112,48.86417130999999,1137.19,846,270,985088,0.0003,0.9708647131919861,4800,-2.4164169132709503,0.0056535616,0.02548828125,0.36338531970977783,0.8150389194488525,-0.0017121980548836292,0.2,4.778312027454376
113,49.39618921000001,1134.28,855,270,987136,0.0003,0.9434583783149719,4810,-2.4187961280345918,0.0070184134,0.086279296875,2.717944383621216,0.8160910606384277,-0.005240829230751842,0.2,11.911666119098664
114,52.47585243,1131.32,863,270,989184,0.0003,0.9333164095878601,4820,-2.421364241838455,0.004480241,0.032470703125,2.408325672149658,0.8168175220489502,-0.0038644733605906366,0.2,9.40960898399353
115,54.16133353,1128.93,869,271,991232,0.0003,0.9784928560256958,4830,-2.421536457538605,0.0036294796,0.03203125,0.8583829998970032,0.8156657218933105,-0.002869144966825843,0.2,4.527951413393021
116,59.282563689999996,1126.39,880,269,993280,0.0003,0.9546422958374023,4840,-2.41791895031929,0.0071394974,0.035546875,2.220916748046875,0.8156400918960571,-0.0061460069846361876,0.2,7.5362558424472805
117,59.25742884,1126.48,885,270,995328,0.0003,0.9334345459938049,4850,-2.419982349872589,0.00545277,0.030029296875,2.004333019256592,0.8168569803237915,-0.00383649873547256,0.2,12.088380408287048
118,63.413833939999996,1122.16,897,269,997376,0.0003,0.9658945202827454,4860,-2.424417865276337,0.010039708,0.0716796875,0.31031835079193115,0.818292498588562,-0.005471353721804917,0.2,1.7271148815751076
119,65.13025377000001,1120.26,902,270,999424,0.0003,0.9499613642692566,4870,-2.4273692846298216,0.00499952,0.103759765625,1.6508275270462036,0.8187042474746704,-0.0045602185185998675,0.2,8.709333050251008
120,71.32483868,1114.79,916,268,1001472,0.0003,0.9307850003242493,4880,-2.4253582417964936,0.0056115,0.028076171875,0.86263108253479,0.8159096837043762,-0.0035303755896165965,0.2,3.554655873775482
121,71.32483868,1114.79,919,269,1003520,0.0003,0.9500328898429871,4890,-2.4170514225959776,0.0050402028,0.06435546875,1.3212279081344604,0.8131781816482544,-0.0004193816799670458,0.2,8.884867525100708
122,77.2624797,1107.81,933,267,1005568,0.0003,0.8703160285949707,4900,-2.41193351149559,0.0050999876,0.034423828125,3.788653612136841,0.8121037483215332,-0.002077644702512771,0.2,6.86502668261528
123,80.71709735,1100.99,941,267,1007616,0.0003,0.9374012351036072,4910,-2.4104465782642364,0.0063836025,0.028466796875,1.1767046451568604,0.8119465112686157,-0.0024565073545090854,0.2,9.677042537927628
,,,,,,0.0003,0.9507272243499756,4920,-2.4108388900756834,0.010023998,0.042333984375,1.927566409111023,0.8116039037704468,-0.0010681513813324273,0.2,6.6321493804454805
