time/fps,rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,time/iterations,rollout/ep_len_mean,train/clip_range,train/entropy_loss,train/value_loss,train/loss,train/policy_gradient_loss,train/approx_kl,train/clip_fraction,train/explained_variance,train/std,train/learning_rate,train/n_updates
15,240.53998564000003,755712,130,1,334.21,,,,,,,,,,,
14,240.49006288,757760,273,2,335.59,0.2,-1.9052515923976898,2.987422651052475,1.4666801691055298,-0.0031344547925982623,0.00679884,0.068701171875,0.978714108467102,0.6455068588256836,0.0003,3690
15,240.45732128,759808,389,3,335.49,0.2,-1.899210873246193,3.4997930824756622,1.4697883129119873,-0.0039002438832540067,0.00849424,0.07568359375,0.9820452332496643,0.6435991525650024,0.0003,3700
15,243.10282443999998,761856,522,4,329.46,0.2,-1.8949901461601257,36.797495174407956,11.9052734375,-0.003349452902330086,0.00465915,0.11953125,0.858384370803833,0.643958330154419,0.0003,3710
15,243.07727474999996,763904,646,5,328.93,0.2,-1.8960929781198501,85.5404790878296,37.949405670166016,-0.0011997868656180798,0.008602913,0.04140625,0.7334897518157959,0.6442577242851257,0.0003,3720
15,235.66667061000004,765952,781,6,337.91,0.2,-1.8971919924020768,15.342205381393432,4.27393102645874,-0.004029089090181515,0.0028398114,0.022412109375,0.9778863787651062,0.645730197429657,0.0003,3730
15,235.36660780999995,768000,917,7,338.31,0.2,-1.9028746992349626,12.282847464084625,2.2041735649108887,-0.004064090171596035,0.0064940583,0.035888671875,0.978977620601654,0.6468575596809387,0.0003,3740
15,235.64320510000002,770048,1060,8,338.21,0.2,-1.9076854288578033,4.951326245069504,1.6159024238586426,-0.005456126376520843,0.0088261245,0.06904296875,0.9600353240966797,0.6487805247306824,0.0003,3750
,,,,,,0.2,-1.910126057267189,2.65684260725975,0.9603922963142395,-0.005237360525643453,0.008484383,0.083154296875,0.9776741862297058,0.6470692157745361,0.0003,3760
