control_step,time_s,north_m,east_m,reward
0,0.0,0.3223430556245148,-0.5616635009646416,0.0
1,0.1,0.32234951202249684,-0.5616426341901136,-0.09334156803828125
2,0.2,0.32965478979687374,-0.5624428459124238,0.015709453944855317
3,0.30000000000000004,0.34560812484348247,-0.564238153002812,0.034498333228697324
4,0.4,0.3641290666782633,-0.5663170482838307,0.039642191496309986
5,0.5,0.38738401052967675,-0.568927614570937,0.050470742400342467
6,0.6000000000000001,0.42773640576824223,-0.573615402085487,0.0878251853006368
7,0.7000000000000001,0.5079241425875535,-0.5836561783074892,0.17330497711394002
8,0.8,0.6193157413029895,-0.5975989291416317,0.24360992791052696
9,0.9,0.7415683807445078,-0.6131241317958015,0.267352955981232
10,1.0,0.8555788785167221,-0.6276987146965963,0.2492212072312961
11,1.1,0.9697258583032506,-0.6421761647026024,0.24936001571514155
12,1.2000000000000002,1.0799006542417773,-0.6561596057586484,0.24047633131591442
13,1.3,1.19189081746927,-0.6708490314745975,0.244481771499165
14,1.4000000000000001,1.3288430032990852,-0.6894740917818428,0.2994483072278487
15,1.5,1.4908716881876165,-0.7121554098529532,0.3545739865882809
16,1.6,1.6759919442376527,-0.7387096730124595,0.40537225049493414
17,1.7000000000000002,1.869217668424342,-0.7670370925835733,0.42328024091561756
18,1.8,2.041503813198838,-0.792574133298702,0.37726856130915126
19,1.9000000000000001,2.2099509427873825,-0.8177979851649417,0.36883232389479637
20,2.0,2.3823134266179045,-0.84397977740132,0.37749086381571484
21,2.1,2.571389254363459,-0.8734341008338463,0.41443965291357393
22,2.2,2.782074767217817,-0.9071300241607108,0.46224847937797836
23,2.3000000000000003,2.989732978398746,-0.9409394579224246,0.4557426341225689
24,2.4000000000000004,3.1910933136980972,-0.9741080067490429,0.4419586487377961
25,2.5,3.388060707105847,-1.0069134159727795,0.4323684736968122
26,2.6,3.586889840507902,-1.0404396283881692,0.4365916623910873
27,2.7,3.8033934703020056,-1.0772503315691002,0.47565500440954334
28,2.8000000000000003,4.026989969505237,-1.1153918198696278,0.49131971049184653
29,2.9000000000000004,4.252888515015778,-1.154001850069473,0.4963994726659192
30,3.0,4.479283836321262,-1.1927667958245687,0.49749567061123906
31,3.1,4.707421567425202,-1.2318350779250336,0.5013162113934189
32,3.2,4.94951534328609,-1.272968842466655,0.5319554397176736
33,3.3000000000000003,5.1910705699986535,-1.3136965674698358,0.5306111411306053
34,3.4000000000000004,5.429948093513188,-1.3537089044232276,0.524563106419824
35,3.5,5.666607728014332,-1.3930329196307707,0.5195044923574396
36,3.6,5.90793125521411,-1.4326614150690042,0.5295504024623512
37,3.7,6.165097670432005,-1.4742809544094295,0.5641601048050262
38,3.8000000000000003,6.4166496395506325,-1.514514129858589,0.5515285906345799
39,3.9000000000000004,6.6611231661168535,-1.5532073253678034,0.5356968845944989
40,4.0,6.899057864477844,-1.5904253725126516,0.521038820027818
41,4.1000000000000005,7.1397357898636,-1.6277161028888079,0.5268356205697796
42,4.2,7.396957390191434,-1.6675675709174038,0.5631185491893509
43,4.3,7.6510835684600735,-1.706911445605771,0.5561819181313459
44,4.4,7.899784540356963,-1.7453763596618228,0.544117066235847
45,4.5,8.141739701047051,-1.7827950787510196,0.5291637555639572
46,4.6000000000000005,8.38571520754817,-1.8208183687457473,0.5336119013760576
47,4.7,8.644109125853346,-1.8618509533850591,0.5655279476951847
48,4.800000000000001,8.8991540584745,-1.902915777109353,0.5582829946051211
49,4.9,9.150396501035605,-1.9438696136778375,0.5500248631040601
50,5.0,9.39617234402799,-1.9845284822355558,0.5381477541082496
51,5.1000000000000005,9.64579632044553,-2.026553150716952,0.5468595626026915
52,5.2,9.907559797098509,-2.071294971192406,0.5738489716190378
53,5.300000000000001,10.16399674265413,-2.115671963060358,0.5622834924910385
54,5.4,10.415804857442348,-2.1597217651103477,0.5522364768312772
55,5.5,10.66161597777476,-2.2032143634531645,0.5391832194809405
56,5.6000000000000005,10.913458747694436,-2.247871296096277,0.5525396886982263
57,5.7,11.176414775414411,-2.294041471841556,0.5768990567854003
58,5.800000000000001,11.430824600965838,-2.3385127523360576,0.5579433925437739
59,5.9,11.678896379812608,-2.381623265472127,0.5438390236463941
60,6.0,11.92141072071752,-2.4233362259668643,0.5313833892444355
61,6.1000000000000005,12.172705069746238,-2.4655153329896806,0.550307949160877
62,6.2,12.43443255004376,-2.508152382764047,0.572737816120469
63,6.300000000000001,12.6893492933652,-2.5487187112414533,0.5572706954402447
64,6.4,12.939152920033049,-2.587531522910267,0.5455393048910803
65,6.5,13.184272343011939,-2.624571998634478,0.5346968306017688
66,6.6000000000000005,13.438186853139596,-2.662026873802915,0.5535135240181347
67,6.7,13.700113225921436,-2.700173503518437,0.5707415891648253
68,6.800000000000001,13.955431152450696,-2.73683322437978,0.5558366611589527
69,6.9,14.204830039937027,-2.7721850819931784,0.5424688398039582
70,7.0,14.450287584218904,-2.8067587756811663,0.5335346194273427
71,7.1000000000000005,14.707664413362945,-2.8439091473742417,0.5598426498863787
72,7.2,14.968857196652614,-2.8828065481429332,0.5685219340946581
73,7.300000000000001,15.221012976210561,-2.9211196370273123,0.5488269033220926
74,7.4,15.466371492479393,-2.959326085138121,0.5341360665682535
