control_step,time_s,north_m,east_m,reward
149,14.9,10025.400314477114,10002.591962301098,0.17751777252975776
150,15.0,10025.473748454511,10002.664477742177,0.1811312322377761
151,15.100000000000001,10025.560236613828,10002.731073433702,0.194514552984637
152,15.200000000000001,10025.660683632892,10002.795460983727,0.21456095589508756
153,15.3,10025.77498547094,10002.860657873343,0.23880531369961255
154,15.4,10025.902590262001,10002.92891525961,0.2644890219945612
155,15.5,10026.042738737318,10003.001798266108,0.29372581320020597
156,15.600000000000001,10026.194369911473,10003.080252385033,0.32102700606242063
157,15.700000000000001,10026.356302063852,10003.164742139821,0.34716632805130015
158,15.8,10026.527350629302,10003.255401247652,0.37164994115811617
159,15.9,10026.706369856083,10003.3521641194,0.39424292259760685
160,16.0,10026.892254197652,10003.454871963739,0.4148680643731045
161,16.1,10027.083927088195,10003.563349844635,0.43354351222698745
162,16.2,10027.280310736676,10003.677478285335,0.45034493585103325
163,16.3,10027.480277543003,10003.797258024299,0.46536677593351766
164,16.400000000000002,10027.682605644473,10003.922836336773,0.4786724938194715
165,16.5,10027.885922522075,10004.054514107353,0.4902471916541964
166,16.6,10028.088633360225,10004.192732890158,0.49994328176783087
167,16.7,10028.288835194135,10004.338031158743,0.5074108733291709
168,16.8,10028.48422725461,10004.490952400645,0.5120173765040772
169,16.900000000000002,10028.672039070472,10004.651883756238,0.5127675900059392
170,17.0,10028.849039140989,10004.820825781511,0.5083213973472348
171,17.1,10029.011674644731,10004.997113564872,0.49712170115954335
172,17.2,10029.156405098785,10005.179175207035,0.4777544281079199
173,17.3,10029.280221039067,10005.364427101267,0.4493573778838956
174,17.400000000000002,10029.381220587646,10005.549270107264,0.41010435620701213
175,17.5,10029.459217918049,10005.729211343953,0.35798248704571267
176,17.6,10029.516316131447,10005.899290868689,0.2981896219578759
177,17.7,10029.557213140937,10006.054963258748,0.24888989308850681
178,17.8,10029.588797832757,10006.19338760795,0.21568028614624504
179,17.900000000000002,10029.618995749051,10006.314450792535,0.1781399349625135
180,18.0,10029.655752162758,10006.420619950868,0.17324114266601828
181,18.1,10029.705527930153,10006.516434491732,0.18961496428512994
182,18.2,10029.77167169437,10006.60735957785,0.2103643361050955
183,18.3,10029.854655592491,10006.698249749534,0.2368563058006995
184,18.400000000000002,10029.953364704093,10006.79253967314,0.2667660186685469
185,18.5,10030.066104735542,10006.892211426739,0.2970010864498058
186,18.6,10030.191174696485,10006.998069073254,0.3258021714519721
187,18.7,10030.327120933141,10007.110055508832,0.35229059428710446
188,18.8,10030.472800282405,10007.22751697954,0.3760830987281546
189,18.900000000000002,10030.627357141657,10007.349378748806,0.3970222154891563
190,19.0,10030.790187736944,10007.474211891424,0.41499546380524527
191,19.1,10030.960868517705,10007.60027423187,0.42983833803003724
192,19.200000000000003,10031.139059260197,10007.725542226182,0.4412779474153716
193,19.3,10031.3244002114,10007.847706733099,0.4488678007876697
194,19.400000000000002,10031.516382170368,10007.96417343976,0.45194821750449
195,19.5,10031.714184657425,10008.07210213097,0.4496495048354161
196,19.6,10031.916501447866,10008.168515832851,0.4409734699701425
197,19.700000000000003,10032.12138778026,10008.250530536141,0.4250087251981303
198,19.8,10032.326199234843,10008.31567792414,0.4012093020380073
199,19.900000000000002,10032.527253943625,10008.362432782846,0.3580767560261177
200,20.0,10032.719400006037,10008.391099067325,0.30490617057440866
201,20.1,10032.896645674986,10008.40481954011,0.25607566901732426
202,20.200000000000003,10033.053846544362,10008.409974053624,0.22593514839238857
203,20.3,10033.188956836948,10008.41501975565,0.19284365108444082
204,20.400000000000002,10033.303666785503,10008.428665598762,0.18119922228012356
205,20.5,10033.402641140774,10008.458180883243,0.18473213069214064
206,20.6,10033.492050541196,10008.508048628468,0.20316423930938585
207,20.700000000000003,10033.577909932194,10008.579244522924,0.23015142861766505
208,20.8,10033.664828956888,10008.670441304872,0.26222271366876077
209,20.900000000000002,10033.755735727647,10008.779344027847,0.29526781448125555
210,21.0,10033.852155294191,10008.90353611448,0.32694856128961264
211,21.1,10033.954618783144,10009.040836407798,0.3561172359201515
212,21.200000000000003,10034.063015187365,10009.189422789847,0.382356034352223
213,21.3,10034.176841778542,10009.347827832487,0.40562099878898206
214,21.400000000000002,10034.29536590367,10009.514870789859,0.42600824381479174
215,21.5,10034.417714613823,10009.689603135243,0.4436655440508894
216,21.6,10034.54291872856,10009.87126951504,0.45874716616417005
217,21.700000000000003,10034.669929552347,10010.059278278182,0.47138700747045065
218,21.8,10034.797611776294,10010.253169588223,0.4816586530740724
219,21.900000000000002,10034.924718702066,10010.45259069049,0.4895588682341465
220,22.0,10035.049856097568,10010.657260598047,0.49497293686634475
221,22.1,10035.171427007055,10010.866926552893,0.4962580066876275
222,22.200000000000003,10035.2875808859,10011.081282799165,0.4935074107008174
223,22.3,10035.396162191544,10011.299856769368,0.48644617020401043
224,22.400000000000002,10035.49474423133,10011.521862563342,0.4740983288473548
225,22.5,10035.580695659319,10011.7460049531,0.4552879921699795
226,22.6,10035.651403428014,10011.970309972501,0.4289377499611869
227,22.700000000000003,10035.704619913353,10012.1920022519,0.3942050990342386
228,22.8,10035.73902328688,10012.407295642523,0.3459540480080572
229,22.900000000000002,10035.755165302322,10012.611183438268,0.27777110077052475
230,23.0,10035.756469332015,10012.797889745163,0.20809716913065057
231,23.1,10035.749678661346,10012.96263328174,0.17869652281309079
232,23.200000000000003,10035.74366698572,10013.103971659124,0.14217836895612382
233,23.3,10035.74766027628,10013.224425357506,0.13569280191798852
234,23.400000000000002,10035.769068823043,10013.32975082504,0.15505040925555647
235,23.5,10035.811739417626,10013.427146369142,0.17752826189820262
236,23.6,10035.875837206613,10013.523138081877,0.20986673551187124
237,23.700000000000003,10035.959351439922,10013.622382067268,0.24568541204344896
238,23.8,10036.059559174333,10013.727563060927,0.28095231205423427
239,23.900000000000002,10036.173852630098,10013.839819842378,0.3136469681086566
240,24.0,10036.300068526749,10013.959237845784,0.34300836351083175
241,24.1,10036.436548948739,10014.08521530102,0.36890298490332774
242,24.200000000000003,10036.582085660604,10014.216701731728,0.3914485200284799
243,24.3,10036.735835573962,10014.3523483482,0.41083962089720155
244,24.400000000000002,10036.897237746936,10014.490563207395,0.4272163240267136
245,24.5,10037.06592375931,10014.629530398312,0.44059981280692784
246,24.6,10037.24163949016,10014.767192751771,0.4508563461488077
247,24.700000000000003,10037.424126722659,10014.901253423068,0.4576503218235377
248,24.8,10037.613004790255,10015.029152771891,0.46040298899057647
249,24.900000000000002,10037.807620230764,10015.148093438276,0.4582977851178732
250,25.0,10038.006870554389,10015.255144387596,0.4503413758372034
251,25.1,10038.209060103325,10015.347436820979,0.43554675707011925
252,25.200000000000003,10038.41186434146,10015.42245822892,0.4132644219419062
253,25.3,10038.612162627194,10015.478471623888,0.37972226822865307
254,25.400000000000002,10038.805751836317,10015.515125432612,0.3331761260663937
255,25.5,10038.987666463709,10015.534172918966,0.28015809559017685
256,25.6,10039.152974366618,10015.54009718501,0.23414874621075377
257,25.700000000000003,10039.298246610953,10015.540000220772,0.2036257572726542
258,25.8,10039.423191468322,10015.542084080524,0.17541336685895476
259,25.900000000000002,10039.530583597501,10015.554256594343,0.16494694431718213
260,26.0,10039.625386254269,10015.582889666764,0.17691757130322366
261,26.1,10039.713479423212,10015.631397913448,0.19701760763512727
262,26.200000000000003,10039.800145646394,10015.700159275502,0.22474873542928772
263,26.3,10039.8892117169,10015.787765765926,0.256295273091165
264,26.400000000000002,10039.982979009712,10015.89211827243,0.28821587551890954
265,26.5,10040.082524545483,10016.011071633844,0.3185629219363884
266,26.6,10040.188073894156,10016.142718095056,0.34640806510225164
267,26.700000000000003,10040.299304271617,10016.285465214325,0.3714071428260457
268,26.8,10040.41556545782,10016.438010541948,0.39351154826997037
269,26.900000000000002,10040.536002787456,10016.59931846002,0.4128223218165709
270,27.0,10040.65965305436,10016.768538458397,0.42945821676539353
271,27.1,10040.78546859061,10016.94499295854,0.44355338424919677
272,27.200000000000003,10040.912339370485,10017.128134089962,0.45520509039518015
273,27.3,10041.039074642827,10017.317533776752,0.46446160522412094
274,27.400000000000002,10041.164389239415,10017.512842180011,0.4712772853646259
275,27.5,10041.286862182036,10017.71375914706,0.4754855238056918
276,27.6,10041.404885262666,10017.920005260545,0.4762100931199152
277,27.700000000000003,10041.51662623982,10018.1312350522,0.4718213913991123
278,27.8,10041.61999194401,10018.34694182482,0.4628342373902474
279,27.900000000000002,10041.712644419304,10018.566317699826,0.44818249577363534
280,28.0,10041.79208583281,10018.788089382739,0.42662966992992624
281,28.1,10041.855854245841,10019.010262374284,0.39649988730544294
282,28.200000000000003,10041.902328301898,10019.227587640908,-0.356514807484043
283,28.3,10041.932711071631,10019.43021041546,-0.22047249287913204
284,28.400000000000002,10041.951947388607,10019.60941487181,-0.20747586334151322
285,28.5,10041.967873559586,10019.760352597948,-0.18145231897582442
286,28.6,10041.989089874796,10019.882911157783,-0.1498794989081046
287,28.700000000000003,10042.023284022034,10019.980485345504,-0.10442684546337129
288,28.8,10042.076287648548,10020.058340010359,-0.050412499739308156
289,28.900000000000002,10042.151299682593,10020.12234416563,0.0062007299103359614
290,29.0,10042.248746600186,10020.17787413039,0.05999516150334455
291,29.1,10042.367325718056,10020.228982573462,0.1083273097408306
292,29.200000000000003,10042.504973891475,10020.278263170734,0.15065906859873024
293,29.3,10042.659458240487,10020.32708417653,0.18750700113527213
294,29.400000000000002,10042.828662299375,10020.375907730657,0.21975199226921605
295,29.5,10043.010709077023,10020.424559474295,0.24833942411769894
296,29.6,10043.203952621494,10020.472430897547,0.27405717853486244
297,29.700000000000003,10043.406936166362,10020.518604819084,0.297521955898547
298,29.8,10043.6183471862,10020.561923573934,0.3192133873354468
299,29.900000000000002,10043.836948726483,10020.60103519,0.33943917187254563
300,30.0,10044.06150250595,10020.634410591088,0.3583378870702674
301,30.1,10044.290682994559,10020.660352887297,0.3758638270072734
302,30.200000000000003,10044.522961855013,10020.677018020362,0.3917148499371105
303,30.3,10044.756486399485,10020.68246981985,0.4053432301033096
304,30.400000000000002,10044.988961774228,10020.674798913438,0.4160336958586191
305,30.5,10045.217581159932,10020.652320135407,0.42258591389506783
306,30.6,10045.439037560394,10020.613862069922,0.42352201127337374
307,30.700000000000003,10045.649698285828,10020.559085238254,0.4173976986486651
308,30.8,10045.846003293429,10020.488677651905,0.40335903258086203
309,30.900000000000002,10046.024930204,10020.40434757982,0.3814716960452959
310,31.0,10046.184352212375,10020.30858602836,0.3527383041034874
311,31.1,10046.323230393533,10020.204278191077,0.31794495719774707
312,31.200000000000003,10046.441548870149,10020.094688691732,0.2739598660661057
313,31.3,10046.540346000216,10019.983708851989,0.22653845219887842
314,31.400000000000002,10046.62199490387,10019.87560182337,0.19052387331823237
315,31.5,10046.69044203121,10019.774544998349,0.15533947280697008
316,31.6,10046.75124968689,10019.684037654903,0.13219476096184518
317,31.700000000000003,10046.810853752528,10019.605822500424,0.12447875534334574
318,31.8,10046.875510998527,10019.539631698133,0.12779342609057026
319,31.900000000000002,10046.950230729075,10019.483475146817,0.13910648722040286
320,32.0,10047.038399987423,10019.434477230072,0.16211359467684597
321,32.1,10047.141758206333,10019.389628956116,0.18964045837665083
322,32.2,10047.260792880194,10019.346331883593,0.22035393590656416
323,32.300000000000004,10047.395158529245,10019.30263405694,0.2521888653090534
324,32.4,10047.543959339506,10019.257264260888,0.2832335781127862
325,32.5,10047.706016724693,10019.209550895597,0.31255694474561
326,32.6,10047.880068265971,10019.159293838837,0.3395789030782354
327,32.7,10048.064875624044,10019.106639011077,0.3640465264869876
328,32.800000000000004,10048.259258528604,10019.051973199019,0.38586661078814277
329,32.9,10048.462106770425,10018.995847394286,0.4050362527633323
330,33.0,10048.672409184734,10018.938929179589,0.4216516566092858
331,33.1,10048.88925473502,10018.881974459046,0.43583514482712676
332,33.2,10049.111819454985,10018.825823904735,0.4476851047073594
333,33.300000000000004,10049.339359173198,10018.771402086955,0.45728439265653675
334,33.4,10049.571192359152,10018.719730153147,0.4646678069737933
335,33.5,10049.806662979054,10018.67195387523,0.4697672765999594
336,33.6,10050.045104967603,10018.629376804607,0.47240842922661
337,33.7,10050.28578114207,10018.593494897992,0.47225530021608475
338,33.800000000000004,10050.527777116931,10018.566004298693,0.468740758551336
339,33.9,10050.769889703328,10018.548773417357,0.4610845160300902
340,34.0,10051.010497788662,10018.543777053832,0.4482920743171003
341,34.1,10051.247452408777,10018.55292869341,0.429290159424363
342,34.2,10051.477999739844,10018.57780075436,0.40305593624424374
343,34.300000000000004,10051.698613521801,10018.619126507629,0.36462340597867066
344,34.4,10051.90500507207,10018.676100085302,0.319369612794654
345,34.5,10052.092817620822,10018.745797938236,0.26228627707081725
346,34.6,10052.258573126017,10018.82272857192,0.20337004609269904
347,34.7,10052.40109686749,10018.899287386837,0.1712409374168301
348,34.800000000000004,10052.522728407032,10018.967504649389,0.13542167784089343
349,34.9,10052.629126101128,10019.020299253321,0.11502628931850677
350,35.0,10052.728124375275,10019.052901174764,0.1487781331837943
351,35.1,10052.827701030368,10019.06413914708,0.1731584698059107
352,35.2,10052.934050527165,10019.055926006438,0.20731573701657824
353,35.300000000000004,10053.050922935432,10019.03162416544,0.24501195781850088
354,35.4,10053.179976077745,10018.994659438222,0.2821679719046779
355,35.5,10053.321439650166,10018.947859883832,0.3167080579901677
356,35.6,10053.474685505496,10018.893289487512,0.34782975777000946
357,35.7,10053.638632789216,10018.832300080232,0.3750315459358905
358,35.800000000000004,10053.811970920819,10018.76565520954,0.3981788182188045
359,35.9,10053.993259878844,10018.693677216159,0.418277702414887
360,36.0,10054.180972426175,10018.616340663224,0.43556993998719096
361,36.1,10054.37349121045,10018.533353879895,0.45021398714842864
362,36.2,10054.56908607326,10018.44422609396,0.46225965917013606
363,36.300000000000004,10054.76588646131,10018.348306967635,0.471665031277898
364,36.4,10054.961818145475,10018.244866371182,0.47817896071945415
365,36.5,10055.15452998825,10018.13320184833,0.48128332572714816
366,36.6,10055.341378077943,10018.012744239564,0.4802920922132251
367,36.7,10055.519436576345,10017.883229606403,0.4743163276164388
368,36.800000000000004,10055.685593952383,10017.74488260538,0.46240349569941197
369,36.9,10055.83672671696,10017.598670623953,0.442902076968283
370,37.0,10055.96989963061,10017.44686416503,0.40675225218682487
371,37.1,10056.082909545845,10017.293639475149,0.3532096034693716
372,37.2,10056.175292067326,10017.144980792646,0.3022139086309041
373,37.300000000000004,10056.249209860256,10017.00737584553,0.27197954148112496
374,37.4,10056.309523137243,10016.885794821168,0.2281185746514114
375,37.5,10056.362880025077,10016.782657748825,0.19578472955763646
376,37.6,10056.416360647576,10016.697622796424,0.1785356486470241
377,37.7,10056.476234370697,10016.628111179027,0.1752888268130074
378,37.800000000000004,10056.546955300373,10016.570079329174,0.18464146459519912
379,37.9,10056.63072375591,10016.518997897861,0.2029148808235722
380,38.0,10056.72797088461,10016.47078008392,0.22619952600206866
381,38.1,10056.838101898822,10016.422185796226,0.25168652882427606
382,38.2,10056.960254566087,10016.370827448674,0.2743702169733353
383,38.300000000000004,10057.093677456109,10016.314990423218,0.3046507159368001
384,38.400000000000006,10057.237341252017,10016.253519726284,0.3304200052715615
385,38.5,10057.390086361142,10016.185707581246,0.3546645294243979
386,38.6,10057.55074534584,10016.111168770618,0.37703118589024837
387,38.7,10057.718178896801,10016.029734334694,0.3973433097278512
388,38.800000000000004,10057.89129458125,10015.94136419604,0.41554742517243753
389,38.900000000000006,10058.069027017957,10015.846083047622,0.43161458945292275
390,39.0,10058.250345008322,10015.74390929913,0.4455981141113284
391,39.1,10058.434222282118,10015.634800571399,0.4575446152926786
392,39.2,10058.619613855011,10015.518636374392,0.46746405197805935
393,39.300000000000004,10058.805399797096,10015.395218508647,0.47524502129190277
394,39.400000000000006,10058.990350054104,10015.264270813863,0.4806905202861436
395,39.5,10059.173073043079,10015.125458401955,0.4834599930575051
396,39.6,10059.351975262316,10014.978428387454,0.48306091563693526
397,39.7,10059.525203326144,10014.822882632207,0.4787749001770996
398,39.800000000000004,10059.690605997695,10014.658676432702,0.46966549543074537
399,39.900000000000006,10059.845617774014,10014.486149939201,0.4519583816014059
400,40.0,10059.987226851305,10014.306698307859,0.4260117788282801
401,40.1,10060.112339663418,10014.123098726159,0.38798942940905834
402,40.2,10060.218442235484,10013.939813880565,0.336221638328098
403,40.300000000000004,10060.304589391115,10013.762880534056,0.286125719421683
404,40.400000000000006,10060.372418507246,10013.598854044854,0.23672085167434115
405,40.5,10060.426625802356,10013.453305918894,0.18558785666221142
406,40.6,10060.474543823373,10013.329577955126,0.14885860521466907
407,40.7,10060.52490830475,10013.228085545607,0.13563135619423222
408,40.800000000000004,10060.586097864776,10013.146322103768,0.15346297372326334
409,40.900000000000006,10060.66404608022,10013.079467368574,0.1772818848618141
410,41.0,10060.76127543957,10013.021923552567,0.21060518157424776
411,41.1,10060.87775875653,10012.968894676522,0.24763773434351805
412,41.2,10061.012112473527,10012.917003990437,0.28435307410192445
413,41.300000000000004,10061.162465924495,10012.864248984857,0.31869354003982314
414,41.400000000000006,10061.32694286018,10012.809705454349,0.34987187219233656
415,41.5,10061.503863897671,10012.753204663417,0.3777713191914562
416,41.6,10061.691801790075,10012.695086614589,0.40257054496246275
417,41.7,10061.889547404448,10012.63604414818,0.42448867522875083
418,41.800000000000004,10062.096060191618,10012.577035411101,0.4437017320986572
419,41.900000000000006,10062.31041469067,10012.51923447695,0.4603024266373661
420,42.0,10062.531736761606,10012.46401148079,0.47424975593703766
421,42.1,10062.759149330446,10012.412935017515,0.48535937585869565
422,42.2,10062.991662351538,10012.367786090561,0.4931570649547886
423,42.300000000000004,10063.228061780215,10012.330562580193,0.4968489073489163
424,42.400000000000006,10063.46678286289,10012.303448745884,0.49526664210937427
425,42.5,10063.705757204378,10012.28871191053,0.48681469165666674
426,42.6,10063.942140006053,10012.288451785535,0.4683928529954695
427,42.7,10064.171852972551,10012.304020950374,0.43102929622566666
428,42.800000000000004,10064.389397145304,10012.33503985836,0.37448889978652
429,42.900000000000006,10064.588595398845,10012.378327122507,0.311660329502487
430,43.0,10064.764680075492,10012.427829267897,0.27786187500899323
