control_step,time_s,north_m,east_m,reward
0,0.0,-0.5294366027228534,0.6554912123829126,0.0
1,0.1,-0.5295510036535578,0.6555323962180044,-0.07293944874756876
2,0.2,-0.5229557929640142,0.6544536540721692,0.008959172420345631
3,0.30000000000000004,-0.5083356413540528,0.6520209376830729,0.03051246112187145
4,0.4,-0.4914844240990437,0.6492609465612432,0.03500786429800641
5,0.5,-0.4709499786537961,0.6459204113826869,0.04400294567980502
6,0.6000000000000001,-0.4344179765429943,0.6396020740303159,0.07861265042888087
7,0.7000000000000001,-0.35971203456635437,0.625104784984425,0.1587936930834711
8,0.8,-0.25854426860723717,0.6055091192296974,0.22087464130722984
9,0.9,-0.1474804895645204,0.5836156973367183,0.24248379496599284
10,1.0,-0.04196952479205583,0.5626824554701966,0.23006000150019412
11,1.1,0.06678597151244288,0.5412548661023988,0.23656921992581567
12,1.2000000000000002,0.1725697700896995,0.520209569036383,0.22979700480760326
13,1.3,0.28306245035012545,0.49734077822357503,0.23991723742247661
14,1.4000000000000001,0.4170848282368182,0.46852456655227953,0.29283530499632743
15,1.5,0.5729791996217791,0.4339987724995799,0.34138992771355775
16,1.6,0.7494471527044084,0.3939053790359089,0.3871362328811633
17,1.7000000000000002,0.9315470307071895,0.35152758277984175,0.39982222526712685
18,1.8,1.0957464448575782,0.31281908084016874,0.3600621078341064
19,1.9000000000000001,1.2590209922770728,0.273825206824777,0.35803131542049405
20,2.0,1.4276883967703746,0.23284246432389885,0.3701360612995188
21,2.1,1.613777283588611,0.18631159937514236,0.4094617559959685
22,2.2,1.8190325367249764,0.1334544980800933,0.4529163441401961
23,2.3000000000000003,2.018186959010955,0.08114543509678149,0.4396407016226648
24,2.4000000000000004,2.211838691360392,0.02961184085237632,0.42744874957999834
25,2.5,2.4018682092083328,-0.02161082350467792,0.4194687220546179
26,2.6,2.596368326604414,-0.07480148636637533,0.42973178733679007
27,2.7,2.8087123353445085,-0.1334751354360672,0.4699181826742443
28,2.8000000000000003,3.0258916484118363,-0.19380629621141715,0.48067210559647483
29,2.9000000000000004,3.2446204979653133,-0.2547742102257662,0.4839532383851628
30,3.0,3.462897250776931,-0.31581819671710065,0.48273204276868925
31,3.1,3.683689669091437,-0.37762258765719686,0.48807828512285045
32,3.2,3.9190012100044584,-0.44295938417296027,0.5199637515926678
33,3.3000000000000003,4.15306990402179,-0.5074847843260573,0.5164094020813335
34,3.4000000000000004,4.384850558182605,-0.5709752731932276,0.5105478862140864
35,3.5,4.614556270731961,-0.6333948372878576,0.5050843987104673
36,3.6,4.849993340628975,-0.6965720570188738,0.5168843358259045
37,3.7,5.100759685444102,-0.7627979319972339,0.5499155094445951
38,3.8000000000000003,5.34524543153276,-0.8265493946539378,0.5347151333865354
39,3.9000000000000004,5.583825884872979,-0.8880602646051523,0.5204524785487901
40,4.0,5.816781338279738,-0.9473505784349899,0.5067686662138193
41,4.1000000000000005,6.054134915431717,-1.0071147513508258,0.5155107681633495
42,4.2,6.307130021506401,-1.0707088802653006,0.5496438298118115
43,4.3,6.55534627811137,-1.1329295151497376,0.5382599129301671
44,4.4,6.798045216105016,-1.1936171256713652,0.5252623542108461
