control_step,time_s,north_m,east_m,reward
0,0.0,0.4932260047644377,0.4581840899772942,0.0
1,0.1,0.49311205209956,0.4582036086256839,-0.07378592860151818
2,0.2,0.49982584684798836,0.45835842661011744,0.0091690532446781
3,0.30000000000000004,0.5146880935214053,0.45866034284687296,0.02817562386552376
4,0.4,0.5318383199496449,0.4590501547474091,0.03381034650379654
5,0.5,0.5525193981098527,0.4595463536730446,0.04261001837738091
6,0.6000000000000001,0.5888298614322387,0.4600281029072895,0.076007827991376
7,0.7000000000000001,0.6638790677272108,0.4592373166015142,0.14509230606901255
8,0.8,0.7642387652508659,0.45827416526335885,0.21151288667285154
9,0.9,0.8732388761512485,0.4567469088827898,0.22954328104576852
10,1.0,0.9761508922092106,0.45515714967684134,0.2161965503675694
11,1.1,1.0824143208936492,0.4537392646763237,0.2213494271488236
12,1.2000000000000002,1.1861118278868228,0.452060222364574,0.21652227507421984
13,1.3,1.2956386236734112,0.4490656144291257,0.22631262873522293
14,1.4000000000000001,1.4286729990809655,0.4439829408034629,0.27953074692338686
15,1.5,1.5830003571460796,0.43675310194053363,0.32496323907031766
16,1.6,1.7575170997592986,0.4272438765157055,0.36770157023165745
17,1.7000000000000002,1.9376893861384357,0.4160536170893695,0.38005248746412235
18,1.8,2.1009235100334105,0.40524123504229503,0.34273134803675626
19,1.9000000000000001,2.2638125985478625,0.3937414844412728,0.342559004380371
20,2.0,2.432425229426712,0.3808525239171876,0.3547442673974829
21,2.1,2.6190823125376714,0.36467117802889315,0.3938966277774267
22,2.2,2.825197931479145,0.34442280711857653,0.43641860693178175
23,2.3000000000000003,3.0247318237265386,0.32324185635039293,0.42242681723904585
24,2.4000000000000004,3.2193424771649384,0.30155447221230414,0.411748852999568
25,2.5,3.411195937496047,0.27918130748574255,0.40576680500517764
26,2.6,3.609158065767205,0.2548553002945366,0.41915648046373866
27,2.7,3.825564415832563,0.22704553183887755,0.45932542348740313
28,2.8000000000000003,4.0459210730183415,0.1979514463688642,0.46778518956193466
29,2.9000000000000004,4.267822488993598,0.1681461848823861,0.47087500579843145
30,3.0,4.489396071358351,0.13789435434028766,0.46989106818190085
31,3.1,4.714270416708941,0.10688285777689452,0.4767093132045427
32,3.2,4.954874774832993,0.0742194037289289,0.5100965843183707
33,3.3000000000000003,5.194113828845316,0.04220126970071642,0.5062542370810155
34,3.4000000000000004,5.430474295268942,0.010966721502903148,0.49914962408681407
35,3.5,5.664343699324563,-0.019401832705269326,0.49280346039290024
36,3.6,5.904122542287754,-0.04951181647265658,0.5043891448425198
37,3.7,6.159997962331871,-0.08006257499680693,0.5376466532859947
38,3.8000000000000003,6.409428342549901,-0.10866574466033646,0.5222239953074403
39,3.9000000000000004,6.6528770149135035,-0.13556227640480362,0.5079009235910646
40,4.0,6.8909425092751375,-0.16071832449209403,0.49479732884428357
