t,N,E,yaw,u,v,r
0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000
0.0500000000000,-0.000118125457407,0.00515155297128,-0.000948915721262,-0.00246027586188,0.103028771217,-0.0189783144252
0.100000000000,-0.000387928023386,0.0168462400617,-0.00304746428238,-0.00610880798371,0.233876211472,-0.0419709712224
0.150000000000,-0.000595519050322,0.0257372174995,-0.00456864561339,-0.00496416888458,0.177798724856,-0.0304236266202
0.200000000000,-0.000723534760283,0.0311472133778,-0.00545574340289,-0.00315058415329,0.108184338929,-0.0177419557898
0.250000000000,-0.00118450557565,0.0502864311813,-0.00846182783586,-0.0124581029080,0.382692639805,-0.0601216886595
0.300000000000,-0.00153999120652,0.0646222838335,-0.0105732845495,-0.0101407997107,0.286625854906,-0.0422291342728
0.350000000000,-0.00185121438962,0.0769108251621,-0.0123071202413,-0.00924864703124,0.245675610654,-0.0346767138351
0.400000000000,-0.00217844930235,0.0895918111222,-0.0140267721272,-0.0101014037831,0.253502971748,-0.0343930377185
0.450000000000,-0.00251495540584,0.102418293173,-0.0156979799339,-0.0107561246124,0.256392388818,-0.0334241561349
0.500000000000,-0.00284088783661,0.114679732776,-0.0172326464888,-0.0107434126639,0.245080052894,-0.0306933310974
0.550000000000,-0.00318026015249,0.127323269398,-0.0187495200785,-0.0115271803970,0.252699032177,-0.0303374717944
0.600000000000,-0.00353161122474,0.140331064667,-0.0202383818069,-0.0122903575114,0.259960422460,-0.0297772345678
0.650000000000,-0.00388011612517,0.153201204558,-0.0216372765234,-0.0125375274152,0.257191743640,-0.0279778943304
0.700000000000,-0.00424651885861,0.166749183225,-0.0230261350533,-0.0135647124848,0.270719022866,-0.0277771705970
0.750000000000,-0.00461388507623,0.180400259650,-0.0243356103690,-0.0139886385946,0.272761903852,-0.0261895063151
0.800000000000,-0.00498983089339,0.194488195590,-0.0255889710960,-0.0147255837019,0.281474096338,-0.0250672145399
0.850000000000,-0.00535720222766,0.208411447402,-0.0267277301713,-0.0147866546810,0.278169221748,-0.0227751815058
0.900000000000,-0.00571969088437,0.222335617898,-0.0277657441596,-0.0149782843884,0.278174800820,-0.0207602797656
0.950000000000,-0.00609279106628,0.236889518061,-0.0287421553536,-0.0158239789607,0.290743335558,-0.0195282238794
1.00000000000,-0.00645010659961,0.251057254577,-0.0295871067331,-0.0155256064989,0.283019307631,-0.0168990275907
1.05000000000,-0.00681943217097,0.265949989427,-0.0303637525711,-0.0164257033546,0.297493155118,-0.0155329167606
1.10000000000,-0.00718225477840,0.280826902264,-0.0310282404791,-0.0164835666331,0.297169921683,-0.0132897581597
1.15000000000,-0.00755879455206,0.296516020299,-0.0316111316550,-0.0174443968068,0.313387580772,-0.0116578235167
1.20000000000,-0.00793843544611,0.312567571131,-0.0320871213245,-0.0178881031518,0.320622176870,-0.00951979339028
1.25000000000,-0.00828829372642,0.327534278573,-0.0324263652121,-0.0166981048144,0.298949939430,-0.00678487775182
1.30000000000,-0.00865432636164,0.343330795730,-0.0326789464232,-0.0176391774233,0.315522476351,-0.00505162422210
1.35000000000,-0.00902086069305,0.359236180970,-0.0328299455620,-0.0177683191866,0.317695668300,-0.00301998277602
1.40000000000,-0.00938861400903,0.375221315875,-0.0328836009368,-0.0178621714237,0.319288043948,-0.00107310749575
1.45000000000,-0.00975837335281,0.391256270228,-0.0328455773731,-0.0179228509440,0.320283256889,0.000760471273525
1.50000000000,-0.0101309527318,0.407310975008,-0.0327230724036,-0.0179529086161,0.320678401927,0.00245009938942
1.55000000000,-0.0105168173747,0.423765085651,-0.0325189220562,-0.0184127256185,0.328657315394,0.00408300694829
1.60000000000,-0.0109143086725,0.440470760505,-0.0322414382840,-0.0187161278232,0.333683585491,0.00554967544467
1.65000000000,-0.0112873952977,0.455881753165,-0.0319336365311,-0.0172988362584,0.307824472083,0.00615603505673
1.70000000000,-0.0116730931830,0.471506608543,-0.0315815026505,-0.0175775988585,0.312097701691,0.00704267761242
1.75000000000,-0.0120895417759,0.488002476454,-0.0311786306910,-0.0186096288354,0.329497369865,0.00805743918973
1.80000000000,-0.0124780901371,0.503035472085,-0.0307957215412,-0.0170248581222,0.300278079763,0.00765818299727
1.85000000000,-0.0128767567212,0.518101254046,-0.0304081231415,-0.0171306767910,0.300933926921,0.00775196799285
1.90000000000,-0.0132933817926,0.533467803340,-0.0300205407837,-0.0175536035739,0.306942399269,0.00775164715583
1.95000000000,-0.0137091973243,0.548440734502,-0.0296617907225,-0.0171938290361,0.299080257274,0.00717500122425
2.00000000000,-0.0141423308858,0.563677478139,-0.0293273237447,-0.0175947233603,0.304349815581,0.00668933955544
2.05000000000,-0.0145794707062,0.578718427637,-0.0290380847759,-0.0174730904401,0.300438333644,0.00578477937729
2.10000000000,-0.0150170525309,0.593474095364,-0.0288034017898,-0.0172470996278,0.294738902638,0.00469365972119
2.15000000000,-0.0154538100975,0.607942434357,-0.0286286059135,-0.0170146078619,0.288998164815,0.00349591752527
2.20000000000,-0.0158951450770,0.622341247493,-0.0285157981799,-0.0170338712336,0.287607520329,0.00225615467361
2.25000000000,-0.0163423332297,0.636749014782,-0.0284691940548,-0.0171425812066,0.287783992106,0.000932082500932
2.30000000000,-0.0167821317699,0.650784651915,-0.0284906829606,-0.0167890169349,0.280348251114,-0.000429778114908
2.35000000000,-0.0172309733758,0.665016859147,-0.0285812793909,-0.0171075520647,0.284271356732,-0.00181192860611
2.40000000000,-0.0176520617108,0.678325615268,-0.0287273154125,-0.0160637368877,0.265823396827,-0.00292072043350
2.45000000000,-0.0180935687096,0.692276033583,-0.0289414138092,-0.0169002115174,0.278636003941,-0.00428196793348
