scenario_id,axis,tier,vehicle_id,controller,seeds,progress_mean_m,success_rate,energy_mean
env-06-combined-wind-current-wave,environment,moderate,vehicle-b-rudder,mpc,1,1.6866114664214047,0,1.1790149675952444
env-06-combined-wind-current-wave,environment,moderate,vehicle-c-azimuth,mpc,1,0.015644831637648515,0,2.150351773322579
sen-01-clear,sensing,simple,vehicle-a-otter,mpc,1,0.00006118669505594809,0,0.021500074061990015
sen-01-clear,sensing,simple,vehicle-b-rudder,mpc,1,0.00000814808186699878,0,0.021500012002038785
sen-01-clear,sensing,simple,vehicle-c-azimuth,mpc,1,-0.000019788213230675922,0,0.021500022582782705
sen-02-dense-fog,sensing,simple,vehicle-a-otter,mpc,1,0.00006118669505594809,0,0.021500074061990015
sen-02-dense-fog,sensing,simple,vehicle-b-rudder,mpc,1,0.00000814808186699878,0,0.021500012002038785
sen-02-dense-fog,sensing,simple,vehicle-c-azimuth,mpc,1,-0.000019788213230675922,0,0.021500022582782705
sen-03-heavy-rain,sensing,moderate,vehicle-a-otter,mpc,1,0.04409038695866485,0,0.4519818299596925
sen-03-heavy-rain,sensing,moderate,vehicle-b-rudder,mpc,1,0.5218157517084698,0,0.6293506826763781
sen-03-heavy-rain,sensing,moderate,vehicle-c-azimuth,mpc,1,-0.0029812879491588617,0,2.15029779295014
sen-04-low-light,sensing,moderate,vehicle-a-otter,mpc,1,1.0720899285849734,0,2.1881515054870713
sen-04-low-light,sensing,moderate,vehicle-b-rudder,mpc,1,1.6866114664214047,0,1.1790149675952444
sen-04-low-light,sensing,moderate,vehicle-c-azimuth,mpc,1,0.015644831637648515,0,2.150351773322579
sen-05-gps-denial,sensing,moderate,vehicle-a-otter,mpc,1,1.0720899285849734,0,2.1881515054870713
sen-05-gps-denial,sensing,moderate,vehicle-b-rudder,mpc,1,1.6866114664214047,0,1.1790149675952444
sen-05-gps-denial,sensing,moderate,vehicle-c-azimuth,mpc,1,0.015644831637648515,0,2.150351773322579
sen-06-sensor-failure,sensing,complex,vehicle-a-otter,mpc,1,1.059583434881545,0,2.1879400553747947
sen-06-sensor-failure,sensing,complex,vehicle-b-rudder,mpc,1,2.52257672829845,0,1.5660449594173798
sen-06-sensor-failure,sensing,complex,vehicle-c-azimuth,mpc,1,0.024211007736055556,0,2.1503784683599716
res-01-limited-battery,resources,simple,vehicle-a-otter,mpc,1,0.00009577967510976393,1,0.021500092581353342
res-01-limited-battery,resources,simple,vehicle-b-rudder,mpc,1,-0.0000013725389971241952,0,0.02150001132598681
res-01-limited-battery,resources,simple,vehicle-c-azimuth,mpc,1,-0.000024730646078108265,0,0.021500023648485887
res-02-high-sensor-power,resources,simple,vehicle-a-otter,mpc,1,0.00007598164398503471,0,0.02150008730797215
res-02-high-sensor-power,resources,simple,vehicle-b-rudder,mpc,1,0.000008051583359591774,0,0.021500011966214993
