run_id,seed,simulator,vehicle,task_id,task_portable,policy_id,algorithm,return,success,episode_length,wall_clock_s,termination_reason,collision_type,host_class
test__test__PPO-deterministic__seed-42000,42000,test,test,common-waypoint-transit-v1,True,PPO-deterministic,PPO,194.2735282322734,True,2242,360.27917587495176,success,none,local
test__test__PPO-deterministic__seed-42001,42001,test,test,common-waypoint-transit-v1,True,PPO-deterministic,PPO,172.96928613721414,True,2770,394.36361029202817,success,none,local
test__test__PPO-deterministic__seed-42002,42002,test,test,common-waypoint-transit-v1,True,PPO-deterministic,PPO,224.1305926796808,True,2700,307.51312283298466,success,none,local
test__test__PPO-deterministic__seed-42003,42003,test,test,common-waypoint-transit-v1,True,PPO-deterministic,PPO,257.01636997260897,True,1872,208.95331349998014,success,none,local
test__test__PPO-deterministic__seed-42004,42004,test,test,common-waypoint-transit-v1,True,PPO-deterministic,PPO,199.63085768502503,True,2258,251.97537883301266,success,none,local
test__test__PPO-deterministic__seed-42005,42005,test,test,common-waypoint-transit-v1,True,PPO-deterministic,PPO,117.4524999673388,True,2730,290.9133698330261,success,none,local
test__test__PPO-deterministic__seed-42006,42006,test,test,common-waypoint-transit-v1,True,PPO-deterministic,PPO,180.5863006945703,True,2542,274.4717789159622,success,none,local
test__test__PPO-deterministic__seed-42007,42007,test,test,common-waypoint-transit-v1,True,PPO-deterministic,PPO,-75.40919631262166,False,1,7.284937791060656,instability,none,local
test__test__PPO-deterministic__seed-42008,42008,test,test,common-waypoint-transit-v1,True,PPO-deterministic,PPO,-704.436552413078,False,3000,324.20036754210014,timeout,none,local
test__test__PPO-deterministic__seed-42009,42009,test,test,common-waypoint-transit-v1,True,PPO-deterministic,PPO,258.2911741904737,True,1570,170.57810070796404,success,none,local
test__test__PPO-deterministic__seed-42010,42010,test,test,common-waypoint-transit-v1,True,PPO-deterministic,PPO,194.845500606057,True,2268,241.99397895904258,success,none,local
test__test__PPO-deterministic__seed-42011,42011,test,test,common-waypoint-transit-v1,True,PPO-deterministic,PPO,183.77417395275143,True,2172,226.7390469169477,success,none,local
test__test__PPO-deterministic__seed-42012,42012,test,test,common-waypoint-transit-v1,True,PPO-deterministic,PPO,-874.6884457057133,False,3000,311.33925208298024,timeout,none,local
