rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,time/time_elapsed,time/fps,time/total_timesteps,train/value_loss,train/clip_range,train/n_updates,train/loss,train/learning_rate,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/clip_fraction,train/std,train/explained_variance
-142.64027769999998,44,1168.67,317,283,593920,2.8698371574282646,0.2,2890,0.3622451424598694,0.0003,-2.45636026263237,-0.0026185498922131956,0.0059461556,0.021435546875,0.825751543045044,0.9668776392936707
-141.42055494,45,1168.67,323,284,595968,13.564009696245193,0.2,2900,2.239161252975464,0.0003,-2.4548365414142608,-0.0033699850551784038,0.006808347,0.05625,0.8258285522460938,0.9010905027389526
-136.54076831999998,46,1168.67,334,281,598016,1.54790950268507,0.2,2910,0.28793075680732727,0.0003,-2.452066922187805,-0.0075102997943758965,0.004307547,0.06875,0.8222173452377319,0.9704985022544861
-136.54076831999998,47,1168.67,337,285,600064,10.711856460571289,0.2,2920,1.9827162027359009,0.0003,-2.442577785253525,-0.003116971638519317,0.004046745,0.039111328125,0.8197901248931885,0.9235166907310486
-136.56374136,48,1167.06,351,279,602112,2.563961108028889,0.2,2930,0.33348649740219116,0.0003,-2.440073961019516,-0.0012014999170787632,0.0029420098,0.008154296875,0.820105791091919,0.991292417049408
-136.56374136,49,1167.06,353,283,604160,17.864137136936186,0.2,2940,4.740420341491699,0.0003,-2.4415890753269194,-0.003274172975216061,0.005787271,0.05478515625,0.8193224668502808,0.9646397233009338
-136.34832562000003,50,1167.06,359,284,606208,3.2497059151530268,0.2,2950,0.5240183472633362,0.0003,-2.4370994687080385,-0.0035891301929950716,0.003845962,0.031591796875,0.8181450963020325,0.9753269553184509
-140.91492193,51,1167.06,370,281,608256,5.830119276046753,0.2,2960,0.529892086982727,0.0003,-2.435747331380844,-0.0018784890067763626,0.005624543,0.02451171875,0.8176535964012146,0.9913938045501709
-138.15933477,52,1167.06,376,283,610304,4.252067667245865,0.2,2970,0.4606240689754486,0.0003,-2.4362633764743804,-0.0043748861877247695,0.004432609,0.029150390625,0.8199431896209717,0.9789374470710754
-135.88893912,53,1167.06,387,280,612352,2.3633492305874824,0.2,2980,0.42944636940956116,0.0003,-2.442644476890564,-0.0023782831151038407,0.003164946,0.016015625,0.8206474781036377,0.9954866170883179
-135.88893912,54,1167.06,389,283,614400,2.9142268002033234,0.2,2990,0.65458744764328,0.0003,-2.4421904921531676,-0.005253383284434676,0.006200844,0.061962890625,0.8219702243804932,0.9967660307884216
-146.16165848,55,1167.06,403,279,616448,2.4522819362580774,0.2,3000,0.16544166207313538,0.0003,-2.4442003190517427,-0.0023604477755725384,0.0065187686,0.028564453125,0.8188000917434692,0.9975987076759338
-146.16165848,56,1167.06,406,282,618496,4.9456320881843565,0.2,3010,0.810113787651062,0.0003,-2.4345627665519713,-0.006839379773009568,0.00791656,0.07763671875,0.8180838823318481,0.9961625337600708
-141.43011111,57,1167.06,412,283,620544,2.319055604934692,0.2,3020,0.5293174982070923,0.0003,-2.4372786223888396,-0.0006015450810082257,0.0024703154,0.0443359375,0.8185792565345764,0.9891510605812073
-151.13892733999998,58,1167.06,423,280,622592,2.0100569181144237,0.2,3030,0.2831172049045563,0.0003,-2.4371496200561524,-0.0038011999800801276,0.0042755897,0.028173828125,0.8190947771072388,0.9972968101501465
-156.78629363,59,1167.06,428,281,624640,1.8352047026157379,0.2,3040,0.37932345271110535,0.0003,-2.4371186971664427,-0.004239917802624405,0.0047231913,0.05166015625,0.8172512054443359,0.995561957359314
-165.39254904999999,60,1167.06,439,279,626688,2.433873265981674,0.2,3050,0.42860788106918335,0.0003,-2.432491052150726,-0.0015221353271044791,0.0026637176,0.00693359375,0.8166559934616089,0.9980586171150208
-159.84582632,61,1164.11,445,280,628736,6.498219430446625,0.2,3060,1.4736714363098145,0.0003,-2.4336664855480192,-0.0020057742251083253,0.0050729257,0.01240234375,0.818388819694519,0.9951731562614441
-154.11491829,62,1162.35,456,278,630784,22.36065011024475,0.2,3070,1.0867804288864136,0.0003,-2.437942463159561,-0.00034895651042461396,0.006417809,0.046435546875,0.8195155262947083,0.9278980493545532
-154.55345547000002,63,1164.78,461,279,632832,40.74485968351364,0.2,3080,10.625287055969238,0.0003,-2.439927190542221,-0.0010286105331033467,0.003530406,0.013525390625,0.8193424940109253,0.9753402471542358
-155.60066585,64,1165.74,467,280,634880,2.560138736665249,0.2,3090,0.27772316336631775,0.0003,-2.437697410583496,-0.004246915166731924,0.00767005,0.056884765625,0.8188831806182861,0.9788137078285217
-160.16130624000002,65,1166.15,475,279,636928,1.2825828097760676,0.2,3100,0.3296384811401367,0.0003,-2.4384206533432007,-0.003600697312504053,0.0047384975,0.039794921875,0.819520115852356,0.9978934526443481
-159.37384818000004,66,1166.15,480,281,638976,3.1229052633047103,0.2,3110,0.9226086139678955,0.0003,-2.4394937336444853,-0.007346095773391426,0.0066202837,0.07275390625,0.8196594715118408,0.9958710670471191
-154.87118078,67,1166.15,492,278,641024,2.860085439682007,0.2,3120,0.6565494537353516,0.0003,-2.438402181863785,-0.0038516710512340067,0.0058827614,0.033251953125,0.8184152841567993,0.9820354580879211
-154.95713938999998,68,1166.15,497,279,643072,1.7523465432226657,0.2,3130,0.1884315311908722,0.0003,-2.437227672338486,-0.005980051099322736,0.0042346087,0.03984375,0.8202996253967285,0.9942442774772644
-150.3968227,69,1163.24,508,277,645120,6.367307117581367,0.2,3140,1.211824893951416,0.0003,-2.4429636776447294,-0.0012065124581567943,0.003108767,0.026171875,0.8216674327850342,0.992029070854187
-147.53217265,70,1163.24,514,278,647168,23.061551588773728,0.2,3150,1.9540293216705322,0.0003,-2.4452673852443696,-0.002109330683015287,0.0026790274,0.02109375,0.8232213258743286,0.9807457327842712
-144.09287275,71,1163.14,522,278,649216,3.0781752705574035,0.2,3160,0.4627789258956909,0.0003,-2.4499769628047945,-0.0025306166731752454,0.002733796,0.024462890625,0.8255560398101807,0.9547304511070251
-135.68419487,72,1159.38,530,277,651264,15.708465361595154,0.2,3170,2.7993719577789307,0.0003,-2.454633665084839,-0.004271791118662804,0.0055064997,0.066943359375,0.8247578144073486,0.9342104196548462
-133.94789484999998,73,1159.38,536,278,653312,14.06388063430786,0.2,3180,2.8611679077148438,0.0003,-2.4492987632751464,-0.004902867088094354,0.008809779,0.094873046875,0.8233336210250854,0.9019543528556824
-131.06597399,74,1157.72,544,278,655360,3.3488221749663354,0.2,3190,0.4148579239845276,0.0003,-2.4483557820320128,-0.0032385417958721518,0.003151117,0.026611328125,0.8237454295158386,0.9834623336791992
-127.74870944000003,75,1154.6,555,276,657408,7.548123121261597,0.2,3200,2.3465659618377686,0.0003,-2.45033238530159,-0.0020377475302666426,0.0048777745,0.03056640625,0.8252822160720825,0.996231198310852
-129.34279954000002,76,1154.6,561,277,659456,7.235853785276413,0.2,3210,2.502981185913086,0.0003,-2.4520993292331696,-0.0023144799401052297,0.0036817007,0.021435546875,0.8237314224243164,0.9893710613250732
-122.90091555999999,77,1151.17,569,276,661504,1.6019858047366142,0.2,3220,0.39616358280181885,0.0003,-2.4483301103115083,-0.004144241008907557,0.0074512125,0.055126953125,0.8246167898178101,0.9895604252815247
-125.47114314999999,78,1149.06,578,276,663552,5.975506514310837,0.2,3230,0.9247508645057678,0.0003,-2.4507139146327974,-0.003315947245573625,0.005947051,0.039013671875,0.8243811130523682,0.9957301020622253
-120.87672621000002,79,1147.29,589,274,665600,5.211647686362267,0.2,3240,1.6737314462661743,0.0003,-2.449343132972717,-0.003601504443213344,0.005369453,0.0373046875,0.824065625667572,0.9936624765396118
-118.25652792000002,80,1145.12,594,275,667648,5.342203670740128,0.2,3250,0.7286106944084167,0.0003,-2.4487285792827604,-0.005382458074018359,0.007803947,0.057421875,0.8234671354293823,0.9914339184761047
-118.25652792000002,81,1145.12,597,277,669696,3.3830668553709984,0.2,3260,1.8344627618789673,0.0003,-2.440489709377289,-0.00107406695606187,0.0057696374,0.031005859375,0.8153563737869263,0.9507520198822021
-117.89459095000001,82,1147.65,611,274,671744,29.334105527400972,0.2,3270,2.325901508331299,0.0003,-2.4233683228492735,-0.0031307138269767165,0.0049391845,0.066064453125,0.8133026957511902,0.8662256598472595
-117.89459095000001,83,1147.65,614,276,673792,4.504060573875904,0.2,3280,0.6365126967430115,0.0003,-2.42426775097847,-0.005594605254009366,0.0037780078,0.037109375,0.8142762780189514,0.9746142625808716
-126.77561728000002,84,1151.88,628,273,675840,2.5490124791860582,0.2,3290,0.36114412546157837,0.0003,-2.4279772996902467,-0.0017324169049970806,0.0054806992,0.042236328125,0.8152291774749756,0.9814554452896118
-126.77561728000002,85,1151.88,630,275,677888,4.336723789572716,0.2,3300,0.7045996785163879,0.0003,-2.4278508603572844,-0.007783706637565046,0.0059738173,0.107421875,0.8147116899490356,0.9947770833969116
-130.35055524,86,1159.18,642,274,679936,0.7129928451031446,0.2,3310,0.12275917828083038,0.0003,-2.424975109100342,-0.004926312959287316,0.01408424,0.073876953125,0.8121090531349182,0.9867585301399231
-130.43915727,87,1159.18,647,275,681984,3.1315321177244186,0.2,3320,0.7190335392951965,0.0003,-2.4190461933612823,-0.0002845247625373304,0.005172406,0.096240234375,0.8115020990371704,0.9935954213142395
-130.43915727,88,1159.18,650,277,684032,1.3730896830558776,0.2,3330,0.4735533595085144,0.0003,-2.4178795397281645,-0.002731286856578663,0.0046981247,0.018603515625,0.8100348114967346,0.9914017915725708
-135.94997657000002,89,1162.13,664,274,686080,1.445629733800888,0.2,3340,0.19286374747753143,0.0003,-2.4134767591953277,-0.00612955818651244,0.0072727147,0.061865234375,0.8086286783218384,0.9972937107086182
-135.94997657000002,90,1162.13,667,276,688128,2.5402581244707108,0.2,3350,0.5332962274551392,0.0003,-2.412323546409607,-0.004334866144927218,0.005541915,0.036376953125,0.8094164133071899,0.9965218305587769
-140.31936163,91,1165.64,678,274,690176,4.822656366229057,0.2,3360,0.8238182663917542,0.0003,-2.4162869572639467,-0.004270253714639694,0.004796304,0.046826171875,0.8116115927696228,0.9741875529289246
-140.12396541000004,92,1165.64,684,275,692224,2.613247847557068,0.2,3370,0.523510217666626,0.0003,-2.415477615594864,-0.005947822239249945,0.005469179,0.054248046875,0.8056391477584839,0.9963520169258118
-139.66947517,93,1165.64,695,273,694272,2.4388025656342505,0.2,3380,0.5070711374282837,0.0003,-2.3998645544052124,-0.00242374261142686,0.0056568673,0.06513671875,0.8035119771957397,0.9776713252067566
-141.21784689999998,94,1165.64,700,274,696320,8.37870478630066,0.2,3390,4.1815667152404785,0.0003,-2.400578051805496,-0.0032008823240175844,0.0057681464,0.044677734375,0.8040684461593628,0.9794386029243469
-138.75000846999998,95,1163.1,706,275,698368,1.946358060836792,0.2,3400,0.35284748673439026,0.0003,-2.4012762784957884,-0.003552189189940691,0.0050889943,0.046826171875,0.8046485185623169,0.9919988512992859
-145.16415863,96,1163.1,717,274,700416,15.752326047420501,0.2,3410,2.375178337097168,0.0003,-2.4035481035709383,-0.002512593800202012,0.0039409176,0.0228515625,0.8051424026489258,0.9827963709831238
-142.51391531000002,97,1160.11,722,274,702464,1.5076217457652092,0.2,3420,0.38950663805007935,0.0003,-2.4024424254894257,-0.005646372004412115,0.008454989,0.039794921875,0.8035598993301392,0.9975379109382629
-145.47000844000002,98,1160.11,731,274,704512,7.428771705925465,0.2,3430,0.4515332579612732,0.0003,-2.3976724982261657,-0.0028084872174076736,0.0052651083,0.060498046875,0.8016353845596313,0.9602773785591125
-147.33136892000002,99,1161.33,739,274,706560,6.194831937551498,0.2,3440,1.243944764137268,0.0003,-2.3938227534294128,-0.0016819178941659628,0.004234878,0.01435546875,0.8012798428535461,0.9845554828643799
-141.57999532,100,1154.88,747,273,708608,6.56793837249279,0.2,3450,0.796269416809082,0.0003,-2.3957499146461485,-0.006867686309851706,0.005353031,0.037255859375,0.8032364845275879,0.9499678611755371
-143.51644412,101,1156.5,753,274,710656,22.919329345226288,0.2,3460,2.9001927375793457,0.0003,-2.4012435972690582,-0.00186071062926203,0.0037970678,0.01357421875,0.8045741319656372,0.8153501152992249
-150.34534459999998,102,1156.5,764,273,712704,1.8043441496789456,0.2,3470,0.18017275631427765,0.0003,-2.4018167674541475,-0.004608182550873608,0.005980249,0.0673828125,0.8035428524017334,0.9968058466911316
-150.84672968,103,1156.5,770,273,714752,8.643235972523689,0.2,3480,1.5988850593566895,0.0003,-2.3982515037059784,-0.0018744775094091891,0.0036273312,0.02373046875,0.8029195666313171,0.9715187549591064
-142.11501612,104,1153.49,778,273,716800,1.4879772067070007,0.2,3490,0.28377586603164673,0.0003,-2.3972245156764984,-0.002773852925747633,0.005885194,0.031640625,0.8022295236587524,0.9950413107872009
-142.14441876,105,1152.15,786,273,718848,13.788351136446,0.2,3500,1.473372459411621,0.0003,-2.395799481868744,-0.0031124273722525687,0.0033812188,0.016064453125,0.8026413917541504,0.9656891226768494
-143.3172356,106,1152.15,792,273,720896,3.0590773299336433,0.2,3510,0.9085403680801392,0.0003,-2.398184072971344,-0.003383655857760459,0.006134739,0.075,0.8031277656555176,0.9886866807937622
-135.07843165,107,1152.15,803,272,722944,1.0770358875393868,0.2,3520,0.2259293794631958,0.0003,-2.400144076347351,-0.003967814636416734,0.006883541,0.0708984375,0.8059671521186829,0.9920270442962646
-134.91163666,108,1152.15,809,273,724992,1.4415477201342584,0.2,3530,0.3199283182621002,0.0003,-2.4073333621025084,-0.00496917157433927,0.0058279857,0.060205078125,0.8071730732917786,0.9918032288551331
-127.66422975000002,109,1149.58,820,272,727040,1.6207459464669227,0.2,3540,0.23965051770210266,0.0003,-2.4127981424331666,-0.005298793909605593,0.0071989475,0.08134765625,0.8135327696800232,0.9794698357582092
-127.66422975000002,110,1149.58,823,273,729088,13.760969614982605,0.2,3550,2.417512893676758,0.0003,-2.4287446677684783,-0.002394731086678803,0.003113521,0.051220703125,0.8163188099861145,0.9459815621376038
-112.75530743000002,111,1147.62,834,272,731136,2.146143689751625,0.2,3560,0.6544179320335388,0.0003,-2.428909695148468,-0.005525650538038463,0.006985808,0.06728515625,0.8149005770683289,0.9880322217941284
-112.71265653,112,1147.62,839,273,733184,6.330702468752861,0.2,3570,1.3356256484985352,0.0003,-2.4279639601707457,-0.005865544592961669,0.006109407,0.061669921875,0.8168845176696777,0.9816279411315918
-105.48933307000001,113,1141.99,850,271,735232,6.72286671847105,0.2,3580,0.30135321617126465,0.0003,-2.432162141799927,-0.004038713173940778,0.0037779203,0.028564453125,0.8160403966903687,0.901030421257019
-98.19374531,114,1141.99,856,272,737280,9.365975171327591,0.2,3590,1.2854646444320679,0.0003,-2.4273358404636385,-0.003518877911847085,0.005474386,0.038037109375,0.8132483959197998,0.9757938385009766
-92.38640297999999,115,1141.99,861,273,739328,1.8634868294000626,0.2,3600,0.45808011293411255,0.0003,-2.4208067536354063,-0.005081879114732147,0.005418783,0.045361328125,0.8109502792358398,0.9752819538116455
-90.87702706,116,1141.99,872,272,741376,2.231679904460907,0.2,3610,0.4302782118320465,0.0003,-2.4144477427005766,-0.0042401671526022255,0.0058266334,0.037353515625,0.8091199398040771,0.9967444539070129
-90.87702706,117,1141.99,875,273,743424,1.7663743659853934,0.2,3620,0.44219544529914856,0.0003,-2.4130956828594208,-0.004100828582886606,0.019622438,0.06796875,0.8096699714660645,0.9973437786102295
-101.54012128000001,118,1146.7,889,271,745472,6.346316832304001,0.2,3630,1.0706299543380737,0.0003,-2.4139001786708834,-0.0008655217592604458,0.008344777,0.09072265625,0.8086976408958435,0.9921523928642273
-99.77331878000001,119,1144.32,895,272,747520,2.2535957276821135,0.2,3640,0.8229150176048279,0.0003,-2.412214457988739,-0.004773556091822684,0.007748967,0.06953125,0.8097250461578369,0.9989768266677856
-93.49894541999998,120,1141.26,903,271,749568,10.950911992788315,0.2,3650,2.445803165435791,0.0003,-2.418974494934082,-0.00034646691055968405,0.0051936544,0.0353515625,0.8138269186019897,0.8815405368804932
-88.53271211999999,121,1141.26,909,272,751616,16.02172580957413,0.2,3660,3.5006422996520996,0.0003,-2.426590621471405,-0.0018548090825788676,0.0022892472,0.035009765625,0.8146514892578125,0.9750698208808899
-85.71674863999999,122,1141.26,917,272,753664,1.8986190557479858,0.2,3670,0.38080084323883057,0.0003,-2.426382678747177,-0.007489939394872636,0.0070135277,0.074951171875,0.8140156269073486,0.9884657263755798
-87.13566904,123,1141.26,925,272,755712,10.001164364814759,0.2,3680,0.707847535610199,0.0003,-2.425487869977951,-0.002495581714902073,0.001739966,0.014697265625,0.8142638802528381,0.9546138644218445
,,,,,,1.9921869903802871,0.2,3690,0.569107174873352,0.0003,-2.4254744827747343,-0.0025348564842715858,0.0074881553,0.030712890625,0.8134183883666992,0.995823323726654
