time/fps,time/time_elapsed,rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,time/total_timesteps,train/clip_range,train/value_loss,train/n_updates,train/explained_variance,train/learning_rate,train/std,train/entropy_loss,train/clip_fraction,train/approx_kl,train/loss,train/policy_gradient_loss
16,123,230.14080080999997,1,391.03,935936,,,,,,,,,,,
16,254,232.35468247999998,2,382.46,937984,0.2,3.4566704124212264,4570,0.9557779431343079,0.0003,0.6375841498374939,-1.8567562699317932,0.218896484375,0.009242444,0.7338622212409973,0.008235059794969857
15,386,232.60674832999996,3,383.42,940032,0.2,6.097769331932068,4580,0.9643895626068115,0.0003,0.6366004347801208,-1.8569821834564209,0.071240234375,0.007174745,2.139248847961426,-0.0010157084790989757
15,534,233.34994229999995,4,384.87,942080,0.2,4.644492137432098,4590,0.9658818244934082,0.0003,0.6354677677154541,-1.8520478814840318,0.112939453125,0.009779988,1.344563603401184,-0.004284337745048106
15,662,233.10833211999997,5,388.68,944128,0.2,20.217403054237366,4600,0.9126315116882324,0.0003,0.6376606822013855,-1.8503439664840697,0.067529296875,0.0051293867,6.347530841827393,-0.003414516078191809
15,802,233.41389655000003,6,388.8,946176,0.2,18.34170994758606,4610,0.9044839143753052,0.0003,0.6362518072128296,-1.8536779701709747,0.055322265625,0.0053281733,9.557984352111816,-0.006676179263740778
15,940,233.97410691000002,7,387.53,948224,0.2,3.58406580388546,4620,0.9798688888549805,0.0003,0.6351081728935242,-1.8485242396593093,0.050732421875,0.0065718493,1.156839370727539,-0.002776324992009904
15,1060,234.82218984000002,8,382.67,950272,0.2,27.332074427604674,4630,0.932458221912384,0.0003,0.6344997882843018,-1.8478481322526932,0.064599609375,0.004014468,18.74141502380371,-0.0031193414120934903
,,,,,,0.2,46.722960758209226,4640,0.883884072303772,0.0003,0.6344565153121948,-1.8475715309381484,0.0494140625,0.0049654124,13.511433601379395,-0.003966177662368864
