time/total_timesteps,time/time_elapsed,time/fps,time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,train/policy_gradient_loss,train/approx_kl,train/value_loss,train/entropy_loss,train/learning_rate,train/loss,train/clip_fraction,train/explained_variance,train/std,train/clip_range,train/n_updates
575488,128,15,1,226.31373158000002,376.6,,,,,,,,,,,
577536,259,15,2,229.89164028,367.89,-0.003876191220479086,0.009081675,4.27803835272789,-2.173886942863464,0.0003,1.210339903831482,0.1162109375,0.9588954448699951,0.7216360569000244,0.2,2810
579584,384,15,3,229.45651343999998,367.18,0.003746755950851366,0.0048888,46.167427110671994,-2.1674777209758758,0.0003,18.400476455688477,0.211181640625,0.7406145334243774,0.7207233905792236,0.2,2820
581632,528,15,4,229.47681034999997,367.97,-0.009664200284169056,0.01112358,40.270396089553834,-2.1663629353046416,0.0003,11.341155052185059,0.1712890625,0.7343576550483704,0.7207205295562744,0.2,2830
583680,662,15,5,229.31926055,367.47,-0.005063940412946976,0.006209329,33.72561786174774,-2.1658854246139527,0.0003,15.65333366394043,0.069091796875,0.7210548520088196,0.7202619314193726,0.2,2840
585728,797,15,6,229.95582874000004,362.07,-0.0044726709136739375,0.009939503,8.196432149410247,-2.161981153488159,0.0003,2.6068673133850098,0.12021484375,0.8942994475364685,0.7175807952880859,0.2,2850
587776,924,15,7,236.30708832,353.68,-0.0022341527364915237,0.004807218,32.05651903152466,-2.156602311134338,0.0003,12.951739311218262,0.03154296875,0.7853662371635437,0.7183758020401001,0.2,2860
589824,1064,15,8,236.13543313000002,353.63,-0.004695814373553731,0.005793754,19.599669170379638,-2.1606953859329225,0.0003,5.432676792144775,0.072705078125,0.798688530921936,0.720382571220398,0.2,2870
,,,,,,-0.0038921894680242985,0.0033545457,30.877347946166992,-2.1634155988693236,0.0003,8.10727596282959,0.03251953125,0.8555956482887268,0.720553994178772,0.2,2880
