t,N,E,yaw,u,v,r
0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000
0.0500000000000,0.00298140495195,7.75433072360e-15,-3.55271367880e-15,0.0596280990390,1.55298456035e-13,-7.10542735760e-14
0.100000000000,0.0100882946819,2.15275586062e-14,-9.45397606354e-15,0.142137794598,2.76808324959e-13,-1.18025247695e-13
0.150000000000,0.0199163555568,3.29369385362e-14,-1.36203105532e-14,0.196561217499,2.30864823425e-13,-8.33266897926e-14
0.200000000000,0.0322367866318,4.21163739986e-14,-1.62266714227e-14,0.246408621500,1.87587100984e-13,-5.21272173898e-14
0.250000000000,0.0413107916455,4.73807764795e-14,-1.73870579770e-14,0.181480100274,1.08443454644e-13,-2.32077310859e-14
0.300000000000,0.0465466763241,5.01075988599e-14,-1.79663047724e-14,0.104717693573,5.64178376059e-14,-1.15849359091e-14
0.350000000000,0.0672559629217,5.82213434972e-14,-1.93178806285e-14,0.414185731951,1.70276083274e-13,-2.70315171213e-14
0.400000000000,0.0913230139023,6.21536833993e-14,-1.89913444448e-14,0.481341019612,8.77881111414e-14,6.53072367426e-15
0.450000000000,0.112796137065,6.44839984900e-14,-1.85429902725e-14,0.429462463259,5.45698200919e-14,8.96708344500e-15
0.500000000000,0.135528788159,6.61366664030e-14,-1.82120114196e-14,0.454653021868,4.13335042864e-14,6.61957705759e-15
0.550000000000,0.159118146269,6.72522573919e-14,-1.77724501782e-14,0.471787162199,3.06966336129e-14,8.79122482871e-15
0.600000000000,0.183942599456,6.79833560234e-14,-1.73283609683e-14,0.496489063750,2.32253143424e-14,8.88178419700e-15
0.650000000000,0.209911435659,6.84318699734e-14,-1.64448953321e-14,0.519376724067,1.75113748663e-14,1.76693127250e-14
0.700000000000,0.236430256567,6.86841676063e-14,-1.55474761605e-14,0.530376418145,1.32919673742e-14,1.79483834313e-14
0.750000000000,0.263354535875,6.88232686852e-14,-1.48947520984e-14,0.538485586177,1.08026308924e-14,1.30544812433e-14
0.800000000000,0.291170177380,6.89251151478e-14,-1.37934108579e-14,0.556312830090,9.71038068330e-15,2.20268248086e-14
0.850000000000,0.319532609674,6.90483869500e-14,-1.27808874595e-14,0.567248645871,9.71537714966e-15,2.02504679692e-14
0.900000000000,0.348664885973,6.92414783521e-14,-1.19994717111e-14,0.582645525989,1.08532665486e-14,1.56283149687e-14
0.950000000000,0.378548564413,6.95393071577e-14,-1.12064552649e-14,0.597673568803,1.26543782240e-14,1.58603289232e-14
1.00000000000,0.408830166543,6.99662157320e-14,-1.06445464688e-14,0.605632042606,1.49848499053e-14,1.12381759227e-14
1.05000000000,0.438509775840,7.05218780985e-14,-1.04360964315e-14,0.593592185937,1.73080326230e-14,4.16900074553e-15
1.10000000000,0.467958433426,7.12083651306e-14,-1.00007148532e-14,0.588973151707,1.96198931885e-14,8.70763156568e-15
1.15000000000,0.498263051303,7.20536036489e-14,-9.33475519105e-15,0.606092357553,2.25624941467e-14,1.33191932429e-14
1.20000000000,0.530812077875,7.31080099965e-14,-8.98540501263e-15,0.650980531433,2.69374506827e-14,6.98700356831e-15
1.25000000000,0.562750705428,7.42684819687e-14,-8.51028649261e-15,0.638772551064,2.86455768583e-14,9.50237040052e-15
1.30000000000,0.594347980793,7.55206318023e-14,-8.34055047250e-15,0.631945507298,3.03137700702e-14,3.39472040221e-15
1.35000000000,0.626253435779,7.68567993998e-14,-8.43769498715e-15,0.638109099715,3.21075219023e-14,-1.94289029309e-15
1.40000000000,0.656940929925,7.81795996210e-14,-8.55500157089e-15,0.613749882928,3.17066356360e-14,-2.34613167468e-15
1.45000000000,0.688605498830,7.95523693655e-14,-8.20658733713e-15,0.633291378091,3.26525558941e-14,6.96828467516e-15
1.50000000000,0.722171547612,8.09794131812e-14,-7.77156117238e-15,0.671320975646,3.37580883424e-14,8.70052329502e-15
1.55000000000,0.754584305937,8.22922654006e-14,-7.41964142117e-15,0.648255166494,3.10668652739e-14,7.03839502404e-15
1.60000000000,0.786485306635,8.34946427712e-14,-6.77889117389e-15,0.638020013970,2.83726156535e-14,1.28150049457e-14
1.65000000000,0.819966582665,8.46324335294e-14,-6.33053700164e-15,0.669625520590,2.69949042994e-14,8.96708344500e-15
1.70000000000,0.853826870953,8.56220335618e-14,-5.99955814876e-15,0.677205765762,2.38549360190e-14,6.61957705759e-15
1.75000000000,0.887689655518,8.64283654648e-14,-5.24025267623e-15,0.677255691291,1.96756290083e-14,1.51861094506e-14
1.80000000000,0.924134182747,8.70799044804e-14,-4.30766533555e-15,0.728890544582,1.61705968439e-14,1.86517468137e-14
1.85000000000,0.958920632895,8.74835208047e-14,-3.76264675982e-15,0.695729002976,1.06901089651e-14,1.09003715145e-14
1.90000000000,0.993723433508,8.76680719457e-14,-3.09917576236e-15,0.696056012261,5.84822274136e-15,1.32694199492e-14
1.95000000000,1.02913038500,8.76365528642e-14,-2.22044604925e-15,0.708139029912,9.42002882797e-16,1.75745942622e-14
2.00000000000,1.06420447452,8.73921309805e-14,-1.56790680212e-15,0.701481790288,-3.78857960411e-15,1.30507849425e-14
2.05000000000,1.10229733151,8.69027649373e-14,-8.78729713108e-16,0.761857139860,-9.11785435774e-15,1.37835417803e-14
2.10000000000,1.13960151949,8.62158878918e-14,1.32372745243e-16,0.746083759489,-1.38363020667e-14,2.02220491670e-14
2.15000000000,1.17588282235,8.53731911828e-14,7.74979209346e-16,0.725626057216,-1.74162792864e-14,1.28521292820e-14
2.20000000000,1.21439063106,8.43269558703e-14,1.11494737792e-15,0.770156174264,-2.17833898569e-14,6.79936337151e-15
2.25000000000,1.25320603485,8.31431012309e-14,1.68492670796e-15,0.776308075741,-2.49851149997e-14,1.13995866008e-14
