rollout/ep_rew_mean,time/time_elapsed,time/iterations,rollout/ep_len_mean,time/total_timesteps,time/fps,train/clip_range,train/loss,train/n_updates,train/entropy_loss,train/learning_rate,train/clip_fraction,train/approx_kl,train/policy_gradient_loss,train/std,train/explained_variance,train/value_loss
234.03427180000003,124,1,350.99,903168,16,,,,,,,,,,,
234.14734933,262,2,351.85,905216,15,0.2,0.3225298225879669,4410,-1.8642785608768464,0.0003,0.12646484375,0.016558241,-0.0028501332708401605,0.6409534215927124,0.9911342859268188,0.9096103996038437
233.88022046999998,388,3,353.57,907264,15,0.2,1.2587565183639526,4420,-1.8661772191524506,0.0003,0.277001953125,0.007927757,0.003350633505033329,0.6417456865310669,0.9531172513961792,6.369462096691132
232.77590159,518,4,360.34,909312,15,0.2,20.642337799072266,4430,-1.8634736567735672,0.0003,0.0388671875,0.003911243,-0.002301218103093561,0.641018807888031,0.8032599687576294,78.3178617477417
232.85290424000002,642,5,357.46,911360,15,0.2,22.83673095703125,4440,-1.863398152589798,0.0003,0.009326171875,0.003188251,-0.0026230704563204197,0.6412371397018433,0.7824981808662415,61.636938381195066
231.53041000000002,755,6,363.51,913408,16,0.2,14.180546760559082,4450,-1.8634956359863282,0.0003,0.035693359375,0.005355167,-0.005080083897337317,0.6402077078819275,0.950229823589325,40.29632377624512
226.10503041999996,885,7,380.42,915456,16,0.2,24.43948745727539,4460,-1.8591742753982543,0.0003,0.08330078125,0.008423759,-0.006262609252007678,0.6384720802307129,0.921688973903656,54.17666215896607
225.74214629000002,1008,8,383.45,917504,16,0.2,47.371803283691406,4470,-1.8542958885431289,0.0003,0.034375,0.0031345193,-0.0015852665004786105,0.6373767852783203,0.7584810256958008,90.09230527877807
,,,,,,0.2,30.622713088989258,4480,-1.8518902480602264,0.0003,0.032421875,0.0066998093,-0.0016355663770809769,0.6383937001228333,0.7577996850013733,88.73217687606811
