time/iterations,time/total_timesteps,time/time_elapsed,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,train/n_updates,train/policy_gradient_loss,train/std,train/approx_kl,train/value_loss,train/clip_range,train/loss,train/learning_rate,train/explained_variance,train/entropy_loss,train/clip_fraction
1,296960,117,17,-318.53661904999996,931.92,,,,,,,,,,,
2,299008,232,17,-318.01225148,928.76,1450,-0.005061508728249464,0.8791631460189819,0.0063994643,50.24477324485779,0.2,17.424192428588867,0.0003,0.5567457675933838,-2.5826860904693603,0.054736328125
3,301056,348,17,-321.16933147,934.01,1460,-0.006153910106513649,0.878192663192749,0.0053013545,39.63140444755554,0.2,12.763936996459961,0.0003,0.9155759811401367,-2.577997142076492,0.0580078125
4,303104,463,17,-313.05111745,934.03,1470,-0.004314318421529606,0.8776406049728394,0.0056830645,31.359358024597167,0.2,11.670636177062988,0.0003,0.9555346369743347,-2.5770634353160857,0.0380859375
5,305152,588,17,-287.23657794,920.06,1480,-0.003245429671369493,0.8767122030258179,0.0065461937,50.14399518966675,0.2,16.23619842529297,0.0003,0.9335163235664368,-2.5750952541828154,0.05283203125
6,307200,709,17,-270.66064812,905.73,1490,-0.003731082542799413,0.8749563694000244,0.006749054,105.7404998779297,0.2,37.181087493896484,0.0003,0.8896099925041199,-2.5725667417049407,0.0328125
7,309248,833,17,-261.03549678,899.3,1500,-0.004592711350414902,0.874212384223938,0.004669291,72.1083706855774,0.2,29.62401008605957,0.0003,0.8311445713043213,-2.569071900844574,0.034521484375
8,311296,952,17,-237.48256611999997,884.72,1510,-0.0025273775769164785,0.8727104067802429,0.0043469993,78.19343671798705,0.2,47.44370651245117,0.0003,0.9130449295043945,-2.5668172776699065,0.023828125
,,,,,,1520,-0.0036095103016123174,0.8711528182029724,0.0059255385,84.8311038017273,0.2,39.64864730834961,0.0003,0.943354070186615,-2.5632116973400114,0.054296875
