time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean,time/fps,train/n_updates,train/std,train/explained_variance,train/loss,train/clip_range,train/policy_gradient_loss,train/value_loss,train/clip_fraction,train/approx_kl,train/entropy_loss,train/learning_rate
83968,107,1200.0,1,-243.81745053333336,19,,,,,,,,,,,
86016,210,1200.0,2,-243.81745053333336,19,410,0.9219731092453003,0.5476751327514648,1.8200780153274536,0.2,-0.0034049007517751306,4.4857507884502414,0.09736328125,0.00788715,-2.6805215179920197,0.0003
88064,333,1197.875,3,-238.42526910937502,18,420,0.9205050468444824,-0.9148639440536499,4.318854808807373,0.2,0.0015254893456585704,26.696281456947325,0.048681640625,0.001455015,-2.672651934623718,0.0003
90112,447,1197.875,4,-238.42526910937502,18,430,0.9202170372009277,-0.31313204765319824,51.3327522277832,0.2,-0.00020204400061629713,76.57116894721985,0.000830078125,0.001876572,-2.671685391664505,0.0003
92160,567,1192.5735294117646,5,-226.18880329411763,18,440,0.916091799736023,0.20840144157409668,1.4511325359344482,0.2,-0.0059911387332249435,4.123480969667435,0.035107421875,0.0051379986,-2.6683697760105134,0.0003
94208,671,1192.5735294117646,6,-226.18880329411763,18,450,0.9147700071334839,0.18233740329742432,57.31303024291992,0.2,-0.0012993828684557229,122.88763380050659,0.001953125,0.0019079773,-2.6596453189849854,0.0003
96256,791,1177.6944444444443,7,-211.89879323611115,18,460,0.9159187078475952,0.8124321699142456,2.1301794052124023,0.2,-0.005171685814275406,6.159109032154083,0.02998046875,0.003366217,-2.660484993457794,0.0003
98304,900,1172.958904109589,8,-206.95461120547947,18,470,0.9154019355773926,0.5013697147369385,66.87855529785156,0.2,-0.0022729295189492403,109.20089359283448,0.0173828125,0.005236063,-2.6618329524993896,0.0003
,,,,,,480,0.9167742729187012,0.13994568586349487,27.722949981689453,0.2,-0.0021232908067759125,49.603455209732054,0.02216796875,0.0043603163,-2.661751025915146,0.0003
