time/fps,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/iterations,train/learning_rate,train/clip_range,train/clip_fraction,train/approx_kl,train/loss,train/value_loss,train/n_updates,train/std,train/explained_variance,train/entropy_loss,train/policy_gradient_loss
16,608256,241.63866899,123,333.68,1,,,,,,,,,,,
16,610304,241.63985132999997,255,333.3,2,0.0003,0.2,0.103271484375,0.018987522,0.5984641909599304,1.7363781481981277,2970,0.7059051990509033,0.9771483540534973,-2.126791888475418,-0.0016957182611804455
16,612352,241.74435860999998,382,334.01,3,0.0003,0.2,0.114404296875,0.004688477,3.94256591796875,14.54232566356659,2980,0.7061787843704224,0.9013245701789856,-2.1194456219673157,-0.002476241427939385
15,614400,241.98790763000005,528,332.29,4,0.0003,0.2,0.077978515625,0.009505243,7.416199207305908,20.600562953948973,2990,0.7047119140625,0.8046863675117493,-2.120372015237808,-0.008119811792857945
15,616448,242.34819036000002,656,330.6,5,0.0003,0.2,0.049609375,0.004663379,9.80557918548584,21.980381464958192,3000,0.7038975954055786,0.839271068572998,-2.114660179615021,-0.0015096369024831802
15,618496,241.98390412999993,789,331.23,6,0.0003,0.2,0.03408203125,0.0060504754,13.836181640625,31.001706504821776,3010,0.7041826844215393,0.7247534990310669,-2.1144361913204195,-0.004843018791871145
15,620544,241.78595695,931,331.3,7,0.0003,0.2,0.096826171875,0.0046459557,3.3053505420684814,11.249986732006073,3020,0.7003836631774902,0.8745830655097961,-2.109007126092911,-0.006118848628830165
15,622592,241.39092374000003,1063,331.88,8,0.0003,0.2,0.061279296875,0.006989703,2.4480783939361572,6.825348770618438,3030,0.6996846795082092,0.9484747052192688,-2.1015795707702636,-0.006675268383696675
,,,,,,0.0003,0.2,0.09384765625,0.0074926894,12.212728500366211,35.005674314498904,3040,0.6999920010566711,0.7219088077545166,-2.100654798746109,-0.004234025452751667
