rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,time/fps,time/iterations,rollout/ep_rew_mean,train/loss,train/value_loss,train/n_updates,train/clip_fraction,train/std,train/approx_kl,train/entropy_loss,train/clip_range,train/learning_rate,train/explained_variance,train/policy_gradient_loss
446.06,395264,128,15,1,206.49796402,,,,,,,,,,,
444.63,397312,250,16,2,206.61667963,3.7544913291931152,12.06568009853363,1930,0.089892578125,0.8198174834251404,0.0065916525,-2.4370202302932737,0.2,0.0003,0.9198611974716187,-0.002010464190971106
424.17,399360,391,15,3,212.35375072000002,5.044063091278076,14.449587726593018,1940,0.0833984375,0.8194497227668762,0.0048751235,-2.439241659641266,0.2,0.0003,0.9380570650100708,-0.003580888657597825
413.43,401408,523,15,4,216.51344831000003,3.4805541038513184,9.047821998596191,1950,0.05869140625,0.8147950172424316,0.008645936,-2.433133679628372,0.2,0.0003,0.9664048552513123,-0.005675491306465119
409.95,403456,659,15,5,216.90146953000007,4.291996479034424,10.063167488574981,1960,0.08896484375,0.811758816242218,0.0068981424,-2.4228853583335876,0.2,0.0003,0.9619216918945312,-0.004713881731731817
407.73,405504,785,15,6,217.31301045,7.395704746246338,19.30528917312622,1970,0.06201171875,0.8110908269882202,0.0057270834,-2.4176629424095153,0.2,0.0003,0.9071544408798218,-0.004039798944722861
397.75,407552,919,15,7,220.92763195999999,5.889745712280273,13.231163811683654,1980,0.032421875,0.8122768402099609,0.0042049736,-2.419197916984558,0.2,0.0003,0.9279680848121643,-0.003779035710613243
394.66,409600,1044,15,8,221.37076231,14.368230819702148,33.52768454551697,1990,0.03251953125,0.8115754127502441,0.004041856,-2.4201377034187317,0.2,0.0003,0.8459897041320801,-0.002389159961603582
,,,,,,27.250391006469727,70.57345762252808,2000,0.03349609375,0.8102975487709045,0.0047408226,-2.417579871416092,0.2,0.0003,0.8610482215881348,-0.00408634141786024
