rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/total_timesteps,time/iterations,time/time_elapsed,train/n_updates,train/policy_gradient_loss,train/clip_fraction,train/value_loss,train/std,train/learning_rate,train/entropy_loss,train/loss,train/explained_variance,train/clip_range,train/approx_kl
218.76607527999997,379.31,16,690176,1,123,,,,,,,,,,,
219.02080264000003,378.82,15,692224,2,265,3370,-0.0012281592760700732,0.06591796875,3.035769334435463,0.6913856267929077,0.0003,-2.0653809785842894,0.8866350054740906,0.9607572555541992,0.2,0.0034128798
223.04105490000006,371.11,15,694272,3,393,3380,-0.0004264268733095378,0.189697265625,3.359286254644394,0.6905299425125122,0.0003,-2.05892933011055,1.038261890411377,0.9822505116462708,0.2,0.007916836
227.59640794999999,362.89,15,696320,4,533,3390,-0.002876207572990097,0.029931640625,35.87103581428528,0.6899493932723999,0.0003,-2.056335914134979,11.097229957580566,0.7928456664085388,0.2,0.0038327537
227.59762990999997,362.88,15,698368,5,666,3400,-0.0025967687804950403,0.0263671875,48.6251944065094,0.6880022287368774,0.0003,-2.0542119443416595,13.040475845336914,0.7999088764190674,0.2,0.007730734
228.39898090999998,361.52,15,700416,6,813,3410,-0.0033682498265989124,0.022509765625,28.468706941604616,0.6873432993888855,0.0003,-2.048753184080124,9.242907524108887,0.8170909881591797,0.2,0.003088864
228.51143761,361.44,15,702464,7,953,3420,-0.004225469473749399,0.087158203125,25.33637590408325,0.6881695985794067,0.0003,-2.048009788990021,10.968842506408691,0.8466931581497192,0.2,0.008175671
228.51329369000004,361.15,14,704512,8,1095,3430,-0.003031600813847035,0.046484375,8.110773581266404,0.684316873550415,0.0003,-2.0442706644535065,1.0282268524169922,0.9332742094993591,0.2,0.0041689808
,,,,,,3440,-0.0024175338970962913,0.095751953125,2.3145011246204374,0.6821686029434204,0.0003,-2.0317613542079926,0.7269355058670044,0.9835190176963806,0.2,0.005982184
