run_id,seed,simulator,vehicle,task_id,task_portable,policy_id,algorithm,return,success,episode_length,wall_clock_s,termination_reason,collision_type,host_class
test__test__PPO-deterministic__seed-42052,42052,test,test,common-waypoint-transit-v1,True,PPO-deterministic,PPO,207.85962691342252,True,2294,375.6485702909995,success,none,local
test__test__PPO-deterministic__seed-42053,42053,test,test,common-waypoint-transit-v1,True,PPO-deterministic,PPO,-858.0276794579527,False,3000,409.1349269170314,timeout,none,local
test__test__PPO-deterministic__seed-42054,42054,test,test,common-waypoint-transit-v1,True,PPO-deterministic,PPO,-75.40693158324173,False,1,7.444825749960728,instability,none,local
test__test__PPO-deterministic__seed-42055,42055,test,test,common-waypoint-transit-v1,True,PPO-deterministic,PPO,146.50502640983024,True,2686,303.2126572499983,success,none,local
test__test__PPO-deterministic__seed-42056,42056,test,test,common-waypoint-transit-v1,True,PPO-deterministic,PPO,-750.6599240617151,False,3000,334.89208050002344,timeout,none,local
test__test__PPO-deterministic__seed-42057,42057,test,test,common-waypoint-transit-v1,True,PPO-deterministic,PPO,-849.8028545257282,False,3000,320.62056349997874,timeout,none,local
test__test__PPO-deterministic__seed-42058,42058,test,test,common-waypoint-transit-v1,True,PPO-deterministic,PPO,-18.773409359196314,False,3000,323.97545041597914,timeout,none,local
test__test__PPO-deterministic__seed-42059,42059,test,test,common-waypoint-transit-v1,True,PPO-deterministic,PPO,-75.40897501202865,False,1,6.808812749921344,instability,none,local
test__test__PPO-deterministic__seed-42060,42060,test,test,common-waypoint-transit-v1,True,PPO-deterministic,PPO,-713.7025919334353,False,3000,322.736492624972,timeout,none,local
test__test__PPO-deterministic__seed-42061,42061,test,test,common-waypoint-transit-v1,True,PPO-deterministic,PPO,-481.78816407101147,False,3000,319.8259769170545,timeout,none,local
test__test__PPO-deterministic__seed-42062,42062,test,test,common-waypoint-transit-v1,True,PPO-deterministic,PPO,327.490773549848,True,1660,176.6680086250417,success,none,local
test__test__PPO-deterministic__seed-42063,42063,test,test,common-waypoint-transit-v1,True,PPO-deterministic,PPO,-497.6255639834694,False,3000,312.2649854590418,timeout,none,local
test__test__PPO-deterministic__seed-42064,42064,test,test,common-waypoint-transit-v1,True,PPO-deterministic,PPO,100.99117944277357,True,2328,241.42673404188827,success,none,local
