rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/total_timesteps,time/fps,time/time_elapsed,train/clip_fraction,train/value_loss,train/learning_rate,train/n_updates,train/entropy_loss,train/std,train/loss,train/policy_gradient_loss,train/clip_range,train/approx_kl,train/explained_variance
1172.958904109589,-206.95461120547947,1,100352,19,107,,,,,,,,,,,
1170.5135135135135,-202.08542105405405,2,102400,17,231,0.008349609375,14.730950140953064,0.0003,490,-2.6646098494529724,0.9170709252357483,5.024552345275879,-0.0014327255252283067,0.2,0.0027880697,0.8377120494842529
1169.5324675324675,-208.96765551948053,3,104448,17,348,0.0337890625,78.32175855636596,0.0003,500,-2.6648711621761323,0.9175634384155273,33.07572937011719,-0.002627524035051465,0.2,0.003483663,0.7956905961036682
1167.0128205128206,-204.7319962820513,4,106496,17,469,0.013916015625,73.18658714294433,0.0003,510,-2.665894365310669,0.9176967144012451,36.87736511230469,-0.004564718145411461,0.2,0.003670773,0.7843632698059082
1162.641975308642,-197.04757350617285,5,108544,17,591,0.01962890625,51.36456775665283,0.0003,520,-2.6655206084251404,0.9171614646911621,23.05797004699707,-0.002140784973744303,0.2,0.004180836,0.7791098356246948
1159.9024390243903,-192.74347756097563,6,110592,17,701,0.000830078125,80.16192531585693,0.0003,530,-2.6644866526126862,0.9170729517936707,33.05024719238281,-0.0007861639547627419,0.2,0.001248077,0.7615483403205872
1161.3176470588235,-206.7397639647059,7,112640,17,835,0.0189453125,84.08827800750733,0.0003,540,-2.664728057384491,0.917237401008606,42.628997802734375,-0.0023060086037730797,0.2,0.003434637,0.8736831545829773
1161.3176470588235,-206.7397639647059,8,114688,17,959,4.8828125e-05,62.08443365097046,0.0003,550,-2.665001726150513,0.9173089861869812,25.512908935546875,-0.0006448033382184803,0.2,0.0007235869,0.9211735725402832
,,,,,,0.03662109375,21.5755535364151,0.0003,560,-2.6650897204875945,0.9172692894935608,7.359079360961914,-0.004552496183896438,0.2,0.005806419,0.9466670155525208
