time/total_timesteps,time/iterations,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/loss,train/std,train/learning_rate,train/policy_gradient_loss,train/value_loss,train/explained_variance,train/clip_fraction,train/clip_range,train/entropy_loss,train/approx_kl,train/n_updates
477184,1,126,344.9,241.13031192999998,16,,,,,,,,,,,
479232,2,260,344.89,241.03489269000002,15,4.052361488342285,0.754624605178833,0.0003,-0.004619152448140085,9.7609312415123,0.9251558184623718,0.062548828125,0.2,-2.2713904678821564,0.008785363,2330
481280,3,394,341.05,241.58691154,15,3.4654197692871094,0.7549179792404175,0.0003,-0.005187122221104801,7.00327080488205,0.9540817141532898,0.103271484375,0.2,-2.270551246404648,0.00754919,2340
483328,4,550,341.62,241.46107867000003,14,1.9284180402755737,0.7505062818527222,0.0003,-0.005842379096429795,4.875638097524643,0.9604336619377136,0.069775390625,0.2,-2.266389274597168,0.005118785,2350
485376,5,666,341.81,241.70894084000003,15,4.336915969848633,0.748030960559845,0.0003,-0.004401592363137752,13.041664981842041,0.938494086265564,0.041845703125,0.2,-2.255207431316376,0.0043150084,2360
487424,6,809,336.39,242.40078828999998,15,1.2648646831512451,0.7456789612770081,0.0003,-0.003490699332905933,3.5337718188762666,0.9734398722648621,0.055810546875,0.2,-2.2487184405326843,0.0056851534,2370
489472,7,926,336.22,242.41617793999995,15,9.048882484436035,0.7446914911270142,0.0003,-0.0032542866480071097,26.496253776550294,0.8977445363998413,0.0640625,0.2,-2.2437363386154177,0.005250672,2380
491520,8,1065,340.04,242.14006633999998,15,7.805997848510742,0.7464305758476257,0.0003,-0.008255761425243691,20.20087010860443,0.9374502897262573,0.08173828125,0.2,-2.24346005320549,0.007324456,2390
,,,,,,8.953691482543945,0.7452179193496704,0.0003,-0.0038679789860907475,23.485000491142273,0.8611085414886475,0.058447265625,0.2,-2.2453911364078523,0.0056538917,2400
