rollout/ep_rew_mean,time/iterations,time/fps,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,train/explained_variance,train/clip_range,train/value_loss,train/learning_rate,train/approx_kl,train/std,train/policy_gradient_loss,train/clip_fraction,train/loss,train/entropy_loss,train/n_updates
238.88528566999997,1,16,124,641024,340.95,,,,,,,,,,,
239.10496384,2,15,267,643072,340.88,0.9370344877243042,0.2,5.024751615524292,0.0003,0.007735692,0.6983945369720459,-0.0017989698972087353,0.07255859375,1.9934108257293701,-2.0887744426727295,3130
238.89496684999997,3,15,402,645120,344.0,0.8317413926124573,0.2,22.786220526695253,0.0003,0.004001391,0.6998817920684814,-0.0015442675590747966,0.016796875,8.652653694152832,-2.092532330751419,3140
239.10333953,4,15,539,647168,342.93,0.812279462814331,0.2,19.606626749038696,0.0003,0.008555272,0.7022335529327393,-0.005731055152136832,0.055029296875,5.007745742797852,-2.096229201555252,3150
239.12641983999998,5,15,673,649216,343.34,0.9344522356987,0.2,7.597353041172028,0.0003,0.011808729,0.7015610337257385,-0.001535687892464921,0.077587890625,1.6468358039855957,-2.099065500497818,3160
239.30654802,6,15,793,651264,342.54,0.8384042382240295,0.2,19.43097516298294,0.0003,0.0026270978,0.6980482339859009,-0.003203896415652707,0.050634765625,6.231667995452881,-2.091681343317032,3170
239.39099012999998,7,15,910,653312,341.95,0.7973469495773315,0.2,35.514047956466676,0.0003,0.0038022366,0.6972447633743286,-0.0031513626221567393,0.024560546875,9.504912376403809,-2.0832819998264314,3180
230.57462642000002,8,15,1052,655360,359.42,0.9314510822296143,0.2,34.470702385902406,0.0003,0.008153918,0.6978698968887329,-0.004353661712957546,0.04931640625,7.335471153259277,-2.084058803319931,3190
,,,,,,0.9000824689865112,0.2,37.59747548103333,0.0003,0.008600395,0.6979595422744751,-0.004599194953334518,0.058984375,15.137929916381836,-2.086052882671356,3200
