time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/iterations,train/value_loss,train/n_updates,train/loss,train/clip_fraction,train/std,train/explained_variance,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/clip_range,train/learning_rate
821248,120,216.22447468,412.34,17,1,,,,,,,,,,,
823296,253,215.62433688999997,416.93,16,2,16.750308871269226,4010,3.3960280418395996,0.046923828125,0.6450019478797913,0.9286235570907593,-0.0016764496365794912,0.0073911035,-1.8954278111457825,0.2,0.0003
825344,393,224.43075982000002,402.33,15,3,95.40665302276611,4020,38.74940490722656,0.065966796875,0.6448230743408203,0.8364696502685547,-0.00519467955455184,0.004381401,-1.8938083350658417,0.2,0.0003
827392,523,228.49730505,390.11,15,4,21.22111979722977,4030,4.757453918457031,0.0322265625,0.645014762878418,0.6512246131896973,-0.0039219340600538995,0.009249376,-1.8948731064796447,0.2,0.0003
829440,657,228.74824929,389.91,15,5,7.142649000883102,4040,1.9074987173080444,0.0580078125,0.645443856716156,0.9199897646903992,-0.001319684210466221,0.002623262,-1.8954217672348022,0.2,0.0003
831488,785,229.20494415000005,388.89,15,6,10.878766357898712,4050,3.4340908527374268,0.096630859375,0.6441899538040161,0.9035955667495728,-0.0020924656768329442,0.0068125636,-1.895988267660141,0.2,0.0003
833536,920,231.31036839,376.96,15,7,1.9270159989595412,4060,0.5837644934654236,0.16162109375,0.6390241384506226,0.9829517006874084,-0.0052516789990477266,0.023515005,-1.8865002900362016,0.2,0.0003
835584,1055,237.86360125000002,360.87,15,8,5.223856300115585,4070,2.521193265914917,0.147802734375,0.6408182382583618,0.9647383689880371,-0.0023565895593492315,0.0048879846,-1.8766417056322098,0.2,0.0003
,,,,,,5.707792216539383,4080,1.8069263696670532,0.090625,0.6397558450698853,0.952344536781311,-0.004996765987016261,0.0076016365,-1.8786756813526153,0.2,0.0003
