rollout/ep_rew_mean,time/fps,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,time/iterations,train/approx_kl,train/learning_rate,train/loss,train/value_loss,train/explained_variance,train/n_updates,train/std,train/clip_fraction,train/policy_gradient_loss,train/clip_range,train/entropy_loss
-144.5155606,19,107,1035.86,182272,1,,,,,,,,,,,
-144.5155606,19,211,1035.86,184320,2,0.0071168933,0.0003,5.039520740509033,11.157729053497315,0.4585825204849243,890,0.9062840938568115,0.0400390625,-0.004522216884652153,0.2,-2.6448715686798097
-146.68548112,18,332,1034.22,186368,3,0.003515559,0.0003,7.172896862030029,22.940202140808104,0.975272536277771,900,0.9049694538116455,0.019287109375,-0.0021344697044696657,0.2,-2.638557422161102
-139.42302218,18,452,1026.87,188416,4,0.0060553406,0.0003,12.26820182800293,29.305285024642945,0.9736908674240112,910,0.9035251140594482,0.023779296875,-0.002588366926647723,0.2,-2.63630468249321
-133.16576571000002,18,565,1020.87,190464,5,0.0062174643,0.0003,14.434859275817871,88.29104633331299,0.6418284177780151,920,0.9030425548553467,0.033447265625,-0.0026851963833905757,0.2,-2.6335711419582366
-127.83677988000004,17,689,1009.04,192512,6,0.006313619,0.0003,26.610179901123047,70.55926914215088,0.9470537900924683,930,0.9029045701026917,0.01279296875,-0.0017134739347966388,0.2,-2.633298045396805
-142.19123326000002,17,811,1003.23,194560,7,0.0012503562,0.0003,22.325210571289062,65.54936656951904,0.9574573040008545,940,0.9023230075836182,0.0001953125,-0.0008840761991450563,0.2,-2.632372909784317
-145.04016061000002,17,930,1003.23,196608,8,0.0036025455,0.0003,25.551544189453125,69.70030317306518,0.9599944353103638,950,0.9024723768234253,0.01025390625,-0.0023228814578033054,0.2,-2.631683188676834
,,,,,,0.0053995205,0.0003,30.602624893188477,99.90649452209473,0.9384850859642029,960,0.9030100107192993,0.01787109375,-0.0022322215314488857,0.2,-2.6325049996376038
