rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/fps,time/iterations,time/time_elapsed,train/learning_rate,train/loss,train/std,train/n_updates,train/explained_variance,train/clip_range,train/approx_kl,train/policy_gradient_loss,train/value_loss,train/clip_fraction,train/entropy_loss
361.41,706560,228.48973551000003,15,1,129,,,,,,,,,,,
361.79,708608,228.56281990999997,15,2,268,0.0003,0.3459392189979553,0.6791577339172363,3450,0.9907546639442444,0.2,0.014205545,-0.002068518090527505,0.9875589147210121,0.1615234375,-2.023960053920746
361.81,710656,228.53418011999997,15,3,392,0.0003,0.8515281081199646,0.6751747727394104,3460,0.9861586689949036,0.2,0.0071751643,-0.0008880386536475271,2.543653118610382,0.0951171875,-2.0133288204669952
352.93,712704,232.54882298,15,4,541,0.0003,9.090303421020508,0.6727812886238098,3470,0.8146569132804871,0.2,0.004420098,-0.0036838774336501955,20.800630068778993,0.059716796875,-2.0028031051158903
348.26,714752,238.67476545999997,15,5,675,0.0003,8.28412914276123,0.6718282699584961,3480,0.9104493856430054,0.2,0.0055415398,-0.004687133646802977,19.74946756362915,0.03876953125,-2.0005498737096787
348.37,716800,238.83314170999998,15,6,808,0.0003,3.6095833778381348,0.6718214154243469,3490,0.9538665413856506,0.2,0.0062857447,-0.005076169152744114,12.543504214286804,0.074267578125,-1.999105504155159
335.13,718848,242.21443229999997,15,7,944,0.0003,0.40291517972946167,0.6711475849151611,3500,0.988645613193512,0.2,0.019277204,5.066018202342093e-05,1.305031594634056,0.089599609375,-1.9990731120109557
334.43,720896,242.15036543999997,15,8,1081,0.0003,1.0200132131576538,0.6736963987350464,3510,0.9782231450080872,0.2,0.0077537997,-0.0061966787208803,3.728218561410904,0.077978515625,-2.000281807780266
,,,,,,0.0003,1.2518446445465088,0.675319492816925,3520,0.982867419719696,0.2,0.005818385,-0.003179673111299053,2.752991983294487,0.108642578125,-2.009067934751511
