rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,time/fps,time/iterations,train/clip_fraction,train/entropy_loss,train/loss,train/n_updates,train/explained_variance,train/std,train/value_loss,train/policy_gradient_loss,train/clip_range,train/approx_kl,train/learning_rate
-342.07970960000006,974.62,112,280576,18,1,,,,,,,,,,,
-330.96943827,964.87,245,282624,16,2,0.02021484375,-2.607430154085159,6.337973594665527,1370,0.7589815258979797,0.889915943145752,22.133288288116454,-0.002838201163103804,0.2,0.005037996,0.0003
-335.83199363,968.51,366,284672,16,3,0.05244140625,-2.601872044801712,20.70194435119629,1380,0.924059271812439,0.8879344463348389,59.06606521606445,-0.002983642561594024,0.2,0.0068462575,0.0003
-346.2391233,973.79,483,286720,16,4,0.04501953125,-2.59899463057518,8.832277297973633,1390,0.9746792912483215,0.8871597647666931,41.38003554344177,-0.003961656708270311,0.2,0.0048964275,0.0003
-341.37009474999996,964.86,602,288768,16,5,0.041650390625,-2.596653479337692,16.574840545654297,1400,0.9720363020896912,0.8860586881637573,48.45346660614014,-0.0034159013244789093,0.2,0.0072078793,0.0003
-336.8483970799999,957.17,734,290816,16,6,0.008740234375,-2.5946136116981506,37.75459671020508,1410,0.9526723623275757,0.8850758075714111,89.81422157287598,-0.0016949286859016866,0.2,0.004234545,0.0003
-328.9864406599999,946.42,852,292864,16,7,0.031005859375,-2.592058479785919,16.127641677856445,1420,0.9683845639228821,0.8839773535728455,49.088036394119264,-0.0035560055810492487,0.2,0.004148438,0.0003
-319.5846052,939.28,965,294912,16,8,0.005419921875,-2.589907503128052,32.05186080932617,1430,0.5160472393035889,0.8829991221427917,92.41829500198364,-0.0020591515814885495,0.2,0.0013617922,0.0003
,,,,,,0.027587890625,-2.586789095401764,18.14630699157715,1440,0.9735648036003113,0.8813983798027039,47.69125294685364,-0.0031602685805410145,0.2,0.0051941136,0.0003
