rollout/mean_return_100,time/iterations,rollout/collision_rate_100,time/fps,time/total_timesteps,rollout/success_rate_100,time/time_elapsed,train/explained_variance,train/loss,train/policy_gradient_loss,train/n_updates,train/entropy_loss,train/approx_kl,train/learning_rate,train/value_loss,train/std,train/clip_range,train/clip_fraction,eval/success_rate,eval/median_return,eval/collision_rate,eval/outside_rate,eval/return_std,eval/mean_minimum_true_cpa_m,eval/mean_length_steps,eval/mean_final_goal_distance_m,eval/mean_return
-31.879652967257915,19,0.21621621621621623,16,9728,0.0,604,0.18915241956710815,0.18823298811912537,-0.0016309360042214393,180,-2.8086613178253175,0.0025891163,0.0003,0.555592519044876,0.9855983257293701,0.2,0.0017578125,,,,,,,,,
-35.31711397056465,20,0.25,14,10240,0.0,715,0.7053326964378357,0.20586444437503815,-0.003778735361993313,190,-2.808712887763977,0.013642674,0.0003,0.4737784892320633,0.9858800768852234,0.2,0.07734375,0.0,-0.6550382601323136,0.2,0.8,42.65543719191687,76.28002654902087,242.8,698.7325238302728,-21.79972760158345
-34.614564962429185,21,0.24390243902439024,14,10752,0.0,746,0.05842691659927368,127.85101318359375,0.00017953384667634964,200,-2.8092169046401976,0.00017092098,0.0003,259.7320251464844,0.9860345125198364,0.2,0.0,,,,,,,,,
-34.29512792948643,22,0.23255813953488372,14,11264,0.0,777,0.17916691303253174,5.7407917976379395,-0.000727580999955535,210,-2.8093535184860228,0.00095475256,0.0003,12.031659126281738,0.9859951734542847,0.2,0.0,,,,,,,,,
-33.64714390176544,23,0.22727272727272727,14,11776,0.0,809,0.009357273578643799,0.2936024069786072,-0.0031769351568073033,220,-2.809487748146057,0.0032966766,0.0003,0.684904146194458,0.9864376783370972,0.2,0.003125,,,,,,,,,
-32.510724914941406,24,0.21739130434782608,14,12288,0.0,840,-0.8641080856323242,0.143156498670578,-0.00556755461730063,230,-2.8104843616485597,0.009761807,0.0003,0.44025970101356504,0.9864724278450012,0.2,0.0353515625,,,,,,,,,
-32.948817517587976,25,0.22448979591836735,14,12800,0.0,871,0.31829410791397095,0.12160351127386093,-0.0028263799147680404,240,-2.809563493728638,0.007226886,0.0003,0.3326335743069649,0.9855620861053467,0.2,0.0337890625,,,,,,,,,
-32.3997614542007,26,0.22,14,13312,0.0,903,0.05900019407272339,83.95275115966797,-0.0002940247068181634,250,-2.8075140714645386,0.010566715,0.0003,171.2480026245117,0.9847519397735596,0.2,0.0556640625,,,,,,,,,
-31.393737162629105,27,0.21153846153846154,14,13824,0.0,935,0.5327667593955994,0.09125877171754837,-0.0010632525896653532,260,-2.8062848806381226,0.002294626,0.0003,0.2981999307870865,0.9841872453689575,0.2,0.00078125,,,,,,,,,
-30.41136287735081,28,0.2037037037037037,14,14336,0.0,967,0.02388709783554077,0.1419699341058731,-0.002970417216420174,270,-2.804734301567078,0.013237366,0.0003,0.3244828850030899,0.983223557472229,0.2,0.1103515625,,,,,,,,,
-29.579203236054948,29,0.19642857142857142,14,14848,0.0,998,0.11279326677322388,0.10987702012062073,-0.00037306242156773803,280,-2.803488922119141,0.0040453407,0.0003,0.2957440808415413,0.9833707809448242,0.2,0.00703125,,,,,,,,,
-29.161147167719122,30,0.19298245614035087,14,15360,0.0,1029,0.522375762462616,0.04140781611204147,-0.008422144874930381,290,-2.8039936304092405,0.0062641446,0.0003,0.1300823099911213,0.9828704595565796,0.2,0.13203125,,,,,,,,,
-28.338709261015538,31,0.1864406779661017,14,15872,0.0,1062,0.3895631432533264,0.01536848209798336,-0.005244836956262588,300,-2.8015591621398928,0.009072534,0.0003,0.10939192585647106,0.9812490940093994,0.2,0.0744140625,,,,,,,,,
-27.574741614119695,32,0.18032786885245902,14,16384,0.0,1093,-0.6069616079330444,0.06503757834434509,-0.005274110846221447,310,-2.798546051979065,0.005880646,0.0003,0.23336310982704161,0.9800273776054382,0.2,0.080859375,,,,,,,,,
-27.233934383507265,33,0.1774193548387097,15,16896,0.0,1125,0.37187492847442627,0.03778298199176788,-0.0030499609420076013,320,-2.796423411369324,0.0020781616,0.0003,0.09397056847810745,0.9791514277458191,0.2,0.0943359375,,,,,,,,,
-26.602846491536052,34,0.171875,15,17408,0.0,1157,-0.04870307445526123,0.019228603690862656,-0.006373397400602698,330,-2.7947586297988893,0.0033947174,0.0003,0.06909649558365345,0.978190004825592,0.2,0.0974609375,,,,,,,,,
-25.951099010834014,35,0.16666666666666666,15,17920,0.0,1188,0.37741750478744507,0.011686885729432106,-0.00311026475392282,340,-2.7910301208496096,0.0037043006,0.0003,0.04129462279379368,0.9750608205795288,0.2,0.0158203125,,,,,,,,,
-25.67097244988372,36,0.16417910447761194,15,18432,0.0,1219,0.23288124799728394,0.024508340284228325,-0.007248716801404953,350,-2.784001088142395,0.0111191245,0.0003,0.08176335245370865,0.9722647666931152,0.2,0.0501953125,,,,,,,,,
-26.477982170336094,37,0.17142857142857143,15,18944,0.0,1250,0.46563947200775146,-0.010547628626227379,-0.005825970927253366,360,-2.7786251306533813,0.0024286709,0.0003,0.009458912862464785,0.9689837694168091,0.2,0.03671875,,,,,,,,,
-25.908580444430733,38,0.16666666666666666,15,19456,0.0,1281,0.013364076614379883,107.99030303955078,0.00039555574767291546,370,-2.771890330314636,0.0090494985,0.0003,219.5725570678711,0.9665883183479309,0.2,0.0435546875,,,,,,,,,
-25.589575984765798,39,0.1643835616438356,15,19968,0.0,1312,0.18424159288406372,0.07606692612171173,-0.002871683053672314,380,-2.768596887588501,0.005392003,0.0003,0.2607480242848396,0.9656527042388916,0.2,0.0126953125,,,,,,,,,
-25.124007095990358,40,0.16,14,20480,0.0,1425,0.48411649465560913,0.17490631341934204,-0.004434962850064039,390,-2.7667292833328245,0.013572881,0.0003,0.4378487914800644,0.9645787477493286,0.2,0.0830078125,0.0,-2.364511665875221,0.2,0.4,65.32695293881662,73.02026766054533,262.6,606.6804831228726,-35.99006582983075
-24.840486118550103,41,0.15789473684210525,14,20992,0.0,1456,-1.5398709774017334,0.013527683913707733,-0.007876509614288808,400,-2.76427161693573,0.0145393815,0.0003,0.05594128705561161,0.9635887145996094,0.2,0.112109375,,,,,,,,,
-24.322508001640426,42,0.15384615384615385,14,21504,0.0,1489,-0.7160850763320923,0.04456367343664169,-0.0032048252876847984,410,-2.762451982498169,0.0008745722,0.0003,0.18206627145409585,0.9625799655914307,0.2,0.010546875,,,,,,,,,
-23.82398636268828,43,0.15,14,22016,0.0,1519,0.37226057052612305,0.03180013224482536,-0.006345318211242556,420,-2.759856915473938,0.00405313,0.0003,0.09675354063510895,0.9611144065856934,0.2,0.0404296875,,,,,,,,,
-23.566952282684476,44,0.14814814814814814,14,22528,0.0,1551,0.27047795057296753,0.0254107266664505,-0.0022497605415992437,430,-2.757159972190857,0.0043890965,0.0003,0.06763492114841937,0.9604712724685669,0.2,0.04296875,,,,,,,,,
-23.13199388287589,45,0.14457831325301204,14,23040,0.0,1582,0.5740156173706055,0.0027157189324498177,-0.006786357518285513,440,-2.755390453338623,0.0046888515,0.0003,0.03519108816981316,0.9582070112228394,0.2,0.0845703125,,,,,,,,,
-22.675637229892722,46,0.1411764705882353,14,23552,0.0,1615,-0.08375203609466553,0.001967277377843857,-0.00832086536101997,450,-2.7495925188064576,0.021762574,0.0003,0.038504987582564355,0.9564690589904785,0.2,0.2201171875,,,,,,,,,
-22.287402043506347,47,0.13793103448275862,14,24064,0.0,1646,0.6695058345794678,0.007469832897186279,-0.009739148989319801,460,-2.7493069887161257,0.00557016,0.0003,0.05280817449092865,0.9572502970695496,0.2,0.1279296875,,,,,,,,,
-22.076159057779666,48,0.13636363636363635,14,24576,0.0,1676,0.2400776743888855,0.02694275602698326,-0.002414853870868683,470,-2.750024938583374,0.0034575067,0.0003,0.0690336249768734,0.9567498564720154,0.2,0.019921875,,,,,,,,,
-21.70651252538638,49,0.13333333333333333,14,25088,0.0,1707,0.5486363172531128,-0.00876273587346077,-0.008065486466512084,480,-2.74797043800354,0.012347821,0.0003,0.012952957022935151,0.955724835395813,0.2,0.1373046875,,,,,,,,,
-21.355825997946027,50,0.13043478260869565,14,25600,0.0,1738,0.5155989527702332,0.015796028077602386,-0.006880033761262894,490,-2.745401120185852,0.016217975,0.0003,0.05672319643199444,0.9535844922065735,0.2,0.101953125,,,,,,,,,
-21.2019514409943,51,0.12903225806451613,14,26112,0.0,1771,0.38615095615386963,0.02226121723651886,-0.0059667931403964754,500,-2.7393157720565795,0.00745788,0.0003,0.06726237908005714,0.9503885507583618,0.2,0.0865234375,,,,,,,,,
-20.867355431355573,52,0.12631578947368421,14,26624,0.0,1803,0.5071758031845093,-0.01067191269248724,-0.006653707660734654,510,-2.731896758079529,0.006893998,0.0003,0.008278111228719354,0.9464771747589111,0.2,0.04296875,,,,,,,,,
-20.503757281802425,53,0.12371134020618557,14,27136,0.0,1835,0.07896840572357178,0.009156452491879463,-0.005647041648626327,520,-2.7249288082122805,0.011014118,0.0003,0.05503860749304294,0.9443010091781616,0.2,0.117578125,,,,,,,,,
-21.26033921238374,54,0.13131313131313133,14,27648,0.0,1867,0.4887236952781677,0.0003647841513156891,-0.007406035531312227,530,-2.722000312805176,0.014524011,0.0003,0.030047451704740526,0.9438273906707764,0.2,0.094921875,,,,,,,,,
-21.057491676788057,55,0.13,14,28160,0.0,1897,0.01443415880203247,94.75527954101562,-0.002138375956565142,540,-2.7214481592178346,0.01092363,0.0003,192.3466339111328,0.9437011480331421,0.2,0.053515625,,,,,,,,,
-19.929204280365457,56,0.12,14,28672,0.0,1928,0.45790308713912964,0.02017265185713768,-0.0092244119849056,550,-2.720877432823181,0.022264987,0.0003,0.10879320576786995,0.9432506561279297,0.2,0.127734375,,,,,,,,,
-19.880187448959088,57,0.12,14,29184,0.0,1961,0.2676599621772766,0.02456894889473915,-0.004895880538970232,560,-2.719649410247803,0.018402316,0.0003,0.07709985747933387,0.9425173997879028,0.2,0.084765625,,,,,,,,,
-20.27777942055945,58,0.12,14,29696,0.0,1991,0.7861594557762146,0.0010982202365994453,-0.00674946685321629,570,-2.7182363748550413,0.0054781446,0.0003,0.04290748406201601,0.9422028660774231,0.2,0.065234375,,,,,,,,,
-20.273021924136035,59,0.12,14,30208,0.0,2109,0.07340115308761597,7.051422119140625,-0.0020541433710604905,580,-2.7181320905685427,0.017960604,0.0003,14.928762245178223,0.9421908855438232,0.2,0.0927734375,0.0,-1.5122133493840024,0.2,0.2,63.51088132017387,39.2120110572772,301.2,595.6064325250029,-39.10740113930298
-20.178972847117514,60,0.12,14,30720,0.0,2139,0.30940741300582886,0.05614569038152695,-0.002157836453989148,590,-2.7177677869796755,0.0021639634,0.0003,0.20670791938900948,0.9418398141860962,0.2,0.001171875,,,,,,,,,
-20.135546527330927,61,0.12,14,31232,0.0,2168,0.8502001762390137,0.0020152144134044647,-0.010389728005975485,600,-2.7170260906219483,0.019473676,0.0003,0.04412582237273455,0.9415636658668518,0.2,0.1263671875,,,,,,,,,
-21.27465042116553,62,0.13,14,31744,0.0,2198,0.5779985189437866,0.02963002771139145,-0.007194250635802746,610,-2.7162158250808717,0.0017477979,0.0003,0.0863548181951046,0.9408910274505615,0.2,0.1259765625,,,,,,,,,
-20.22118982381258,63,0.12,14,32256,0.0,2230,0.0370715856552124,108.8400650024414,-0.0016551214968785644,620,-2.7145100593566895,0.0012596374,0.0003,221.24666442871094,0.9401977062225342,0.2,0.0005859375,,,,,,,,,
-19.374127446157356,64,0.11,14,32768,0.0,2262,-0.13021314144134521,0.0557376891374588,-0.0038981753401458263,630,-2.713306188583374,0.006730526,0.0003,0.1576229602098465,0.939520001411438,0.2,0.050390625,,,,,,,,,
-18.53963743567819,65,0.1,14,33280,0.0,2293,0.1627495288848877,8.448246955871582,0.0019333374686539174,640,-2.711746621131897,0.0070556076,0.0003,17.96571102142334,0.9388940334320068,0.2,0.034765625,,,,,,,,,
-18.493008927076854,66,0.1,14,33792,0.0,2324,0.01784050464630127,0.06054152548313141,-0.0018955671926960348,650,-2.7111489534378053,0.0016921514,0.0003,0.1650820791721344,0.9390053749084473,0.2,0.00234375,,,,,,,,,
-17.323250056367016,67,0.09,14,34304,0.0,2354,-0.8961011171340942,0.025986986234784126,-0.004350153869017959,660,-2.711826539039612,0.007161171,0.0003,0.13702065497636795,0.939315915107727,0.2,0.0263671875,,,,,,,,,
-17.28921557546261,68,0.09,14,34816,0.0,2386,0.13005530834197998,0.020869217813014984,-0.0025829597841948273,670,-2.712163233757019,0.01342923,0.0003,0.0617132518440485,0.9395390748977661,0.2,0.055078125,,,,,,,,,
-16.188507324510464,69,0.08,14,35328,0.0,2418,0.6272156238555908,0.013526787981390953,-0.009040001779794693,680,-2.7129101514816285,0.020052426,0.0003,0.06371595337986946,0.9398351907730103,0.2,0.12265625,,,,,,,,,
-14.46826155623223,70,0.07,14,35840,0.0,2449,0.49473005533218384,0.0059422943741083145,-0.002630364103242755,690,-2.7125082492828367,0.008189929,0.0003,0.03223445322364569,0.938988208770752,0.2,0.1208984375,,,,,,,,,
-14.361864115045321,71,0.07,14,36352,0.0,2480,-0.43127763271331787,0.013936702162027359,-0.003223940217867494,700,-2.710919189453125,0.008437476,0.0003,0.06608257293701172,0.9387396574020386,0.2,0.0666015625,,,,,,,,,
-14.32454070060359,72,0.07,14,36864,0.0,2509,0.3970080018043518,0.010691390372812748,-0.0018070387188345194,710,-2.7107699632644655,0.0010869727,0.0003,0.03224415946751833,0.9385775327682495,0.2,0.0525390625,,,,,,,,,
-14.268365309866077,73,0.07,14,37376,0.0,2539,0.49688220024108887,-0.0007739681750535965,-0.005003527272492647,720,-2.708688735961914,0.015221264,0.0003,0.02350696101784706,0.936486005783081,0.2,0.11640625,,,,,,,,,
-14.33047016037017,74,0.07,14,37888,0.0,2569,0.10020381212234497,0.9220258593559265,-0.0006734794471412898,730,-2.7040946006774904,0.009925671,0.0003,2.1061489462852476,0.9346732497215271,0.2,0.070703125,,,,,,,,,
-14.337055330290381,75,0.07,14,38400,0.0,2600,0.36167895793914795,0.024702344089746475,-0.00627479653339833,740,-2.700869250297546,0.008229212,0.0003,0.08354698047041893,0.9334186315536499,0.2,0.025390625,,,,,,,,,
-14.296709676542854,76,0.07,14,38912,0.0,2628,0.02252829074859619,105.6269760131836,0.0041113561019301414,750,-2.6982184410095216,0.0064921547,0.0003,215.5578842163086,0.9323923587799072,0.2,0.0271484375,,,,,,,,,
-13.205839310261775,77,0.06,14,39424,0.0,2657,0.0694882869720459,0.04445280134677887,-0.004947078600525856,760,-2.696440649032593,0.0038763937,0.0003,0.12635722234845162,0.9315602779388428,0.2,0.043359375,,,,,,,,,
-12.141612327757992,78,0.05,14,39936,0.0,2687,0.353543758392334,0.22250717878341675,-0.0017868421506136655,770,-2.696740245819092,0.0061512534,0.0003,0.5569780528545379,0.9338103532791138,0.2,0.0142578125,,,,,,,,,
-12.076488857439024,79,0.05,14,40448,0.0,2810,-0.7496044635772705,0.01870913989841938,-0.008744899439625442,780,-2.702760696411133,0.011692308,0.0003,0.10123820826411248,0.9358043074607849,0.2,0.0404296875,0.0,-1.2989707725075879,0.0,0.6,2.171354613114089,81.81735442941601,313.6,824.1455385764793,-2.176312688266066
-11.607956425673018,80,0.05,14,40960,0.0,2843,-0.393623948097229,-0.0012897569686174393,-0.008728710561990738,790,-2.704398512840271,0.0192578,0.0003,0.029695697873830796,0.9353867173194885,0.2,0.1134765625,,,,,,,,,
-11.575710074079838,81,0.05,14,41472,0.0,2874,-0.1410531997680664,-0.0022177686914801598,-0.008910737559199333,800,-2.7038780450820923,0.011179557,0.0003,0.04132823776453733,0.9361422657966614,0.2,0.051171875,,,,,,,,,
-11.516118477619628,82,0.05,14,41984,0.0,2907,-0.27104854583740234,0.005800509825348854,-0.006011377368122339,810,-2.7054440498352053,0.012687205,0.0003,0.04412877261638641,0.9359056949615479,0.2,0.129296875,,,,,,,,,
-10.401820250166852,83,0.04,14,42496,0.0,2938,0.03185957670211792,0.0172258447855711,-0.0038438909919932484,820,-2.704235053062439,0.017277658,0.0003,0.049904276803135875,0.9356616735458374,0.2,0.1107421875,,,,,,,,,
-10.360896712004179,84,0.04,14,43008,0.0,2970,0.4804631471633911,0.0002552187070250511,-0.003186314646154642,830,-2.703643226623535,0.007177407,0.0003,0.024136022850871085,0.9348112344741821,0.2,0.0126953125,,,,,,,,,
-10.315561293589539,85,0.04,14,43520,0.0,3002,0.3679494261741638,-0.005739247892051935,-0.010645434819161892,840,-2.70113787651062,0.016235515,0.0003,0.01501336796209216,0.9334633350372314,0.2,0.1501953125,,,,,,,,,
-10.300525821577327,86,0.04,14,44032,0.0,3032,0.5686407089233398,-0.0019829515367746353,-0.008360742731019855,850,-2.698418664932251,0.013688543,0.0003,0.025053237564861774,0.9323620796203613,0.2,0.0943359375,,,,,,,,,
-10.244664785498635,87,0.04,14,44544,0.0,3062,0.26285260915756226,0.006326501257717609,-0.005139873782172799,860,-2.695984196662903,0.0062258057,0.0003,0.033090774156153205,0.9312148690223694,0.2,0.07421875,,,,,,,,,
-10.269137775368472,88,0.04,14,45056,0.0,3091,0.4141623377799988,0.004653701558709145,-0.008190642576664686,870,-2.6935200452804566,0.005512994,0.0003,0.03462299555540085,0.9300421476364136,0.2,0.149609375,,,,,,,,,
-10.261289870572785,89,0.04,14,45568,0.0,3121,0.17516541481018066,0.04573015868663788,-0.005602043541148305,880,-2.6916847944259645,0.0076382593,0.0003,0.13122796639800072,0.9298830032348633,0.2,0.05,,,,,,,,,
-10.24041864451141,90,0.04,14,46080,0.0,3151,0.5177685022354126,0.006363204680383205,-0.0038932594005018474,890,-2.6919170141220095,0.0016036995,0.0003,0.029366066493093968,0.930038571357727,0.2,0.08125,,,,,,,,,
-10.229566399702941,91,0.04,14,46592,0.0,3181,0.23060113191604614,0.011927259154617786,-0.006188564142212272,900,-2.691191482543945,0.0107935555,0.0003,0.05398605912923813,0.9289710521697998,0.2,0.0498046875,,,,,,,,,
-10.245149399946783,92,0.04,14,47104,0.0,3212,0.1203833818435669,0.5906391739845276,-0.012517312075942755,910,-2.6873114824295046,0.025403116,0.0003,1.3414761662483214,0.9266721606254578,0.2,0.1046875,,,,,,,,,
-10.222332803129582,93,0.04,14,47616,0.0,3243,0.6734796762466431,0.017583977431058884,-0.005281936191022396,920,-2.6823323249816893,0.0041457056,0.0003,0.05835194811224938,0.9246708154678345,0.2,0.0419921875,,,,,,,,,
-10.184345126551735,94,0.04,14,48128,0.0,3274,-0.43296778202056885,0.016066469252109528,-0.005194659437984228,930,-2.677997350692749,0.006466469,0.0003,0.0846626527607441,0.9224247932434082,0.2,0.0583984375,,,,,,,,,
-10.109795533756632,95,0.04,14,48640,0.0,3306,0.04090374708175659,0.010057062841951847,-0.0018498525023460388,940,-2.6728272676467895,0.0031501274,0.0003,0.03554095197468996,0.9206129908561707,0.2,0.01328125,,,,,,,,,
-8.917184498090739,96,0.03,14,49152,0.0,3338,0.4722289443016052,-0.00672344584017992,-0.009265214297920465,950,-2.6701828241348267,0.010874823,0.0003,0.024923454597592355,0.9199869632720947,0.2,0.0919921875,,,,,,,,,
-9.019380150669729,97,0.03,14,49664,0.0,3370,0.44586557149887085,-0.010314781218767166,-0.010919841192662715,960,-2.6679815292358398,0.017991876,0.0003,0.01969966422766447,0.9182758331298828,0.2,0.09609375,,,,,,,,,
-8.980111879702143,98,0.03,14,50176,0.0,3482,0.09176129102706909,0.653367817401886,-0.004583426145836711,970,-2.6631666660308837,0.0061000492,0.0003,1.4160542964935303,0.9163752794265747,0.2,0.0416015625,0.0,-0.6888377774348355,0.0,0.8,0.8314574680691976,88.93003329724061,288.8,705.1867614627477,-1.007931259399345
