time,mss_x,mss_z,mss_u,mss_psi,wp_idx
0.0,12.004208968935634,12.004208968935634,0.07142857142857142,0.7853981633974482,0
0.08333333333333333,12.012617361068965,12.012617361068965,0.14269514631249325,0.7853981633974482,0
0.16666666666666666,12.025213670706474,12.025213670706474,0.21376646310258735,0.7853981633974482,0
0.25,12.041984452450249,12.041984452450249,0.2846096039237592,0.7853981633974482,0
0.3333333333333333,12.062914345015066,12.062914345015066,0.3551920550901071,0.7853981633974482,0
0.41666666666666663,12.087986098520991,12.087986098520991,0.42548176608664645,0.7853981633974482,0
0.49999999999999994,12.11718060515794,12.11718060515794,0.4954472067931417,0.7853981633974482,0
0.5833333333333333,12.150476933106034,12.150476933106034,0.5650574227370146,0.7853981633974482,0
0.6666666666666666,12.18785236358385,12.18785236358385,0.6342820881751104,0.7853981633974482,0
0.75,12.22928243088561,12.22928243088561,0.7030915568181179,0.7853981633974482,0
0.8333333333333334,12.274740965258358,12.274740965258358,0.7714569100265241,0.7853981633974482,0
0.9166666666666667,12.324200138460986,12.324200138460986,0.8393500023229924,0.7853981633974482,0
1.0,12.377630511838804,12.377630511838804,0.9067435040828242,0.7853981633974482,0
1.0833333333333333,12.435001086740272,12.435001086740272,0.9736109412815515,0.7853981633974482,0
1.1666666666666665,12.496279357096384,12.496279357096384,1.039926732196543,0.7853981633974482,0
1.2499999999999998,12.561431363978233,12.561431363978233,1.1056662209776325,0.7853981633974482,0
1.333333333333333,12.630421751944306,12.630421751944306,1.1708057080200278,0.7853981633974482,0
1.4166666666666663,12.70321382698624,12.70321382698624,1.235322477090994,0.7853981633974482,0
1.4999999999999996,12.779769615879948,12.779769615879948,1.2991948191798468,0.7853981633974482,0
1.5833333333333328,12.860049926748294,12.860049926748294,1.3624020530585246,0.7853981633974482,0
1.666666666666666,12.944014410641744,12.944014410641744,1.4249245425572772,0.7853981633974482,0
1.7499999999999993,13.03162162394468,13.03162162394468,1.486743710576691,0.7853981633974482,0
1.8333333333333326,13.12282909141727,13.12282909141727,1.5478420498732595,0.7853981633974482,0
1.9166666666666659,13.217593369685838,13.217593369685838,1.6082031306708853,0.7853981633974482,0
1.9999999999999991,13.315831747974022,13.315831747974022,1.6671605630482493,0.7853981633974482,0
2.0833333333333326,13.417223816795724,13.417223816795724,1.720680466136615,0.7853981633974482,0
2.166666666666666,13.52147754439681,13.52147754439681,1.7692444260168492,0.7853981633974482,0
2.2499999999999996,13.628326975128909,13.628326975128909,1.8132949688781559,0.7853981633974482,0
2.333333333333333,13.737530075645884,13.737530075645884,1.8532380696515907,0.7853981633974482,0
2.4166666666666665,13.848866726974254,13.848866726974254,1.8894456275734224,0.7853981633974482,0
2.5,13.962136858747183,13.962136858747183,1.9222578787807652,0.7853981633974482,0
2.5833333333333335,14.07715872058357,14.07715872058357,1.9519857237410958,0.7853981633974482,0
2.666666666666667,14.19376728466111,14.19376728466111,1.9789129536877166,0.7853981633974482,0
2.7500000000000004,14.311812772906437,14.311812772906437,2.0032983654419363,0.7853981633974482,0
2.833333333333334,14.431159301847588,14.431159301847588,2.0253777582087475,0.7853981633974482,0
2.9166666666666674,14.551683637993523,14.551683637993523,2.045365809283152,0.7853981633974482,0
3.000000000000001,14.673274056579812,14.673274056579812,2.0634578282322136,0.7853981633974482,0
3.0833333333333344,14.795829296613231,14.795829296613231,2.0798313911418305,0.7853981633974482,0
3.166666666666668,14.919257605331453,14.919257605331453,2.094647858040969,0.7853981633974482,0
3.2500000000000013,15.043475865442996,15.043475865442996,2.108053777729596,0.7853981633974482,0
3.333333333333335,15.168408798807688,15.168408798807688,2.120182185016807,0.7853981633974482,0
3.4166666666666683,15.293988240543012,15.293988240543012,2.131153795888036,0.7853981633974482,0
3.5000000000000018,15.420152477884628,15.420152477884628,2.1410781064196684,0.7853981633974482,0
3.5833333333333353,15.546845648479968,15.546845648479968,2.150054401391739,0.7853981633974482,0
3.6666666666666687,15.67401719314464,15.674017193144639,2.1581726785525825,0.7853981633974482,0
3.750000000000002,15.801621358456648,15.801621358456647,2.165514494394462,0.7853981633974482,0
3.8333333333333357,15.929616744898777,15.929616744898775,2.1721537371317123,0.7853981633974482,0
3.916666666666669,16.057965896581962,16.057965896581962,2.178157332353306,0.7853981633974482,0
4.000000000000003,16.186634928889823,16.186634928889823,2.1835858865663957,0.7853981633974482,0
4.083333333333336,16.315593190675557,16.315593190675557,2.188494273569333,0.7853981633974482,0
4.166666666666669,16.444812957916273,16.444812957916273,2.1929321683021676,0.7853981633974482,0
4.250000000000002,16.574269155986354,16.574269155986354,2.1969445325275934,0.7853981633974482,0
4.333333333333335,16.70393910795063,16.70393910795063,2.2005720564017666,0.7853981633974482,0
4.416666666666668,16.83380230650041,16.83380230650041,2.203851559706952,0.7853981633974482,0
4.500000000000001,16.963840207361287,16.963840207361287,2.2068163562397776,0.7853981633974482,0
4.583333333333334,17.094036042191846,17.094036042191846,2.209496584582384,0.7853981633974482,0
4.666666666666667,17.224374649167558,17.224374649167558,2.2119195082304466,0.7853981633974482,0
4.75,17.35484231960539,17.35484231960539,2.214109787812861,0.7853981633974482,0
4.833333333333333,17.4854266591325,17.4854266591325,2.216089727913292,0.7853981633974482,0
4.916666666666666,17.616116462037997,17.616116462037997,2.2178795007938747,0.7853981633974482,0
4.999999999999999,17.74690159757071,17.74690159757071,2.2194973491259433,0.7853981633974482,0
5.083333333333332,17.877772907059292,17.877772907059292,2.2209597696513974,0.7853981633974482,0
5.166666666666665,18.00872211083452,18.00872211083452,2.222281679530639,0.7853981633974482,0
5.249999999999998,18.139741724027832,18.139741724027832,2.223476566978336,0.7853981633974482,0
