time/total_timesteps,time/fps,time/iterations,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,train/learning_rate,train/clip_fraction,train/explained_variance,train/approx_kl,train/std,train/clip_range,train/entropy_loss,train/n_updates,train/loss,train/value_loss,train/policy_gradient_loss
591872,16,1,123,353.23,235.86787136000004,,,,,,,,,,,
593920,15,2,259,351.65,235.85097939,0.0003,0.080908203125,0.9665935039520264,0.00800526,0.7184864282608032,0.2,-2.1606214106082917,2890,0.9419581294059753,3.0499942541122436,-0.004089281047345139
595968,15,3,393,352.08,235.86042805,0.0003,0.0380859375,0.8535708785057068,0.0052579534,0.7178184390068054,0.2,-2.1539835333824158,2900,11.41722583770752,21.954316687583923,-0.0037948812096146867
598016,15,4,534,350.72,235.59888482,0.0003,0.0537109375,0.9507947564125061,0.006436432,0.7149083614349365,0.2,-2.1507146060466766,2910,1.4583120346069336,4.993974530696869,-0.004429332073777914
600064,15,5,665,350.02,235.59280502,0.0003,0.09443359375,0.9764172434806824,0.010301076,0.7116677761077881,0.2,-2.1422452211380003,2920,1.0319719314575195,3.4150141209363936,-0.002752431103726849
602112,15,6,810,349.7,235.92755149999996,0.0003,0.116064453125,0.9736775755882263,0.0077461535,0.7078613042831421,0.2,-2.1309079945087435,2930,2.110612154006958,4.460007655620575,-0.0033251357497647406
604160,15,7,945,344.04,236.88442169,0.0003,0.073388671875,0.9773672819137573,0.008940871,0.7068188190460205,0.2,-2.125420296192169,2940,0.659619927406311,3.685988348722458,-0.004004654986783862
606208,15,8,1070,335.15,241.72166497999999,0.0003,0.249072265625,0.9010753631591797,0.004459918,0.7072224020957947,0.2,-2.1240077793598173,2950,5.247504711151123,17.766092920303343,0.0012145228742156179
,,,,,,0.0003,0.04013671875,0.9739809632301331,0.004498233,0.7085164785385132,0.2,-2.127236968278885,2960,2.931118965148926,10.459826326370239,-0.0028820941923186185
