"site","zone","timestamp","latitude_deg","longitude_deg","model_timestamp","model_grid_id","distance_m","time_delta_s","observed_east_mps","observed_north_mps","rtofs_east_mps","rtofs_north_mps","observed_speed_mps"
"san-francisco","shelf","2026-07-13T00:00:00Z",37.26219940185547,-122.6767578125,"2026-07-13T00:00:00Z","rtofs:Y377,X441",4426.180736017494,0,-0.15000000596046448,-0.1899999976158142,0.03432296961545944,-0.08622169494628906,0.24207437056026562
"san-francisco","shelf","2026-07-13T00:00:00Z",37.26219940185547,-122.61428833007812,"2026-07-13T00:00:00Z","rtofs:Y377,X441",3768.6959215348293,0,-0.1899999976158142,-0.18000000715255737,0.03432296961545944,-0.08622169494628906,0.26172504975437505
"san-francisco","nearshore","2026-07-13T00:00:00Z",37.26219940185547,-122.55182647705078,"2026-07-13T00:00:00Z","rtofs:Y377,X442",3090.644868707531,0,-0.20999999344348907,-0.1599999964237213,0.03814301639795303,-0.11022958159446716,0.2640075682662455
"san-francisco","nearshore","2026-07-13T00:00:00Z",37.26219940185547,-122.4893569946289,"2026-07-13T00:00:00Z","rtofs:Y377,X443",3116.0633070806184,0,-0.4699999988079071,-0.15000000596046448,0.023180127143859863,-0.03510642051696777,0.4933558560183229
"san-francisco","shelf","2026-07-13T00:00:00Z",37.316139221191406,-123.30140686035156,"2026-07-13T00:00:00Z","rtofs:Y377,X433",3541.303213600224,0,-0.17000000178813934,-0.10999999940395355,0.00208229199051857,-0.173496276140213,0.2024845684906313
"san-francisco","shelf","2026-07-13T00:00:00Z",37.316139221191406,-123.23894500732422,"2026-07-13T00:00:00Z","rtofs:Y377,X434",4567.394009258163,0,-0.18000000715255737,-0.11999999731779099,-0.0007850723341107368,-0.11543837189674377,0.21633308099130505
"san-francisco","shelf","2026-07-13T00:00:00Z",37.316139221191406,-123.17647552490234,"2026-07-13T00:00:00Z","rtofs:Y377,X434",3643.768516281747,0,-0.18000000715255737,-0.11999999731779099,-0.0007850723341107368,-0.11543837189674377,0.21633308099130505
"san-francisco","shelf","2026-07-13T00:00:00Z",37.316139221191406,-123.114013671875,"2026-07-13T00:00:00Z","rtofs:Y377,X435",3040.635736573913,0,-0.17000000178813934,-0.11999999731779099,0.020882628858089447,-0.023652825504541397,0.20808652038091566
"san-francisco","shelf","2026-07-13T00:00:00Z",37.316139221191406,-123.05155181884766,"2026-07-13T00:00:00Z","rtofs:Y377,X436",3162.672445891274,0,-0.17000000178813934,-0.11999999731779099,0.02339821308851242,0.07222558557987213,0.20808652038091566
"san-francisco","shelf","2026-07-13T00:00:00Z",37.316139221191406,-122.98908233642578,"2026-07-13T00:00:00Z","rtofs:Y377,X437",3949.7070485674344,0,-0.15000000596046448,-0.15000000596046448,0.030508223921060562,0.060990769416093826,0.21213204278533399
"san-francisco","shelf","2026-07-13T00:00:00Z",37.316139221191406,-122.92662048339844,"2026-07-13T00:00:00Z","rtofs:Y377,X437",4202.6025108883705,0,-0.12999999523162842,-0.1899999976158142,0.030508223921060562,0.060990769416093826,0.2302172840041182
"san-francisco","shelf","2026-07-13T00:00:00Z",37.316139221191406,-122.86415100097656,"2026-07-13T00:00:00Z","rtofs:Y377,X438",3306.3460654711607,0,-0.15000000596046448,-0.20000000298023224,0.09459467977285385,0.019629769027233124,0.2500000059604645
"san-francisco","shelf","2026-07-13T00:00:00Z",37.316139221191406,-122.80168914794922,"2026-07-13T00:00:00Z","rtofs:Y377,X439",2997.7683141958137,0,-0.17000000178813934,-0.18000000715255737,0.12669427692890167,0.0030059926211833954,0.24758837449058083
"san-francisco","shelf","2026-07-13T00:00:00Z",37.316139221191406,-122.73921966552734,"2026-07-13T00:00:00Z","rtofs:Y377,X440",3444.457163408318,0,-0.18000000715255737,-0.1599999964237213,0.07277432084083557,-0.03588172793388367,0.24083189454578383
"san-francisco","shelf","2026-07-13T00:00:00Z",37.316139221191406,-122.6767578125,"2026-07-13T00:00:00Z","rtofs:Y377,X441",4418.996530288414,0,-0.17000000178813934,-0.18000000715255737,0.03432296961545944,-0.08622169494628906,0.24758837449058083
"san-francisco","shelf","2026-07-13T00:00:00Z",37.316139221191406,-122.61428833007812,"2026-07-13T00:00:00Z","rtofs:Y377,X441",3760.7691533835523,0,-0.25,-0.1599999964237213,0.03432296961545944,-0.08622169494628906,0.29681643966531035
"san-francisco","nearshore","2026-07-13T00:00:00Z",37.316139221191406,-122.55182647705078,"2026-07-13T00:00:00Z","rtofs:Y377,X442",3081.514960317883,0,-0.4000000059604645,-0.14000000059604645,0.03814301639795303,-0.11022958159446716,0.42379240783108024
"san-francisco","nearshore","2026-07-13T00:00:00Z",37.316139221191406,-122.4893569946289,"2026-07-13T00:00:00Z","rtofs:Y377,X443",3106.9898969417986,0,-0.30000001192092896,-0.14000000059604645,0.023180127143859863,-0.03510642051696777,0.3310589181995412
"san-francisco","shelf","2026-07-13T00:00:00Z",37.370079040527344,-123.30140686035156,"2026-07-13T00:00:00Z","rtofs:Y378,X433",2692.0693971116543,0,-0.14000000059604645,-0.15000000596046448,0.024599848315119743,-0.16194921731948853,0.20518285005095427
"san-francisco","shelf","2026-07-13T00:00:00Z",37.370079040527344,-123.23894500732422,"2026-07-13T00:00:00Z","rtofs:Y378,X434",3943.9177647887777,0,-0.17000000178813934,-0.17000000178813934,0.00349316094070673,-0.09689194709062576,0.24041630813223708
"san-francisco","shelf","2026-07-13T00:00:00Z",37.370079040527344,-123.17647552490234,"2026-07-13T00:00:00Z","rtofs:Y378,X434",2825.297684273148,0,-0.1599999964237213,-0.17000000178813934,0.00349316094070673,-0.09689194709062576,0.233452349449643
"san-francisco","shelf","2026-07-13T00:00:00Z",37.370079040527344,-123.114013671875,"2026-07-13T00:00:00Z","rtofs:Y378,X435",1989.2278981619274,0,-0.15000000596046448,-0.17000000178813934,-0.004991867579519749,-0.01644144579768181,0.22671568625947955
"san-francisco","shelf","2026-07-13T00:00:00Z",37.370079040527344,-123.05155181884766,"2026-07-13T00:00:00Z","rtofs:Y378,X436",2170.9157570184816,0,-0.10999999940395355,-0.18000000715255737,-0.005367951467633247,0.04649718478322029,0.21095023688962874
"san-francisco","shelf","2026-07-13T00:00:00Z",37.370079040527344,-122.98908233642578,"2026-07-13T00:00:00Z","rtofs:Y378,X437",3209.6434732003695,0,-0.07999999821186066,-0.23000000417232513,0.0408991314470768,0.047361601144075394,0.2435159165910255
"san-francisco","shelf","2026-07-13T00:00:00Z",37.370079040527344,-122.92662048339844,"2026-07-13T00:00:00Z","rtofs:Y378,X437",3515.717507424222,0,-0.09000000357627869,-0.2199999988079071,0.0408991314470768,0.047361601144075394,0.23769728673085289
"san-francisco","shelf","2026-07-13T00:00:00Z",37.370079040527344,-122.86415100097656,"2026-07-13T00:00:00Z","rtofs:Y378,X438",2375.0472078021103,0,-0.09000000357627869,-0.2199999988079071,0.10988377034664154,0.04946732521057129,0.23769728673085289
"san-francisco","shelf","2026-07-13T00:00:00Z",37.370079040527344,-122.80168914794922,"2026-07-13T00:00:00Z","rtofs:Y378,X439",1923.1696657615282,0,-0.09000000357627869,-0.23000000417232513,0.09420725703239441,0.0038185156881809235,0.24698178589321068
"san-francisco","shelf","2026-07-13T00:00:00Z",37.370079040527344,-122.73921966552734,"2026-07-13T00:00:00Z","rtofs:Y378,X440",2563.5429016773755,0,-0.10000000149011612,-0.20999999344348907,0.05233849212527275,-0.0280024241656065,0.23259406171329627
"san-francisco","shelf","2026-07-13T00:00:00Z",37.370079040527344,-122.6767578125,"2026-07-13T00:00:00Z","rtofs:Y378,X441",3771.3412518847576,0,-0.12999999523162842,-0.20000000298023224,0.05387696251273155,-0.11129852384328842,0.23853720873758105
"san-francisco","shelf","2026-07-13T00:00:00Z",37.370079040527344,-122.61428833007812,"2026-07-13T00:00:00Z","rtofs:Y378,X441",2974.4391055714977,0,-0.1899999976158142,-0.1599999964237213,0.05387696251273155,-0.11129852384328842,0.24839484284018506
"san-francisco","shelf","2026-07-13T00:00:00Z",37.370079040527344,-122.55182647705078,"2026-07-13T00:00:00Z","rtofs:Y378,X442",2051.0741256172328,0,-0.25,-0.14000000059604645,0.044713832437992096,-0.09243597835302353,0.28653097592911836
"san-francisco","nearshore","2026-07-13T00:00:00Z",37.370079040527344,-122.4893569946289,"2026-07-13T00:00:00Z","rtofs:Y378,X443",2089.093182997537,0,-0.3799999952316284,-0.12999999523162842,0.018302876502275467,-0.04320123791694641,0.40162170650533946
"san-francisco","shelf","2026-07-13T00:00:00Z",37.42401885986328,-123.30140686035156,"2026-07-13T00:00:00Z","rtofs:Y379,X433",2069.3822961263845,0,-0.09000000357627869,-0.18000000715255737,0.025671161711215973,-0.14135077595710754,0.20124612597178332
"san-francisco","shelf","2026-07-13T00:00:00Z",37.42401885986328,-123.23894500732422,"2026-07-13T00:00:00Z","rtofs:Y379,X434",3546.347674871507,0,-0.10000000149011612,-0.18000000715255737,0.0063642580062150955,-0.09493416547775269,0.20591260979586445
"san-francisco","shelf","2026-07-13T00:00:00Z",37.42401885986328,-123.17647552490234,"2026-07-13T00:00:00Z","rtofs:Y379,X434",2239.7011353156977,0,-0.10000000149011612,-0.18000000715255737,0.0063642580062150955,-0.09493416547775269,0.20591260979586445
"san-francisco","shelf","2026-07-13T00:00:00Z",37.42401885986328,-123.114013671875,"2026-07-13T00:00:00Z","rtofs:Y379,X435",998.6422087722104,0,-0.09000000357627869,-0.1899999976158142,-0.02568986639380455,-0.03442138060927391,0.21023795979256357
"san-francisco","shelf","2026-07-13T00:00:00Z",37.42401885986328,-123.05155181884766,"2026-07-13T00:00:00Z","rtofs:Y379,X436",1323.6124936385681,0,-0.07000000029802322,-0.1899999976158142,-0.031078340485692024,0.043298035860061646,0.20248456517900976
"san-francisco","shelf","2026-07-13T00:00:00Z",37.42401885986328,-122.98908233642578,"2026-07-13T00:00:00Z","rtofs:Y379,X437",2707.7910830927813,0,-0.03999999910593033,-0.2199999988079071,0.044157110154628754,0.05943092331290245,0.2236067964171786
"san-francisco","shelf","2026-07-13T00:00:00Z",37.42401885986328,-122.92662048339844,"2026-07-13T00:00:00Z","rtofs:Y379,X437",3063.881023278817,0,-0.05000000074505806,-0.23000000417232513,0.044157110154628754,0.05943092331290245,0.23537205015416635
"san-francisco","shelf","2026-07-13T00:00:00Z",37.42401885986328,-122.86415100097656,"2026-07-13T00:00:00Z","rtofs:Y379,X438",1636.603385122116,0,-0.05000000074505806,-0.23000000417232513,0.057344891130924225,0.04327745363116264,0.23537205015416635
"san-francisco","shelf","2026-07-13T00:00:00Z",37.42401885986328,-122.80168914794922,"2026-07-13T00:00:00Z","rtofs:Y379,X439",859.7935660082884,0,-0.03999999910593033,-0.25,0.0474308580160141,0.02096751518547535,0.25317977788218876
"san-francisco","shelf","2026-07-13T00:00:00Z",37.42401885986328,-122.73921966552734,"2026-07-13T00:00:00Z","rtofs:Y379,X440",1899.4513981468997,0,-0.03999999910593033,-0.23000000417232513,0.06392613053321838,-0.0317142978310585,0.23345235455600785
"san-francisco","shelf","2026-07-13T00:00:00Z",37.42401885986328,-122.6767578125,"2026-07-13T00:00:00Z","rtofs:Y379,X441",3353.683751977269,0,-0.03999999910593033,-0.23000000417232513,0.06709297001361847,-0.11054347455501556,0.23345235455600785
"san-francisco","shelf","2026-07-13T00:00:00Z",37.42401885986328,-122.61428833007812,"2026-07-13T00:00:00Z","rtofs:Y379,X441",2424.847916034525,0,-0.009999999776482582,-0.23999999463558197,0.06709297001361847,-0.11054347455501556,0.24020823762021365
"san-francisco","shelf","2026-07-13T00:00:00Z",37.42401885986328,-122.55182647705078,"2026-07-13T00:00:00Z","rtofs:Y379,X442",1116.5896009249282,0,-0.05999999865889549,-0.1899999976158142,0.046721555292606354,-0.06416656076908112,0.19924858577434587
"san-francisco","shelf","2026-07-13T00:00:00Z",37.42401885986328,-122.4893569946289,"2026-07-13T00:00:00Z","rtofs:Y379,X443",1184.8759701464396,0,-0.10000000149011612,-0.17000000178813934,0.005381316412240267,-0.0561593621969223,0.19723083152993756
"san-francisco","shelf","2026-07-13T00:00:00Z",37.47795867919922,-123.30140686035156,"2026-07-13T00:00:00Z","rtofs:Y380,X433",1898.8566766831168,0,-0.05000000074505806,-0.15000000596046448,-0.007725060917437077,-0.09053562581539154,0.15811388889862013
"san-francisco","shelf","2026-07-13T00:00:00Z",37.47795867919922,-123.23894500732422,"2026-07-13T00:00:00Z","rtofs:Y380,X434",3447.735869535009,0,-0.03999999910593033,-0.15000000596046448,-0.018844064325094223,-0.06221002712845802,0.15524175249144095
"san-francisco","shelf","2026-07-13T00:00:00Z",37.47795867919922,-123.17647552490234,"2026-07-13T00:00:00Z","rtofs:Y380,X434",2082.88821726798,0,-0.029999999329447746,-0.12999999523162842,-0.018844064325094223,-0.06221002712845802,0.133416635844224
"san-francisco","shelf","2026-07-13T00:00:00Z",37.47795867919922,-123.114013671875,"2026-07-13T00:00:00Z","rtofs:Y380,X435",570.7484242899152,0,-0.029999999329447746,-0.14000000059604645,-0.035482559353113174,-0.034456025809049606,0.143178211075079
"san-francisco","shelf","2026-07-13T00:00:00Z",37.47795867919922,-123.05155181884766,"2026-07-13T00:00:00Z","rtofs:Y380,X436",1038.861659337301,0,-0.009999999776482582,-0.15000000596046448,-0.05536718666553497,0.05719757080078125,0.15033296971612395
"san-francisco","shelf","2026-07-13T00:00:00Z",37.47795867919922,-122.98908233642578,"2026-07-13T00:00:00Z","rtofs:Y380,X437",2578.887616592688,0,-0.019999999552965164,-0.17000000178813934,-0.020576221868395805,0.07800745964050293,0.17117242940989646
"san-francisco","shelf","2026-07-13T00:00:00Z",37.47795867919922,-122.92662048339844,"2026-07-13T00:00:00Z","rtofs:Y380,X437",2950.029027931256,0,-0.029999999329447746,-0.20000000298023224,-0.020576221868395805,0.07800745964050293,0.2022374870093568
"san-francisco","shelf","2026-07-13T00:00:00Z",37.47795867919922,-122.86415100097656,"2026-07-13T00:00:00Z","rtofs:Y380,X438",1415.733216357324,0,-0.029999999329447746,-0.2199999988079071,0.044400401413440704,0.030897723510861397,0.22203603183998313
"san-francisco","shelf","2026-07-13T00:00:00Z",37.47795867919922,-122.80168914794922,"2026-07-13T00:00:00Z","rtofs:Y380,X439",260.99294761407634,0,-0.009999999776482582,-0.25,0.0688379555940628,0.03267146274447441,0.2501999200550025
"san-francisco","shelf","2026-07-13T00:00:00Z",37.47795867919922,-122.73921966552734,"2026-07-13T00:00:00Z","rtofs:Y380,X440",1712.3922773049505,0,0,-0.17000000178813934,0.063103586435318,-0.03389391303062439,0.17000000178813934
"san-francisco","shelf","2026-07-13T00:00:00Z",37.47795867919922,-122.6767578125,"2026-07-13T00:00:00Z","rtofs:Y380,X441",3249.5509186881277,0,0.019999999552965164,-0.1599999964237213,0.07470236718654633,-0.08725731074810028,0.1612451513618609
"san-francisco","shelf","2026-07-13T00:00:00Z",37.47795867919922,-122.61428833007812,"2026-07-13T00:00:00Z","rtofs:Y380,X441",2280.503152039166,0,0.029999999329447746,-0.20000000298023224,0.07470236718654633,-0.08725731074810028,0.2022374870093568
"san-francisco","shelf","2026-07-13T00:00:00Z",37.47795867919922,-122.55182647705078,"2026-07-13T00:00:00Z","rtofs:Y380,X442",758.18759020796,0,0.029999999329447746,-0.23000000417232513,0.051138270646333694,-0.07978992909193039,0.23194827414541472
"san-francisco","shelf","2026-07-13T00:00:00Z",37.47795867919922,-122.4893569946289,"2026-07-13T00:00:00Z","rtofs:Y380,X443",855.4300579396885,0,0.009999999776482582,-0.23000000417232513,0.007719925604760647,-0.03315569460391998,0.2302172928231049
"san-francisco","shelf","2026-07-13T00:00:00Z",37.531898498535156,-123.30140686035156,"2026-07-13T00:00:00Z","rtofs:Y381,X433",2275.914815535772,0,-0.009999999776482582,-0.10999999940395355,-0.06574439257383347,-0.04986768588423729,0.11045360955803768
"san-francisco","shelf","2026-07-13T00:00:00Z",37.531898498535156,-123.23894500732422,"2026-07-13T00:00:00Z","rtofs:Y381,X434",3667.151546790584,0,0.019999999552965164,-0.11999999731779099,-0.0716237872838974,-0.02028736099600792,0.12165524788675763
"san-francisco","shelf","2026-07-13T00:00:00Z",37.531898498535156,-123.17647552490234,"2026-07-13T00:00:00Z","rtofs:Y381,X434",2431.3377739843077,0,0.019999999552965164,-0.10000000149011612,-0.0716237872838974,-0.02028736099600792,0.10198039164536404
"san-francisco","shelf","2026-07-13T00:00:00Z",37.531898498535156,-123.114013671875,"2026-07-13T00:00:00Z","rtofs:Y381,X435",1380.2317245792888,0,0.029999999329447746,-0.10000000149011612,-0.06302422285079956,-0.004972193390130997,0.10440306632369613
"san-francisco","shelf","2026-07-13T00:00:00Z",37.531898498535156,-123.05155181884766,"2026-07-13T00:00:00Z","rtofs:Y381,X436",1630.1335293141456,0,0.019999999552965164,-0.10999999940395355,-0.06584306061267853,0.06249513477087021,0.1118033982085893
"san-francisco","shelf","2026-07-13T00:00:00Z",37.531898498535156,-122.98908233642578,"2026-07-13T00:00:00Z","rtofs:Y381,X437",2867.055591303737,0,0,-0.10999999940395355,-0.03002956137061119,0.04767294600605965,0.10999999940395355
"san-francisco","shelf","2026-07-13T00:00:00Z",37.531898498535156,-122.92662048339844,"2026-07-13T00:00:00Z","rtofs:Y381,X437",3204.4957498528547,0,-0.019999999552965164,-0.15000000596046448,-0.03002956137061119,0.04767294600605965,0.15132746535331246
"san-francisco","shelf","2026-07-13T00:00:00Z",37.531898498535156,-122.86415100097656,"2026-07-13T00:00:00Z","rtofs:Y381,X438",1892.339450979034,0,-0.029999999329447746,-0.1899999976158142,0.03552769497036934,0.033850185573101044,0.19235383815712198
"san-francisco","shelf","2026-07-13T00:00:00Z",37.531898498535156,-122.80168914794922,"2026-07-13T00:00:00Z","rtofs:Y381,X439",1283.6697539745235,0,0.019999999552965164,-0.17000000178813934,0.058566778898239136,0.013402328826487064,0.17117242940989646
"san-francisco","shelf","2026-07-13T00:00:00Z",37.531898498535156,-122.73921966552734,"2026-07-13T00:00:00Z","rtofs:Y381,X440",2123.0819726350883,0,0.03999999910593033,-0.15000000596046448,0.06852000951766968,-0.019425977021455765,0.15524175249144095
"san-francisco","shelf","2026-07-13T00:00:00Z",37.531898498535156,-122.6767578125,"2026-07-13T00:00:00Z","rtofs:Y381,X441",3481.77897538278,0,0.05000000074505806,-0.18000000715255737,0.06740594655275345,-0.057237252593040466,0.1868154240137214
"san-francisco","shelf","2026-07-13T00:00:00Z",37.531898498535156,-122.61428833007812,"2026-07-13T00:00:00Z","rtofs:Y381,X441",2602.3680822401293,0,0.07000000029802322,-0.20000000298023224,0.06740594655275345,-0.057237252593040466,0.21189620391554012
"san-francisco","shelf","2026-07-13T00:00:00Z",37.531898498535156,-122.55182647705078,"2026-07-13T00:00:00Z","rtofs:Y381,X442",1467.5635679533493,0,0.07000000029802322,-0.20000000298023224,0.02687099203467369,-0.09440398216247559,0.21189620391554012
"san-francisco","shelf","2026-07-13T00:00:00Z",37.585838317871094,-123.30140686035156,"2026-07-13T00:00:00Z","rtofs:Y382,X433",2994.379765150519,0,-0.019999999552965164,-0.07000000029802322,-0.12953230738639832,-0.03599849343299866,0.07280109905655174
"san-francisco","shelf","2026-07-13T00:00:00Z",37.585838317871094,-123.23894500732422,"2026-07-13T00:00:00Z","rtofs:Y382,X434",4149.880405623035,0,0.019999999552965164,-0.07999999821186066,-0.11798854917287827,0.0035189203917980194,0.08246211066918137
"san-francisco","shelf","2026-07-13T00:00:00Z",37.585838317871094,-123.17647552490234,"2026-07-13T00:00:00Z","rtofs:Y382,X434",3113.964300393967,0,0.05000000074505806,-0.10999999940395355,-0.11798854917287827,0.0035189203917980194,0.12083045950163224
"san-francisco","shelf","2026-07-13T00:00:00Z",37.585838317871094,-123.114013671875,"2026-07-13T00:00:00Z","rtofs:Y382,X435",2386.7794902293504,0,0.05999999865889549,-0.09000000357627869,-0.08230436593294144,0.0054308585822582245,0.10816654049565252
"san-francisco","shelf","2026-07-13T00:00:00Z",37.585838317871094,-123.05155181884766,"2026-07-13T00:00:00Z","rtofs:Y382,X436",2539.2573430123994,0,0.05000000074505806,-0.07000000029802322,-0.07877397537231445,0.03285505250096321,0.08602325334599394
"san-francisco","shelf","2026-07-13T00:00:00Z",37.585838317871094,-122.98908233642578,"2026-07-13T00:00:00Z","rtofs:Y382,X437",3464.353341650103,0,0.029999999329447746,-0.07999999821186066,-0.010209336876869202,0.014793077483773232,0.08544003554344165
"san-francisco","shelf","2026-07-13T00:00:00Z",37.585838317871094,-122.92662048339844,"2026-07-13T00:00:00Z","rtofs:Y382,X437",3747.9733622692625,0,0.019999999552965164,-0.12999999523162842,-0.010209336876869202,0.014793077483773232,0.1315294595987607
"san-francisco","shelf","2026-07-13T00:00:00Z",37.585838317871094,-122.86415100097656,"2026-07-13T00:00:00Z","rtofs:Y382,X438",2714.772046805737,0,0.05000000074505806,-0.10000000149011612,0.054821714758872986,-0.011454740539193153,0.11180340054098996
"san-francisco","shelf","2026-07-13T00:00:00Z",37.585838317871094,-122.80168914794922,"2026-07-13T00:00:00Z","rtofs:Y382,X439",2332.35710551823,0,0.07000000029802322,-0.10000000149011612,0.0633406788110733,-0.006089931353926659,0.12206555754899281
