time/fps,time/iterations,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,train/explained_variance,train/clip_fraction,train/std,train/approx_kl,train/entropy_loss,train/learning_rate,train/policy_gradient_loss,train/value_loss,train/clip_range,train/loss,train/n_updates
18,1,1110.1,111,149504,-204.40072206000005,,,,,,,,,,,
18,2,1107.35,223,151552,-201.20330416000002,0.6283020973205566,0.04873046875,0.9141298532485962,0.009389977,-2.6584299087524412,0.0003,-0.0032368019034038297,57.373501777648926,0.2,28.444747924804688,730
17,3,1100.95,344,153600,-201.77992628999996,0.935468316078186,0.01318359375,0.9136725664138794,0.0059129945,-2.6577238202095033,0.0003,-0.0018547352286987008,57.81826400756836,0.2,20.44351577758789,740
17,4,1092.28,462,155648,-197.35119602999995,0.9347006678581238,0.025634765625,0.9131536483764648,0.00874605,-2.656560093164444,0.0003,-0.0029018108994932844,67.44392223358155,0.2,25.24123191833496,750
17,5,1087.28,573,157696,-192.7511346699999,0.8592012524604797,0.007763671875,0.9137778282165527,0.00492258,-2.6561678886413573,0.0003,-0.0018176809040596708,62.7595871925354,0.2,31.06658172607422,760
17,6,1080.55,693,159744,-189.44742951999996,0.9347873330116272,0.0201171875,0.9125221371650696,0.0051820953,-2.6568027257919313,0.0003,-0.0017398700525518506,49.18503575325012,0.2,19.34795570373535,770
17,7,1074.67,810,161792,-174.79401213,0.951497495174408,0.01396484375,0.9116739630699158,0.003350895,-2.6532117307186125,0.0003,-0.003426707471953705,47.826310300827025,0.2,23.183277130126953,780
17,8,1069.54,923,163840,-168.04367129999994,0.9516920447349548,0.030859375,0.9120705723762512,0.006137347,-2.652988773584366,0.0003,-0.003665086778346449,48.1769015789032,0.2,14.411072731018066,790
,,,,,,0.959322988986969,0.03447265625,0.9132405519485474,0.0059824716,-2.6544614911079405,0.0003,-0.0025030657765455545,47.68560662269592,0.2,15.530839920043945,800
